"month","product_category","i_revenue","i_gross_profit","coupon_budget","i_net_profit_after_coupons","roas"
2019-04-01,More Bags,-2.1562413466541878501581888312876,-1.078120673327093925079094415643800,13.79741346202625201736297,-14.875534135353345942442064415643800,-0.078139332150503225238112279817800
2019-04-01,Nest-Canada,-27.7589942222442866144881878471132,-13.879497111122143307244093923556600,177.62497744911629546954829,-191.504474560238438776792383923556600,-0.078139332150503225238112279817800
2019-04-01,Nest-USA,-896.4748198986639218734301685604340,-448.237409949331960936715084280217000,5736.38649849204356778095855,-6184.623908441375528717673634280217000,-0.078139332150503225238112279817800
2019-04-01,Notebooks & Journals,-115.1416382708019725254778933024364,-57.570819135400986262738946651218200,736.77132310927006480990233,-794.342142244671051072641276651218200,-0.078139332150503225238112279817800
2019-04-01,Waze,-4.4907197162692160894098197510232,-2.245359858134608044704909875511600,28.73533464311990154483154,-30.980694501254509589536449875511600,-0.078139332150503225238112279817800
2019-05-01,Accessories,-2.2976461749083154236845230874520,-1.148823087454157711842261543726000,10.33135239624952603296190,-11.480175483703683744804161543726000,-0.111197744824888749221384840713576
2019-05-01,Android,-1.4672354350425148968707532598248,-0.733617717521257448435376629912400,6.59741543029077717663906,-7.331033147812034625074436629912400,-0.111197744824888749221384840713576
2019-05-01,Apparel,-894.0200581621066823072517054677040,-447.010029081053341153625852733852000,4019.95588835900264739208380,-4466.965917440055988545709652733852000,-0.111197744824888749221384840713576
2019-05-01,Backpacks,-18.8390864198300176777888677082328,-9.419543209915008838894433854116400,84.70984033667818473753166,-94.129383546593193576426093854116400,-0.111197744824888749221384840713576
2019-05-01,Bags,-140.4048661301175977345525956959448,-70.202433065058798867276297847972400,631.32964769754749189577806,-701.532080762606290763054357847972400,-0.111197744824888749221384840713576
2019-05-01,Bottles,-18.1300730193621586875416816787840,-9.065036509681079343770840839392000,81.52176578721499897728480,-90.586802296896078321055640839392000,-0.111197744824888749221384840713576
2019-05-01,Drinkware,-238.5821068986184061024997263239832,-119.291053449309203051249863161991600,1072.78302844329784723625854,-1192.074081892607050287508403161991600,-0.111197744824888749221384840713576
2019-05-01,Fun,-9.6965072092153671025459647272144,-4.848253604607683551272982363607200,43.60028714829230006523268,-48.448540752899983616505662363607200,-0.111197744824888749221384840713576
2019-05-01,Gift Cards,-15.9416724184611088064420372108320,-7.970836209230554403221018605416000,71.68163546646395794816040,-79.652471675694512351381418605416000,-0.111197744824888749221384840713576
2019-05-01,Google,-19.8500892374324984103823994384624,-9.925044618716249205191199719231200,89.25580850894004615334828,-99.180853127656295358539479719231200,-0.111197744824888749221384840713576
2019-05-01,Headgear,-43.2998682642079244802797214787016,-21.649934132103962240139860739350800,194.69760080294526332651002,-216.347534935049225566649880739350800,-0.111197744824888749221384840713576
2019-05-01,Housewares,-7.6515215028260579335450798704312,-3.825760751413028966772539935215600,34.40502105000182544981414,-38.230781801414854416586679935215600,-0.111197744824888749221384840713576
2019-05-01,Lifestyle,-97.8922156971096055970624345837624,-48.946107848554802798531217291881200,440.17176720295750161907078,-489.117875051512304417601997291881200,-0.111197744824888749221384840713576
2019-05-01,More Bags,-5.2363280528019952964653781688592,-2.618164026400997648232689084429600,23.54511802846373112986324,-26.163282054864728778095929084429600,-0.111197744824888749221384840713576
2019-05-01,Nest-Canada,-47.8737446314548490925661523268288,-23.936872315727424546283076163414400,215.26400875685540536199536,-239.200881072582829908278436163414400,-0.111197744824888749221384840713576
2019-05-01,Nest-USA,-2169.0537872540054731854171128770136,-1084.526893627002736592708556438506800,9753.13748794894034158020142,-10837.664381575943078172909976438506800,-0.111197744824888749221384840713576
2019-05-01,Notebooks & Journals,-81.6177533472563199587952353579448,-40.808876673628159979397617678972400,366.99374378403890727592806,-407.802620457667067255325677678972400,-0.111197744824888749221384840713576
2019-05-01,Office,-378.7033917314518271003577947230864,-189.351695865725913550178897361543200,1702.83755451976051847933108,-1892.189250385486432029509977361543200,-0.111197744824888749221384840713576
2019-05-01,Waze,-10.3385054282712801639418714447928,-5.169252714135640081970935722396400,46.48702833205872797311366,-51.656281046194368055084595722396400,-0.111197744824888749221384840713576
2019-06-01,Accessories,-4.6341717141417322863643821816312,-2.317085857070866143182191090815600,23.65803522113083483079880,-25.975121078201700973980991090815600,-0.097940756086173048010416185810232
2019-06-01,Android,-3.9695866457781636643562225046832,-1.984793322889081832178111252341600,20.26524403326807059929680,-22.250037356157152431474911252341600,-0.097940756086173048010416185810232
2019-06-01,Apparel,-1060.8216863930192467363285941941696,-530.410843196509623368164297097084800,5415.62945184768970547327040,-5946.040295044199328841434697097084800,-0.097940756086173048010416185810232
2019-06-01,Backpacks,-5.9190596094020214743400257862514,-2.959529804701010737170012893125700,30.21755112955297438102110,-33.177080934253985118191112893125700,-0.097940756086173048010416185810232
2019-06-01,Bags,-250.7589114200328950139693201330386,-125.379455710016447506984660066519300,1280.15609354395319347131390,-1405.535549253969640978298560066519300,-0.097940756086173048010416185810232
2019-06-01,Bottles,-14.0541642471311089264836490755559,-7.027082123565554463241824537777950,71.74829360499101430004785,-78.775375728556568763289674537777950,-0.097940756086173048010416185810232
2019-06-01,Drinkware,-356.7451176305056245968025811173791,-178.372558815252812298401290558689550,1821.22913834065101888945465,-1999.601697155903831187855940558689550,-0.097940756086173048010416185810232
2019-06-01,Fun,-15.1661405328541819766510857111402,-7.583070266427090988325542855570100,77.42507378394277850920230,-85.008144050369869497527842855570100,-0.097940756086173048010416185810232
2019-06-01,Gift Cards,-21.0867816508800194124839197957976,-10.543390825440009706241959897898800,107.65069871589944514459240,-118.194089541339454850834359897898800,-0.097940756086173048010416185810232
2019-06-01,Google,-22.0964870455963243692317654038928,-11.048243522798162184615882701946400,112.80537300607909704852720,-123.853616528877259233143082701946400,-0.097940756086173048010416185810232
2019-06-01,Headgear,-31.3862687018915169030772459244343,-15.693134350945758451538622962217150,160.23088832536859751342945,-175.924022676314355964968072962217150,-0.097940756086173048010416185810232
2019-06-01,Housewares,-8.5675593847525519079102164240596,-4.283779692376275953955108212029800,43.73847888826994466750540,-48.022258580646220621460508212029800,-0.097940756086173048010416185810232
2019-06-01,Lifestyle,-153.6648253085554941182518735266892,-76.832412654277747059125936763344600,784.47845130659240379506580,-861.310863960870150854191736763344600,-0.097940756086173048010416185810232
2019-06-01,Nest-Canada,-169.1168674559598757641889502863692,-84.558433727979937882094475143184600,863.36308914729337958738580,-947.921522875273317469480275143184600,-0.097940756086173048010416185810232
2019-06-01,Nest-USA,-3567.7658965211956305598562005900251,-1783.882948260597815279928100295012550,18213.89807008484498965558365,-19997.781018345442804935511750295012550,-0.097940756086173048010416185810232
2019-06-01,Notebooks & Journals,-98.2297850265573625094049178692109,-49.114892513278681254702458934605450,501.47552945236614652183035,-550.590421965644827776532808934605450,-0.097940756086173048010416185810232
2019-06-01,Office,-503.5999668049115251192841230949666,-251.799983402455762559642061547483300,2570.94179649695446192108590,-2822.741779899410224480727961547483300,-0.097940756086173048010416185810232
2019-06-01,Waze,-13.7614094285447246610149263807055,-6.880704714272362330507463190352750,70.25374307115194369058825,-77.134447785424306021095713190352750,-0.097940756086173048010416185810232
2019-07-01,Accessories,-9.8642733991602985844313201575288,-4.932136699580149292215660078764400,56.41293697039600157768008,-61.345073669976150869895740078764400,-0.087429177852739745413944592052602
2019-07-01,Apparel,-415.4497488749371757694498878047896,-207.724874437468587884724943902394800,2375.92162638595791742244136,-2583.646500823426505307166303902394800,-0.087429177852739745413944592052602
2019-07-01,Backpacks,-3.8976947846977443597118301787836,-1.948847392348872179855915089391800,22.29058353529744024512676,-24.239430927646312424982675089391800,-0.087429177852739745413944592052602
2019-07-01,Bags,-69.3686484207157385536829821445076,-34.684324210357869276841491072253800,396.71337489617003904285516,-431.397699106527908319696651072253800,-0.087429177852739745413944592052602
2019-07-01,Bottles,-7.9113882362837308170888924545780,-3.955694118141865408544446227289000,45.24455353800295230023980,-49.200247656144817708784246227289000,-0.087429177852739745413944592052602
2019-07-01,Drinkware,-77.4831215598368988453320503189664,-38.741560779918449422666025159483200,443.11935364612850703689824,-481.860914426046956459564265159483200,-0.087429177852739745413944592052602
2019-07-01,Fun,-6.2437890083454568504413417998448,-3.121894504172728425220670899922400,35.70769599859503229751568,-38.829590502767760722736350899922400,-0.087429177852739745413944592052602
2019-07-01,Gift Cards,-2.4924509430219621166187863851660,-1.246225471510981058309393192583000,14.25411403970932359327060,-15.500339511220304651579993192583000,-0.087429177852739745413944592052602
2019-07-01,Google,-8.9221767917168573422411630687336,-4.461088395858428671120581534366800,51.02516694566667143817176,-55.486255341525100109292341534366800,-0.087429177852739745413944592052602
2019-07-01,Headgear,-15.4611218407349749383344521164460,-7.730560920367487469167226058223000,88.42083512884408178871860,-96.151396049211569257885826058223000,-0.087429177852739745413944592052602
2019-07-01,Housewares,-7.3892197637206297492988266327332,-3.694609881860314874649413316366600,42.25831664668384898252412,-45.952926528544163857173533316366600,-0.087429177852739745413944592052602
2019-07-01,Lifestyle,-68.3994837960310788139315977870040,-34.199741898015539406965798893502000,391.17080519296946571217640,-425.370547090985005119142198893502000,-0.087429177852739745413944592052602
2019-07-01,Nest-Canada,-39.9222846406468133117238466167544,-19.961142320323406655861923308377200,228.31213572595535426344904,-248.273278046278760919310963308377200,-0.087429177852739745413944592052602
2019-07-01,Nest-USA,-1081.4533281932325347389459799217876,-540.726664096616267369472989960893800,6184.73920694281876391690316,-6725.465871039435031286376149960893800,-0.087429177852739745413944592052602
2019-07-01,Notebooks & Journals,-125.3596645929874207330948826232300,-62.679832296493710366547441311615000,716.92121367156981402669300,-779.601045968063524393240441311615000,-0.087429177852739745413944592052602
2019-07-01,Office,-158.0779185749801360823705168481920,-79.038959287490068041185258424096000,904.03411342399172205966720,-983.073072711481790100852458424096000,-0.087429177852739745413944592052602
2019-07-01,Waze,-1.9348398180490887409622998103820,-0.967419909024544370481149905191000,11.06518364674555365649620,-12.032603555770098026977349905191000,-0.087429177852739745413944592052602
2019-08-01,Accessories,-3.5439247254779294931274664217384,-1.771962362738964746563733210869200,23.71406040211898700303678,-25.486022764857951749600513210869200,-0.074722014395334413891401423954594
2019-08-01,Android,-1.3087651039988364203709931952056,-0.654382551999418210185496597602800,8.75756036952180135805802,-9.411942921521219568243516597602800,-0.074722014395334413891401423954594
2019-08-01,Apparel,-707.3528727468348790268210398385864,-353.676436373417439513410519919293200,4733.22941351940759394110838,-5086.905849892825033454518899919293200,-0.074722014395334413891401423954594
2019-08-01,Backpacks,-14.3073659598645273556335370123176,-7.153682979932263677816768506158800,95.73728756941721631069342,-102.890970549349479988510188506158800,-0.074722014395334413891401423954594
2019-08-01,Bags,-170.2616803541803597798201738365696,-85.130840177090179889910086918284800,1139.30065812580241699130432,-1224.431498302892596881214406918284800,-0.074722014395334413891401423954594
2019-08-01,Bottles,-6.8206080310530208347083269189072,-3.410304015526510417354163459453600,45.63988328103005776016924,-49.050187296556568177523403459453600,-0.074722014395334413891401423954594
2019-08-01,Drinkware,-258.9175902432735154200870100346752,-129.458795121636757710043505017337600,1732.53887986349665434797984,-1861.997674985133412058023345017337600,-0.074722014395334413891401423954594
2019-08-01,Fun,-3.6697762612023194335030738678016,-1.834888130601159716751536933900800,24.55619197969224910151872,-26.391080110293408818270256933900800,-0.074722014395334413891401423954594
2019-08-01,Gift Cards,-6.8150651114290585310218161060592,-3.407532555714529265510908053029600,45.60279300938242670139764,-49.010325565096955966908548053029600,-0.074722014395334413891401423954594
2019-08-01,Google,-2.6398836215631600921837789259120,-1.319941810781580046091889462956000,17.66469790011437667059540,-18.984639710895956716687289462956000,-0.074722014395334413891401423954594
2019-08-01,Headgear,-206.7843412266081455597071990404536,-103.392170613304072779853599520226800,1383.69089016100992287465962,-1487.083060774313995654513219520226800,-0.074722014395334413891401423954594
2019-08-01,Housewares,-10.5560815199295164112469422012368,-5.278040759964758205623471100618400,70.63568618533275358086556,-75.913726945297511786489031100618400,-0.074722014395334413891401423954594
2019-08-01,Lifestyle,-113.6293070860182548773091395466280,-56.814653543009127438654569773314000,760.34692055299557701568510,-817.161574096004704454339669773314000,-0.074722014395334413891401423954594
2019-08-01,Nest,-193.3290401407409799137457272360144,-96.664520070370489956872863618007200,1293.65516779223967946240348,-1390.319687862610169419276343618007200,-0.074722014395334413891401423954594
2019-08-01,Nest-Canada,-46.8767438624536361849260900319144,-23.438371931226818092463045015957200,313.67425143573608372349598,-337.112623366962901815959025015957200,-0.074722014395334413891401423954594
2019-08-01,Nest-USA,-1853.4786286822551805367143106462216,-926.739314341127590268357155323110800,12402.49372076607844613922022,-13329.233035107206036407577375323110800,-0.074722014395334413891401423954594
2019-08-01,Notebooks & Journals,-282.7110725005731970008737633560496,-141.355536250286598500436881678024800,1891.75221511577358326934532,-2033.107751366060181769782201678024800,-0.074722014395334413891401423954594
2019-08-01,Office,-308.6368523299368024299900140489336,-154.318426164968401214995007024466800,2065.23375224482608595837562,-2219.552178409794487173370627024466800,-0.074722014395334413891401423954594
2019-08-01,Waze,-9.2568575070866806562006331646304,-4.628428753543340328100316582315200,61.94196972602408750898568,-66.570398479567427837085996582315200,-0.074722014395334413891401423954594
2019-09-01,Accessories,-23.4643806101011790845427266908707,-11.732190305050589542271363345435350,148.9039041478924904198685,-160.636094452943079962139863345435350,-0.078790347185242966336192937640120
2019-09-01,Apparel,-1088.7135530253530854486301042010474,-544.356776512676542724315052100523700,6908.9272475579573876699670,-7453.284024070633930394282052100523700,-0.078790347185242966336192937640120
2019-09-01,Backpacks,-11.8960974626024074795020156047243,-5.948048731301203739751007802362150,75.4920995247910672208565,-81.440148256092270960607507802362150,-0.078790347185242966336192937640120
2019-09-01,Bags,-175.2430361992360611702591306467754,-87.621518099618030585129565323387700,1112.0844269617471353242070,-1199.705945061365165909336565323387700,-0.078790347185242966336192937640120
2019-09-01,Bottles,-32.2929269804844030491408740462363,-16.146463490242201524570437023118150,204.9294623906207701008165,-221.075925880862971625386937023118150,-0.078790347185242966336192937640120
2019-09-01,Drinkware,-349.9735584907993244298282474150804,-174.986779245399662214914123707540200,2220.9164637133849466579820,-2395.903242958784608872896123707540200,-0.078790347185242966336192937640120
2019-09-01,Fun,-3.7103119513213819529447944312418,-1.855155975660690976472397215620900,23.5454727886787673788190,-25.400628764339458355291397215620900,-0.078790347185242966336192937640120
2019-09-01,Gift Cards,-9.4154422720048602989980820169340,-4.707721136002430149499041008467000,59.7499732414450194989700,-64.457694377447449648469041008467000,-0.078790347185242966336192937640120
2019-09-01,Headgear,-24.3274628183682912891197920182925,-12.163731409184145644559896009146250,154.3809850283582839405875,-166.544716437542429585147396009146250,-0.078790347185242966336192937640120
2019-09-01,Housewares,-0.60384369771124503988734431771455848,-0.3019218488556225199436721588572792400,3.83196495055134057992178840,-4.1338867994069630998654605588572792400,-0.0787903471852429663361929376401199858
2019-09-01,Lifestyle,-166.7542303708343458894727629306753,-83.377115185417172944736381465337650,1058.2148469201476632695615,-1141.591962105564836214297881465337650,-0.078790347185242966336192937640120
2019-09-01,Nest,-1133.6340004089446531160576829141716,-566.817000204472326558028841457085800,7193.9903865613919374836780,-7760.807386765864264041706841457085800,-0.078790347185242966336192937640120
2019-09-01,Nest-Canada,-56.1709593544023290219464207197865,-28.085479677201164510973210359893250,356.4583820295874118743575,-384.543861706788576385330710359893250,-0.078790347185242966336192937640120
2019-09-01,Nest-USA,-2755.8406357295089760298691134212075,-1377.920317864754488014934556710603750,17488.4407429395360855319125,-18866.361060804290573546847056710603750,-0.078790347185242966336192937640120
2019-09-01,Notebooks & Journals,-135.1811139520447143829054697663246,-67.590556976022357191452734883162300,857.8532699838353647362930,-925.443826959857721927745734883162300,-0.078790347185242966336192937640120
2019-09-01,Office,-322.1171879088836115001398666819993,-161.058593954441805750069933340999650,2044.1411887141330694059815,-2205.199782668574875156051433340999650,-0.078790347185242966336192937640120
2019-09-01,Waze,-12.0059442891091308727619237418348,-6.002972144554565436380961870917400,76.1891825459412592616340,-82.192154690495824698014961870917400,-0.078790347185242966336192937640120
2019-10-01,Accessories,-8.4692689996614596486015428449224,-4.234634499830729824300771422461200,54.50442589646248618413170,-58.739060396293216008432471422461200,-0.077693406180901931526767619416100
2019-10-01,Apparel,-165.3270954401013707186903768494552,-82.663547720050685359345188424727600,1063.97121433415131262769910,-1146.634762054201997987044288424727600,-0.077693406180901931526767619416100
2019-10-01,Backpacks,-7.7878404511939698232280912611780,-3.893920225596984911614045630589000,50.11905664851854683263025,-54.012976874115531744244295630589000,-0.077693406180901931526767619416100
2019-10-01,Bags,-75.0151322888025904544804901455068,-37.507566144401295227240245072753400,482.76382756431590023997815,-520.271393708717195467218395072753400,-0.077693406180901931526767619416100
2019-10-01,Bottles,-2.8664530220712342239160952832192,-1.433226511035617111958047641609600,18.44720911963212619277360,-19.880435630667743304731647641609600,-0.077693406180901931526767619416100
2019-01-01,Notebooks & Journals,-35.5026093734940837794340133446204,-17.751304686747041889717006672310200,219.2548485951367121486322,-237.006153281883754038349206672310200,-0.080961970968886401445595143935084
2019-10-01,Drinkware,-117.3789025334446681862154923290976,-58.689451266722334093107746164548800,755.39809813550147445909080,-814.087549402223808552198546164548800,-0.077693406180901931526767619416100
2019-10-01,Fun,-0.2170780026203091250908617132080,-0.108539001310154562545430856604000,1.39701689815776009733900,-1.505555899467914659884430856604000,-0.077693406180901931526767619416100
2019-10-01,Gift Cards,-57.9689081110721447036551036813320,-28.984454055536072351827551840666000,373.06195570893679168766850,-402.046409764472864039496051840666000,-0.077693406180901931526767619416100
2019-10-01,Headgear,-4.3853075623842401938350315944424,-2.192653781192120096917515797221200,28.22187736352719522354170,-30.414531144719315320459215797221200,-0.077693406180901931526767619416100
2019-10-01,Lifestyle,-55.9179842765897592318291154219164,-27.958992138294879615914557710958200,359.86312755029615713851495,-387.822119688591036754429507710958200,-0.077693406180901931526767619416100
2019-10-01,Nest,-508.2676062379878348006048438361828,-254.133803118993917400302421918091400,3270.98290075308054666879865,-3525.116703872074464069101071918091400,-0.077693406180901931526767619416100
2019-10-01,Nest-Canada,-23.3205575187035641632322402796340,-11.660278759351782081616120139817000,150.08067392748746635325325,-161.740952686839248434869370139817000,-0.077693406180901931526767619416100
2019-10-01,Nest-USA,-982.5751130152956036525229050872420,-491.287556507647801826261452543621000,6323.41379606565365759579225,-6814.701352573301459422053702543621000,-0.077693406180901931526767619416100
2019-10-01,Notebooks & Journals,-0.20509238344823854614707784928749068,-0.1025461917241192730735389246437453400,1.319882815864063448251205315,-1.4224290075881827213247442396437453400,-0.0776934061809019315267676194160995950
2019-10-01,Office,-85.0770134852205673394402259260456,-42.538506742610283669720112963022800,547.51759298032697336878730,-590.056099722937257038507412963022800,-0.077693406180901931526767619416100
2019-10-01,Waze,-5.6688751786424452063790189772412,-2.834437589321222603189509488620600,36.48234423808754199674335,-39.316781827408764599932859488620600,-0.077693406180901931526767619416100
2019-11-01,Accessories,-18.9264996410433655555624254998216,-9.463249820521682777781212749910800,160.87055289626661892901426,-170.333802716788301706795472749910800,-0.058825245827456218291206735072736
2019-01-01,Accessories,-0.2635164204427142533062135451376,-0.131758210221357126653106772568800,1.6274086295650048519368,-1.759166839786361978589906772568800,-0.080961970968886401445595143935084
2019-01-01,Android,-0.4548800755153724012347785669860,-0.227440037757686200617389283493000,2.8092206135284325407230,-3.036660651286118741340389283493000,-0.080961970968886401445595143935084
2019-01-01,Apparel,-244.2804931950559314302205837745220,-122.140246597527965715110291887261000,1508.6125638476159554069710,-1630.752810445143921122081291887261000,-0.080961970968886401445595143935084
2019-01-01,Backpacks,-1.4031670805078641537309191563268,-0.701583540253932076865459578163400,8.6655936343687813435374,-9.367177174622713420402859578163400,-0.080961970968886401445595143935084
2019-01-01,Bags,-63.3773554535394466122324232825424,-31.688677726769723306116211641271200,391.4020045157701033243032,-423.090682242539826630419411641271200,-0.080961970968886401445595143935084
2019-01-01,Bottles,-4.9028938546396030550577326411640,-2.451446927319801527528866320582000,30.2789926922837630866020,-32.730439619603564614130866320582000,-0.080961970968886401445595143935084
2019-01-01,Drinkware,-86.2700211534290127483843831098556,-43.135010576714506374192191554927800,532.7811324318085665927858,-575.916143008523072966977991554927800,-0.080961970968886401445595143935084
2019-01-01,Fun,-1.8557328220396687244003136588816,-0.927866411019834362200156829440800,11.4605215253024463567288,-12.388387936322280718928956829440800,-0.080961970968886401445595143935084
2019-01-01,Gift Cards,-1.2873596231340382868840471908912,-0.643679811567019143442023595445600,7.9503970057051180760616,-8.594076817272137219503623595445600,-0.080961970968886401445595143935084
2019-01-01,Google,-5.6529195817064501376754086791128,-2.826459790853225068837704339556400,34.9109558108390238311604,-37.737415601692248899998104339556400,-0.080961970968886401445595143935084
2019-01-01,Headgear,-12.7964063861237380385440647218520,-6.398203193061869019272032360926000,79.0272657210962865487860,-85.425468914158155568058032360926000,-0.080961970968886401445595143935084
2019-01-01,Housewares,-7.1596417632045457240756095449352,-3.579820881602272862037804772467600,44.2160787189579930675036,-47.795899600560265929541404772467600,-0.080961970968886401445595143935084
2019-01-01,Lifestyle,-44.9062928979028075787887726282940,-22.453146448951403789394386314147000,277.3295434912290348373170,-299.782689940180438626711386314147000,-0.080961970968886401445595143935084
2019-01-01,More Bags,-6.5639049683755544045672071237512,-3.281952484187777202283603561875600,40.5369637733872365797916,-43.818916257575013782075203561875600,-0.080961970968886401445595143935084
2019-01-01,Nest-Canada,-45.4150379624082784576452488024488,-22.707518981204139228822624401224400,280.4714202169141164243084,-303.178939198118255653131024401224400,-0.080961970968886401445595143935084
2019-01-01,Nest-USA,-1338.2328589698447663244105579709500,-669.116429484922383162205278985475000,8264.5768312886442563627250,-8933.693260773566639524930278985475000,-0.080961970968886401445595143935084
2019-04-01,Office,-212.7304850397276738461829348370916,-106.365242519863836923091467418545800,1361.22538537947862348615427,-1467.590627899342460409245737418545800,-0.078139332150503225238112279817800
2019-01-01,Office,-195.6282011597124982916681873398200,-97.814100579856249145834093669910000,1208.1487074647194918700100,-1305.962808044575741015844093669910000,-0.080961970968886401445595143935084
2019-01-01,Waze,-4.4949357661636256187440172029808,-2.247467883081812809372008601490400,27.7595500231276768798344,-30.007017906209489689206408601490400,-0.080961970968886401445595143935084
2019-02-01,Android,-0.30908471239661786398522277752614392,-0.1545423561983089319926113887630719600,1.429089163373482316578293386,-1.5836315195717912485709047747630719600,-0.1081404576838991699365309786672051255
2019-02-01,Apparel,-597.5864131756264250431527498485032,-298.793206587813212521576374924251600,2763.01037546191163421061006,-3061.803582049724846732186434924251600,-0.108140457683899169936530978667205
2019-02-01,Backpacks,-7.0733610550803201954291670835064,-3.536680527540160097714583541753200,32.70450859268676678510762,-36.241189120226926882822203541753200,-0.108140457683899169936530978667205
2019-02-01,Bags,-258.0714999191591601477661900644024,-129.035749959579580073883095032201200,1193.22363455089640370092442,-1322.259384510475983774807515032201200,-0.108140457683899169936530978667205
2019-02-01,Bottles,-6.6286944492126302243481314420040,-3.314347224606315112174065721002000,30.64854075515700409844070,-33.962887979763319210614765721002000,-0.108140457683899169936530978667205
2019-02-01,Drinkware,-230.0429187781660495301638396809568,-115.021459389083024765081919840478400,1063.63022547303639048489544,-1178.651684862119415249977359840478400,-0.108140457683899169936530978667205
2019-02-01,Fun,-5.3007619796822761772502726092624,-2.650380989841138088625136304631200,24.50869033297746387062492,-27.159071322818601959250056304631200,-0.108140457683899169936530978667205
2019-02-01,Gift Cards,-4.6671908251659926629980939944064,-2.333595412582996331499046997203200,21.57930031519037096476512,-23.912895727773367296264166997203200,-0.108140457683899169936530978667205
2019-02-01,Google,-20.0937733393577773391542317444176,-10.046886669678888669577115872208800,92.90590112949698376906908,-102.952787799175872438646195872208800,-0.108140457683899169936530978667205
2019-02-01,Headgear,-60.8998394821784552527124062726160,-30.449919741089227626356203136308000,281.57750016276155548556780,-312.027419903850783111924003136308000,-0.108140457683899169936530978667205
2019-02-01,Housewares,-2.0330283234423064064889004465160,-1.016514161721153203244450223258000,9.39994321729692560375030,-10.416457379018078806994750223258000,-0.108140457683899169936530978667205
2019-02-01,Lifestyle,-145.7074806460403370315742148139472,-72.853740323020168515787107406973600,673.69550567259366581305276,-746.549245995613834328839867406973600,-0.108140457683899169936530978667205
2019-02-01,More Bags,-5.5518568460762065607421228329984,-2.775928423038103280371061416499200,25.66965668993470572783872,-28.445585112972809008209781416499200,-0.108140457683899169936530978667205
2019-02-01,Nest-Canada,-48.6525473580897447381947498209432,-24.326273679044872369097374910471600,224.95071872316262319568706,-249.276992402207495564784434910471600,-0.108140457683899169936530978667205
2019-07-01,Android,-0.8170752681414596103303787604276,-0.408537634070729805165189380213800,4.67278366449751039892716,-5.081321298568240204092349380213800,-0.087429177852739745413944592052602
2019-02-01,Nest-USA,-2373.9786312370569695523337517525728,-1186.989315618528484776166875876286400,10976.36667201989380221278824,-12163.355987638422286988955115876286400,-0.108140457683899169936530978667205
2019-02-01,Notebooks & Journals,-78.1151228801151066238520337354872,-39.057561440057553311926016867743600,361.17436782286487799397226,-400.231929262922431305898276867743600,-0.108140457683899169936530978667205
2019-02-01,Office,-348.0817753756042031080211111879672,-174.040887687802101554010555593983600,1609.39662560457910034895626,-1783.437513292381201902966815593983600,-0.108140457683899169936530978667205
2019-02-01,Waze,-8.1024766320294215631691629971432,-4.051238316014710781584581498571600,37.46274431218624351602206,-41.513982628200954297606641498571600,-0.108140457683899169936530978667205
2019-03-01,Accessories,-1.0208777058780711719699518886748,-0.510438852939035585984975944337400,5.50290607218382302036432,-6.013344925122858606349295944337400,-0.092758052971176448698196261476433
2019-03-01,Android,-3.7190103461841839628934248887816,-1.859505173092091981446712444390800,20.04683273882336548539744,-21.906337911915457466844152444390800,-0.092758052971176448698196261476433
