"CustomerID","frequency","recency","T","monetary_value","predicted_purchases_6m","predicted_avg_value","predicted_LTV_6m","Gender","Location","Tenure_Months"
12530,0.0,0.0,38.0,0.0,0.8604588021448054,1389.001198587492,1195.1783075142923,M,California,29
12539,1.0,1.0,28.0,1655.36,1.505338640932422,1436.9701715014548,2163.126725028429,M,Chicago,13
12540,1.0,98.0,120.0,1523.08,0.9462531764929089,1413.1476595235906,1337.195461677717,F,Chicago,25
12551,0.0,0.0,75.0,0.0,0.6609263400827772,1389.001198587492,918.0274785530218,M,Chicago,41
12553,1.0,1.0,10.0,1596.05,2.0308487036112988,1426.2889408890635,2896.577046579687,F,Chicago,8
12557,2.0,196.0,219.0,124.07,1.1803172779306528,1002.9236365070354,1183.7680966142957,M,New York,50
12567,1.0,34.0,207.0,1474.15,0.3386923553097613,1404.3357793370403,475.6377927494314,F,Washington DC,23
12577,0.0,0.0,89.0,0.0,0.6081205944091702,1389.001198587492,844.6802345200755,F,New Jersey,10
12578,2.0,41.0,51.0,2461.57,2.57598877029783,1716.3666303795962,4421.341165571766,F,Chicago,8
12583,1.0,213.0,251.0,1685.62,0.5843754649319214,1442.4197422033762,842.9147074770801,M,Chicago,33
12585,1.0,10.0,57.0,1024.17,1.0883765704859605,1323.2981777358966,1440.246732414516,F,New Jersey,4
12586,0.0,0.0,189.0,0.0,0.3888325667392796,1389.001198587492,540.0889012507104,M,California,3
12600,1.0,140.0,217.0,429.86,0.5845392861199652,1216.2679608205322,710.9564055486196,M,New York,39
12601,0.0,0.0,23.0,0.0,0.9826208129882272,1389.001198587492,1364.8614869976634,F,California,10
12605,0.0,0.0,143.0,0.0,0.4657692237617612,1389.001198587492,646.954010070252,F,New York,37
12621,2.0,76.0,150.0,774.485,1.1686066707153815,1201.4408663935046,1404.011810937517,M,California,44
12626,1.0,1.0,2.0,2771.15,2.3476878665052383,1637.9145367855565,3845.312084383999,F,California,30
12643,0.0,0.0,22.0,0.0,0.9920739694221792,1389.001198587492,1377.9919326148574,M,New York,48
12647,3.0,121.0,196.0,626.2733333333334,1.4683541319043036,1086.040110023089,1594.691482966207,M,New York,28
12649,0.0,0.0,144.0,0.0,0.4637688198937442,1389.001198587492,644.1754466999174,M,Chicago,33
12651,0.0,0.0,31.0,0.0,0.9132778488323244,1389.001198587492,1268.544026671505,M,New York,44
12652,1.0,1.0,16.0,1476.13,1.8310695148699343,1404.692360632143,2572.089359324201,M,New York,21
12662,0.0,0.0,243.0,0.0,0.3259185768378566,1389.001198587492,452.70129386971246,M,Chicago,21
12665,0.0,0.0,18.0,0.0,1.0318787751719125,1389.001198587492,1433.2808555107797,F,Chicago,10
12666,0.0,0.0,92.0,0.0,0.5979102592763309,1389.001198587492,830.4980667825816,M,California,13
12668,0.0,0.0,71.0,0.0,0.6777931761845364,1389.001198587492,941.455534114744,F,California,32
12672,0.0,0.0,10.0,0.0,1.1225435645857058,1389.001198587492,1559.214356676221,F,California,43
12673,0.0,0.0,0.0,0.0,1.2628819395855029,1389.001198587492,1754.14452775876,M,California,4
12678,0.0,0.0,59.0,0.0,0.7341789265813142,1389.001198587492,1019.7754089991236,M,New York,27
12681,3.0,148.0,173.0,3499.1366666666668,1.9680250001062085,2227.1624452787964,4383.111371606346,M,Chicago,27
12682,2.0,169.0,216.0,3281.3900000000003,1.1235489994038013,1966.5890197856295,2209.5591254186465,F,Chicago,33
12683,2.0,99.0,150.0,2599.7300000000005,1.3402166128523658,1758.5353080409582,2356.818234123945,M,Chicago,15
12686,0.0,0.0,221.0,0.0,0.3488915073914823,1389.001198587492,484.6107219437658,M,Chicago,30
12691,0.0,0.0,73.0,0.0,0.6692504336854147,1389.001198587492,929.5896545442398,F,California,7
12705,0.0,0.0,73.0,0.0,0.6692504336854147,1389.001198587492,929.5896545442398,F,New Jersey,45
12708,2.0,179.0,189.0,1306.495,1.335645746451025,1363.8189657176292,1821.579000489988,F,California,25
12709,1.0,91.0,166.0,1129.49,0.6679629149011523,1342.2654211703436,896.5835232959656,M,Washington DC,36
12712,4.0,197.0,215.0,168.1075,2.289371506820896,818.0052427339899,1872.7178951453072,M,Chicago,37
12720,1.0,118.0,192.0,1771.67,0.6277623384032087,1457.9166212152843,915.225147331012,F,Chicago,20
12721,1.0,85.0,150.0,2080.8,0.727080960265646,1513.5883261420845,1100.5012536182585,F,California,5
12724,0.0,0.0,19.0,0.0,1.021615828463983,1389.001198587492,1419.0256102324258,M,California,19
12725,1.0,1.0,213.0,3469.24,0.1981919620531833,1763.6346561280657,349.53821284301256,F,New Jersey,48
12726,0.0,0.0,74.0,0.0,0.6650615954947381,1389.001198587492,923.7713532767008,M,Chicago,25
12728,0.0,0.0,21.0,0.0,1.0017200247584062,1389.001198587492,1391.390315038518,F,California,5
12731,0.0,0.0,138.0,0.0,0.4760404316327337,1389.001198587492,661.2207301139741,F,California,28
12734,0.0,0.0,58.0,0.0,0.7393186427771292,1389.001198587492,1026.9144809555105,F,California,27
12735,0.0,0.0,42.0,0.0,0.8330326978601483,1389.001198587492,1157.083415790318,M,Washington DC,5
12736,0.0,0.0,24.0,0.0,0.973354634039268,1389.001198587492,1351.9907533312328,F,New York,3
12738,0.0,0.0,222.0,0.0,0.3477765080966738,1389.001198587492,483.0619865868525,M,New York,42
12747,1.0,73.0,192.0,260.2,0.5137922446281916,1185.7136262108827,609.210465497122,F,Chicago,9
12748,32.0,240.0,244.0,2580.949375,16.596874809782893,2432.489349401025,40371.721208139046,F,Chicago,28
12753,1.0,88.0,127.0,165.66,0.8692420934819025,1168.6877698275498,1015.8726036715952,F,New York,13
12755,0.0,0.0,150.0,0.0,0.4521237584734096,1389.001198587492,628.0004424294476,F,Chicago,37
12763,1.0,1.0,192.0,102.12,0.2351066459914147,1157.244751902894,272.0759322110562,F,California,48
12766,2.0,128.0,157.0,1159.1999999999998,1.4265910232684966,1318.8621375754008,1881.476886393768,F,Chicago,22
12779,1.0,215.0,217.0,894.5899999999999,0.6849617517168333,1299.961912978627,890.4241890790059,F,California,28
12782,1.0,24.0,75.0,61.98,0.9925628361933528,1150.0158765567232,1141.463020102526,F,Chicago,19
12785,0.0,0.0,132.0,0.0,0.4889913538147868,1389.001198587492,679.2095765476593,F,New Jersey,36
12791,0.0,0.0,249.0,0.0,0.3201736923733579,1389.001198587492,444.72164246277714,F,Washington DC,26
12793,1.0,182.0,213.0,1449.9,0.6599839885885017,1399.9685589298497,923.9568334210188,F,Chicago,39
12797,1.0,51.0,150.0,54.96,0.6043926366831475,1148.7516337831778,694.2970288362883,M,California,34
12808,0.0,0.0,189.0,0.0,0.3888325667392796,1389.001198587492,540.0889012507104,M,California,32
12826,0.0,0.0,143.0,0.0,0.4657692237617612,1389.001198587492,646.954010070252,M,California,33
12829,1.0,62.0,100.0,165.26999999999998,0.9734907751894876,1168.6175341179085,1137.6383891884702,M,New Jersey,15
12838,0.0,0.0,247.0,0.0,0.3220658085890753,1389.001198587492,447.3497941542754,F,California,31
12839,2.0,96.0,168.0,1179.815,1.145904347248502,1325.1541706529122,1518.4999249256553,F,California,45
12841,2.0,177.0,220.0,1426.9499999999998,1.1233254064309812,1400.5837896008031,1573.311354693966,F,California,19
12855,0.0,0.0,235.0,0.0,0.333910231185839,1389.001198587492,463.8017113377569,F,New York,33
12865,0.0,0.0,96.0,0.0,0.5848303796649361,1389.001198587492,812.3300983249742,M,New Jersey,34
12867,1.0,1.0,100.0,3909.21,0.5764780825622091,1842.8695411817464,1062.3738995127512,M,Chicago,32
12868,1.0,228.0,243.0,1108.75,0.6203999028454766,1338.5303221499255,830.4240818175383,F,California,8
12870,0.0,0.0,156.0,0.0,0.4410578679357981,1389.001198587492,612.6299072092673,F,California,28
12872,1.0,142.0,144.0,1800.34,0.8960206573540003,1463.0798463317446,1310.9497656715596,M,New Jersey,20
12875,0.0,0.0,126.0,0.0,0.5026805220966252,1389.001198587492,698.2238476987985,F,New Jersey,24
12877,1.0,77.0,86.0,222.96,1.1651952414551034,1179.007016397943,1373.7733651490623,F,New Jersey,23
12913,0.0,0.0,175.0,0.0,0.4093766767470278,1389.001198587492,568.6246946753859,F,New York,21
12915,0.0,0.0,230.0,0.0,0.3391091834250523,1389.001198587492,471.0230622294233,F,Washington DC,3
12921,2.0,189.0,240.0,2223.49,1.043014700819931,1643.7007446122466,1714.4040403792403,M,New York,49
12924,0.0,0.0,4.0,0.0,1.202483742334164,1389.001198587492,1670.2513593841268,M,California,45
12928,0.0,0.0,90.0,0.0,0.6046776606743685,1389.001198587492,839.8979954357785,F,Chicago,21
12931,1.0,4.0,76.0,8.39,0.7999814936192895,1140.3647696857397,912.270711724015,F,New York,44
12939,0.0,0.0,32.0,0.0,0.905321284154208,1389.001198587492,1257.492348796962,F,Chicago,19
12942,0.0,0.0,151.0,0.0,0.4502404305611768,1389.001198587492,625.3844977020229,F,New Jersey,4
12944,1.0,1.0,66.0,1026.87,0.8731282898803309,1323.784424956491,1155.833631132478,F,California,43
12947,3.0,199.0,238.0,1386.46,1.5545302458029833,1387.991815915904,2157.6752587682795,M,California,48
12951,0.0,0.0,14.0,0.0,1.0751993196739098,1389.001198587492,1493.4531437475166,F,New York,18
12957,1.0,15.0,54.0,29.4,1.1835917095332056,1144.1484934282169,1354.2046712965448,F,Chicago,44
12963,1.0,1.0,152.0,200.22,0.3358365443286628,1174.9117342511588,394.5782967221055,M,New York,9
12967,2.0,143.0,221.0,185.095,0.998357814495243,1021.549458411238,1019.8718846982424,F,New York,34
12971,11.0,207.0,223.0,283.19,5.948872351584195,606.8926924140783,3610.3271582806015,F,Washington DC,43
12980,2.0,70.0,87.0,166.09,2.013371534741937,1015.748823502768,2045.0797676880852,M,California,23
12989,1.0,129.0,133.0,20.59,0.9357656492083832,1142.5618867565736,1069.17016572152,F,California,5
13000,0.0,0.0,138.0,0.0,0.4760404316327337,1389.001198587492,661.2207301139741,M,New Jersey,32
13004,1.0,50.0,77.0,1143.02,1.1403623357486246,1344.702060020211,1533.4475820506352,F,California,37
13008,0.0,0.0,110.0,0.0,0.5433231639401512,1389.001198587492,754.6765259332184,F,Chicago,48
13011,0.0,0.0,222.0,0.0,0.3477765080966738,1389.001198587492,483.0619865868525,F,New York,18
13013,0.0,0.0,218.0,0.0,0.352280285277881,1389.001198587492,489.31773848972034,M,Chicago,13
13021,1.0,56.0,144.0,565.91,0.6548747356568059,1240.7694179915966,812.5485446182956,M,Chicago,29
13027,0.0,0.0,64.0,0.0,0.7095482664901258,1389.001198587492,985.5633926104618,F,New York,15
13029,0.0,0.0,59.0,0.0,0.7341789265813142,1389.001198587492,1019.7754089991236,F,New York,35
13030,0.0,0.0,178.0,0.0,0.4047912190099484,1389.001198587492,562.2554883825104,M,California,39
13033,0.0,0.0,74.0,0.0,0.6650615954947381,1389.001198587492,923.7713532767008,M,California,50
13034,0.0,0.0,193.0,0.0,0.3833407434134088,1389.001198587492,532.460752068645,F,Chicago,40
13047,1.0,212.0,251.0,11.06,0.5833502696151944,1140.8456141594384,665.5125966092204,M,California,43
13048,0.0,0.0,3.0,0.0,1.2170005625344125,1389.001198587492,1690.4152400419507,M,Chicago,45
13050,5.0,104.0,166.0,947.838,2.465251977956945,1158.0917340292986,2854.987937971317,F,Chicago,10
13064,0.0,0.0,3.0,0.0,1.2170005625344125,1389.001198587492,1690.4152400419507,M,New Jersey,15
13065,1.0,1.0,237.0,662.54,0.1649900681757506,1258.1716657419822,207.5858289075674,F,Chicago,32
13069,2.0,178.0,209.0,1533.44,1.19522026267037,1433.0862684959857,1712.8537462610725,F,New York,38
13077,0.0,0.0,155.0,0.0,0.4428638277938175,1389.001198587492,615.1383876166572,F,New York,45
13078,6.0,153.0,166.0,362.495,4.028823954792838,805.3572859282986,3244.642725714874,F,California,28
13081,5.0,203.0,212.0,4263.678,2.918065823014921,2893.637313107771,8443.824147580512,F,New York,5
13082,0.0,0.0,47.0,0.0,0.8012000714254682,1389.001198587492,1112.8678595183594,M,Chicago,45
13089,11.0,197.0,211.0,1053.0709090909093,6.209987728186476,1151.4073514351228,7150.225522555806,F,New Jersey,25
13090,3.0,227.0,236.0,187.47666666666663,1.6689590399082146,911.7468635747416,1521.668170071027,M,New Jersey,4
13092,0.0,0.0,94.0,0.0,0.5912962499716716,1389.001198587492,821.3111999309411,F,Washington DC,2
13093,4.0,228.0,240.0,1655.395,2.1517489322241388,1513.590082490297,3256.8658438235425,M,California,35
13094,2.0,149.0,189.0,82.49,1.2401496297992256,990.2327446630908,1228.036771709003,M,Washington DC,10
13097,1.0,55.0,100.0,2209.61,0.941382332342082,1536.7859203957032,1446.7031140525803,M,California,33
13102,4.0,125.0,145.0,1158.2825,2.894351267850389,1281.0970919599808,3707.944992353817,F,New York,10
13104,0.0,0.0,65.0,0.0,0.7048251949762043,1389.001198587492,979.0030406166104,F,New York,20
13107,1.0,21.0,26.0,93.39,1.7935871767229374,1155.6725525563054,2072.7994707556545,F,California,20
13108,0.0,0.0,234.0,0.0,0.3349371032671074,1389.001198587492,465.2280378894348,F,Chicago,45
13113,2.0,141.0,158.0,8339.39,1.470947538594706,3510.372832836929,5163.574278011206,M,New Jersey,44
13115,1.0,116.0,155.0,125.0,0.7837422331265207,1161.365246868524,910.21099205627,F,Chicago,26
13117,1.0,85.0,229.0,410.43,0.4364949199883156,1212.768781747884,529.3674123533697,M,New Jersey,30
13124,1.0,1.0,92.0,244.0,0.6324286333568464,1182.796142887316,748.0341481859746,M,New York,4
13126,2.0,141.0,164.0,730.5600000000001,1.415723457479626,1188.034242433782,1681.927945302542,F,Washington DC,37
13136,0.0,0.0,143.0,0.0,0.4657692237617612,1389.001198587492,646.954010070252,F,California,48
13138,1.0,1.0,227.0,289.48,0.1778314458507282,1190.9867071808849,211.79488812697457,F,California,21
13140,0.0,0.0,155.0,0.0,0.4428638277938175,1389.001198587492,615.1383876166572,M,New York,34
13144,0.0,0.0,23.0,0.0,0.9826208129882272,1389.001198587492,1364.8614869976634,M,California,38
13145,0.0,0.0,222.0,0.0,0.3477765080966738,1389.001198587492,483.0619865868525,F,California,4
13148,1.0,74.0,133.0,345.13,0.7851297392130233,1201.0088026720257,942.9477280344328,M,New York,16
13155,2.0,183.0,184.0,1374.57,1.383119616464315,1384.5965622129766,1915.062666085821,F,California,8
13162,1.0,15.0,33.0,3417.77,1.566834041204446,1754.3653433710303,2748.7993407030567,F,New York,14
13165,0.0,0.0,57.0,0.0,0.7445332750567428,1389.001198587492,1034.1576114420866,F,Chicago,31
13173,0.0,0.0,170.0,0.0,0.4172577545599406,1389.001198587492,579.571521203683,F,California,8
13174,2.0,2.0,191.0,6779.71,0.1925458917671043,3034.3331456997503,584.2483814572414,M,Chicago,25
13178,0.0,0.0,107.0,0.0,0.551703046013983,1389.001198587492,766.3161921777926,F,California,9
13183,0.0,0.0,33.0,0.0,0.8975080712994107,1389.001198587492,1246.6397867768296,F,New York,42
13187,0.0,0.0,39.0,0.0,0.853427527130257,1389.001198587492,1185.4118580914862,F,Chicago,50
13198,1.0,21.0,120.0,15.95,0.6058204376675534,1141.7262619034038,691.6811036828599,M,California,50
13199,3.0,153.0,164.0,489.3533333333333,2.113600052038044,1031.654484250238,2180.5049715965847,M,California,47
13209,1.0,39.0,120.0,55.17,0.7123869936558044,1148.789453011446,818.38266477432,F,California,18
13211,0.0,0.0,111.0,0.0,0.540587337200993,1389.001198587492,750.8764593133999,F,Chicago,33
13221,0.0,0.0,94.0,0.0,0.5912962499716716,1389.001198587492,821.3111999309411,F,New York,35
13225,1.0,75.0,120.0,477.15,0.8722615942568612,1224.7844908434622,1068.3324726041965,F,New York,50
13230,0.0,0.0,141.0,0.0,0.4698231442443493,1389.001198587492,652.5849104795452,M,California,30
13233,1.0,1.0,35.0,255.7,1.3508964257359826,1184.9032141765588,1600.6815168741907,M,Chicago,30
13238,0.0,0.0,101.0,0.0,0.5692814725373516,1389.001198587492,790.7326476880338,M,California,19
13240,0.0,0.0,148.0,0.0,0.4559388564181093,1389.001198587492,633.2996180473641,F,California,24
13246,0.0,0.0,12.0,0.0,1.0983328951160192,1389.001198587492,1525.5857077642206,F,California,25
13253,0.0,0.0,52.0,0.0,0.7717913028071651,1389.001198587492,1072.0190446585543,M,Chicago,38
13255,0.0,0.0,247.0,0.0,0.3220658085890753,1389.001198587492,447.3497941542754,M,California,15
13266,0.0,0.0,89.0,0.0,0.6081205944091702,1389.001198587492,844.6802345200755,F,Washington DC,12
13267,5.0,149.0,166.0,2805.592,3.339938040348746,2130.4597438594924,7115.603541947966,M,California,46
13269,1.0,93.0,207.0,1959.26,0.5190838128804393,1491.6999975528072,774.3173224034531,F,California,41
13270,0.0,0.0,155.0,0.0,0.4428638277938175,1389.001198587492,615.1383876166572,M,Chicago,7
13280,0.0,0.0,39.0,0.0,0.853427527130257,1389.001198587492,1185.4118580914862,F,California,43
13284,0.0,0.0,15.0,0.0,1.064013422692855,1389.001198587492,1477.9159194335552,F,Chicago,14
13295,1.0,126.0,222.0,799.4200000000001,0.5441754184064979,1282.8225989104888,698.0805245034262,F,New York,33
13304,0.0,0.0,56.0,0.0,0.7498245161813181,1389.001198587492,1041.507151706137,M,California,12
13305,0.0,0.0,232.0,0.0,0.3370101028004926,1389.001198587492,468.1074367259782,F,Chicago,38
13313,0.0,0.0,55.0,0.0,0.7551941113168678,1389.001198587492,1048.965525785345,M,California,42
13317,0.0,0.0,88.0,0.0,0.6116039626600183,1389.001198587492,849.518637195625,F,Chicago,17
13319,4.0,119.0,173.0,1610.1075,2.22080961641638,1492.4097132405964,3314.3578427979287,F,Chicago,27
13324,0.0,0.0,111.0,0.0,0.540587337200993,1389.001198587492,750.8764593133999,F,Chicago,24
13327,0.0,0.0,143.0,0.0,0.4657692237617612,1389.001198587492,646.954010070252,F,Chicago,14
13329,2.0,103.0,166.0,18.11,1.209133350189616,970.5829222265064,1173.5641803885633,M,Chicago,2
13368,0.0,0.0,43.0,0.0,0.8264575793223716,1389.001198587492,1147.9505682604913,M,California,43
13369,1.0,87.0,150.0,536.99,0.7331503390477789,1235.5611699843405,905.8520906882896,F,New York,24
13370,2.0,67.0,221.0,1601.6,0.5674523463492129,1453.8898083729284,825.0131830944258,M,Washington DC,41
13385,0.0,0.0,10.0,0.0,1.1225435645857058,1389.001198587492,1559.214356676221,F,Chicago,26
13397,0.0,0.0,53.0,0.0,0.7661756188598176,1389.001198587492,1064.2188529248,M,California,40
13402,0.0,0.0,222.0,0.0,0.3477765080966738,1389.001198587492,483.0619865868525,M,Chicago,42
13408,7.0,227.0,249.0,538.1414285714285,3.5072219089129315,873.4505113514904,3063.3847697631504,M,Chicago,30
13418,2.0,141.0,234.0,920.92,0.9135676667467804,1246.135208557239,1138.4288349326491,F,New York,22
13426,1.0,56.0,94.0,655.27,0.998742996547174,1256.8624000776408,1255.2825197010163,M,Chicago,38
13448,2.0,138.0,249.0,618.81,0.8204834210703713,1153.9263260422272,946.7774196542912,F,California,41
13451,0.0,0.0,29.0,0.0,0.9296376442749184,1389.001198587492,1291.267802149914,M,California,12
13455,1.0,152.0,157.0,237.63,0.8442918651808631,1181.6489596298395,997.6566041149036,F,New York,38
13458,3.0,77.0,95.0,727.4566666666666,2.77376204820095,1126.230870329226,3123.8964456315325,F,California,33
13468,4.0,217.0,240.0,1643.935,2.10258303050924,1508.230390928573,3171.179626064734,M,New York,33
13473,1.0,12.0,24.0,125.0,1.7500200313904095,1161.365246868524,2032.412445780585,F,New York,5
13481,0.0,0.0,177.0,0.0,0.4063080934980786,1389.001198587492,564.3624288646299,M,Chicago,6
13487,0.0,0.0,59.0,0.0,0.7341789265813142,1389.001198587492,1019.7754089991236,M,Washington DC,6
13488,3.0,155.0,172.0,1588.3133333333335,2.0208431585233573,1468.1694367723835,2966.940161854562,F,California,22
13491,3.0,204.0,227.0,436.72333333333336,1.6671996210635762,1010.7494631837384,1685.121122010142,F,Chicago,16
13495,2.0,80.0,176.0,199.94,0.9605960783224048,1026.080393702805,985.6488022344234,M,New York,25
13496,1.0,18.0,98.0,1570.35,0.7325928546820331,1421.660587715257,1041.498388343257,F,New York,21
13497,0.0,0.0,187.0,0.0,0.3916386725868583,1389.001198587492,543.9865856363605,F,New York,22
13506,0.0,0.0,205.0,0.0,0.3677683750503166,1389.001198587492,510.830713747464,M,New Jersey,30
13520,0.0,0.0,220.0,0.0,0.3500137554770446,1389.001198587492,486.1695258797244,F,Chicago,19
13523,0.0,0.0,156.0,0.0,0.4410578679357981,1389.001198587492,612.6299072092673,F,Chicago,13
13527,0.0,0.0,1.0,0.0,1.2471835961273716,1389.001198587492,1732.3395098795777,F,California,44
13531,0.0,0.0,155.0,0.0,0.4428638277938175,1389.001198587492,615.1383876166572,F,New Jersey,48
13534,3.0,59.0,81.0,720.1899999999999,2.9061128071276907,1123.344497162783,3264.5658300211794,F,California,20
13564,1.0,114.0,174.0,3889.0,0.6907251194690869,1839.2298906898156,1270.4022859778383,M,California,26
13565,0.0,0.0,29.0,0.0,0.9296376442749184,1389.001198587492,1291.267802149914,F,New Jersey,8
13569,0.0,0.0,172.0,0.0,0.4140686844662978,1389.001198587492,575.1418990212336,M,Chicago,14
13576,2.0,214.0,236.0,401.46,1.12469161516312,1087.5875732216064,1223.2006243579467,M,New York,23
13579,0.0,0.0,191.0,0.0,0.3860668824269738,1389.001198587492,536.247362426003,F,New York,49
13593,1.0,1.0,34.0,1724.75,1.3716092508899629,1449.466725070732,1988.1019689641944,M,California,28
13599,4.0,161.0,166.0,222.66,2.790478308708206,843.5187308597261,2353.820721453141,F,California,46
13611,0.0,0.0,98.0,0.0,0.5785076358599254,1389.001198587492,803.5477996014527,F,New York,5
13614,0.0,0.0,12.0,0.0,1.0983328951160192,1389.001198587492,1525.5857077642206,M,Chicago,20
13627,0.0,0.0,76.0,0.0,0.6568436236567772,1389.001198587492,912.356580543815,F,Chicago,49
13629,0.0,0.0,50.0,0.0,0.7832824164193164,1389.001198587492,1087.9802152389375,F,New York,22
13634,0.0,0.0,3.0,0.0,1.2170005625344125,1389.001198587492,1690.4152400419507,M,Chicago,21
13649,1.0,1.0,156.0,705.59,0.3234081673050589,1265.9246075370158,409.4103572699223,F,California,34
13652,0.0,0.0,189.0,0.0,0.3888325667392796,1389.001198587492,540.0889012507104,F,Washington DC,35
13656,0.0,0.0,40.0,0.0,0.8465147718354847,1389.001198587492,1175.8100327015056,M,Chicago,44
13668,1.0,91.0,124.0,2005.76,0.8982477331199845,1500.0742552408226,1347.438299281718,F,Chicago,15
13672,1.0,5.0,26.0,184.56,1.610543986059924,1172.091500371711,1887.704917035612,F,New Jersey,45
13680,2.0,15.0,53.0,1587.85,2.020294864482873,1449.6930848795605,2928.80749445851,M,Washington DC,34
13694,5.0,233.0,247.0,823.426,2.6001368776374774,1092.9731828976664,2841.879879121034,F,California,44
13700,1.0,1.0,4.0,65.08,2.262290737558223,1150.574160402591,2602.933265952611,M,Chicago,42
13705,0.0,0.0,249.0,0.0,0.3201736923733579,1389.001198587492,444.72164246277714,F,Chicago,39
13715,4.0,196.0,235.0,1478.5725,2.040670677920449,1430.892520433324,2919.9804097039723,M,California,23
13747,0.0,0.0,249.0,0.0,0.3201736923733579,1389.001198587492,444.72164246277714,F,Chicago,21
13748,0.0,0.0,251.0,0.0,0.3183038785100923,1389.001198587492,442.1244687655656,F,California,30
13750,0.0,0.0,38.0,0.0,0.8604588021448054,1389.001198587492,1195.1783075142923,M,New York,20
13756,2.0,85.0,173.0,867.2149999999999,1.023979511202454,1229.7435696327784,1259.2322193369334,F,California,6
13758,2.0,215.0,247.0,317.8,1.069423855830124,1062.053181406685,1135.7850083565872,M,Washington DC,46
