"customers_per_order","transaction_id","transaction_date","total_quantity","total_delivery_charges","total_revenue","transaction_year","transaction_month","transaction_month_str","transaction_day_of_month","transaction_day_of_week"
1,16777,2019-01-02,2,13.0,176.0,2019.0,1.0,jan,2.0,wednesday
1,16778,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
3,16779,2019-01-02,5,32.5,253.02,2019.0,1.0,jan,2.0,wednesday
1,16781,2019-01-02,1,6.5,129.26999999999998,2019.0,1.0,jan,2.0,wednesday
1,16782,2019-01-02,1,6.5,13.92,2019.0,1.0,jan,2.0,wednesday
1,16783,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
1,16784,2019-01-02,2,13.0,53.21,2019.0,1.0,jan,2.0,wednesday
1,16785,2019-01-02,2,6.5,313.92,2019.0,1.0,jan,2.0,wednesday
1,16787,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
1,16788,2019-01-02,1,6.5,129.26999999999998,2019.0,1.0,jan,2.0,wednesday
1,16789,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
1,16790,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
1,16791,2019-01-02,2,6.5,313.92,2019.0,1.0,jan,2.0,wednesday
1,16792,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
1,16793,2019-01-02,2,13.0,51.150000000000006,2019.0,1.0,jan,2.0,wednesday
1,16794,2019-01-02,1,6.5,37.85,2019.0,1.0,jan,2.0,wednesday
1,16795,2019-01-02,2,13.0,26.39,2019.0,1.0,jan,2.0,wednesday
1,16796,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
1,16797,2019-01-02,2,6.5,313.92,2019.0,1.0,jan,2.0,wednesday
1,16798,2019-01-02,3,13.0,412.25,2019.0,1.0,jan,2.0,wednesday
1,16799,2019-01-02,2,6.5,252.04,2019.0,1.0,jan,2.0,wednesday
1,16800,2019-01-02,2,6.5,21.34,2019.0,1.0,jan,2.0,wednesday
1,16801,2019-01-02,6,13.0,30.27,2019.0,1.0,jan,2.0,wednesday
1,16802,2019-01-02,6,13.0,574.21,2019.0,1.0,jan,2.0,wednesday
1,16803,2019-01-02,5,13.0,750.61,2019.0,1.0,jan,2.0,wednesday
1,16804,2019-01-02,4,13.0,483.42,2019.0,1.0,jan,2.0,wednesday
1,16805,2019-01-02,1,6.5,52.71,2019.0,1.0,jan,2.0,wednesday
1,16806,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
1,16808,2019-01-02,1,6.5,160.21,2019.0,1.0,jan,2.0,wednesday
1,16809,2019-01-02,1,6.5,129.26999999999998,2019.0,1.0,jan,2.0,wednesday
1,16811,2019-01-02,2,6.5,252.04,2019.0,1.0,jan,2.0,wednesday
1,16812,2019-01-02,5,89.80000000000001,125.25999999999999,2019.0,1.0,jan,2.0,wednesday
1,16813,2019-01-02,1,6.5,52.71,2019.0,1.0,jan,2.0,wednesday
1,16814,2019-01-02,1,6.5,88.0,2019.0,1.0,jan,2.0,wednesday
1,16815,2019-01-02,2,6.5,252.04,2019.0,1.0,jan,2.0,wednesday
1,16816,2019-01-02,2,6.5,313.92,2019.0,1.0,jan,2.0,wednesday
1,16817,2019-01-02,4,13.0,411.21000000000004,2019.0,1.0,jan,2.0,wednesday
1,16818,2019-01-02,1,6.5,129.26999999999998,2019.0,1.0,jan,2.0,wednesday
1,16819,2019-01-03,2,13.0,248.21,2019.0,1.0,jan,3.0,thursday
1,16820,2019-01-03,2,13.0,103.77,2019.0,1.0,jan,3.0,thursday
1,16822,2019-01-03,3,6.5,312.89,2019.0,1.0,jan,3.0,thursday
1,16823,2019-01-03,4,6.5,621.34,2019.0,1.0,jan,3.0,thursday
1,16825,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16826,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16829,2019-01-03,2,13.0,106.24,2019.0,1.0,jan,3.0,thursday
1,16830,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16832,2019-01-03,1,6.5,68.39,2019.0,1.0,jan,3.0,thursday
1,16833,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16834,2019-01-03,5,32.5,78.66999999999999,2019.0,1.0,jan,3.0,thursday
1,16835,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16836,2019-01-03,4,13.0,483.42,2019.0,1.0,jan,3.0,thursday
1,16837,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16838,2019-01-03,1,6.5,24.65,2019.0,1.0,jan,3.0,thursday
1,16840,2019-01-03,11,97.88,156.37,2019.0,1.0,jan,3.0,thursday
1,16842,2019-01-03,2,6.5,313.92,2019.0,1.0,jan,3.0,thursday
1,16843,2019-01-03,3,19.5,30.33,2019.0,1.0,jan,3.0,thursday
1,16844,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16846,2019-01-03,5,13.0,325.34000000000003,2019.0,1.0,jan,3.0,thursday
1,16847,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
2,16848,2019-01-03,5,32.5,57.199999999999996,2019.0,1.0,jan,3.0,thursday
1,16849,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16851,2019-01-03,2,6.5,313.92,2019.0,1.0,jan,3.0,thursday
1,16852,2019-01-03,5,19.5,29.36,2019.0,1.0,jan,3.0,thursday
1,16853,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16854,2019-01-03,4,6.5,621.34,2019.0,1.0,jan,3.0,thursday
1,16856,2019-01-03,1,6.5,88.0,2019.0,1.0,jan,3.0,thursday
1,16857,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16858,2019-01-03,2,13.0,41.04,2019.0,1.0,jan,3.0,thursday
1,16859,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16860,2019-01-03,1,8.7,162.41,2019.0,1.0,jan,3.0,thursday
1,16861,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16863,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16865,2019-01-03,8,107.88,336.22,2019.0,1.0,jan,3.0,thursday
1,16866,2019-01-03,1,6.5,34.34,2019.0,1.0,jan,3.0,thursday
1,16867,2019-01-03,10,18.47,175.17,2019.0,1.0,jan,3.0,thursday
1,16868,2019-01-03,4,19.5,37.620000000000005,2019.0,1.0,jan,3.0,thursday
1,16869,2019-01-03,3,13.0,329.71000000000004,2019.0,1.0,jan,3.0,thursday
1,16870,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16871,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16872,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16874,2019-01-03,2,6.5,252.04,2019.0,1.0,jan,3.0,thursday
1,16875,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16876,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
2,16877,2019-01-03,16,115.12,253.68000000000004,2019.0,1.0,jan,3.0,thursday
1,16879,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16880,2019-01-03,2,6.5,252.04,2019.0,1.0,jan,3.0,thursday
1,16881,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16882,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16883,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16885,2019-01-03,65,373.7,1058.6499999999999,2019.0,1.0,jan,3.0,thursday
1,16886,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
2,16887,2019-01-03,7,247.10000000000002,405.90999999999997,2019.0,1.0,jan,3.0,thursday
1,16888,2019-01-03,1,28.78,182.49,2019.0,1.0,jan,3.0,thursday
1,16890,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16891,2019-01-03,5,32.5,48.989999999999995,2019.0,1.0,jan,3.0,thursday
1,16893,2019-01-03,8,41.56,93.08,2019.0,1.0,jan,3.0,thursday
1,16894,2019-01-03,128,55.41,220.16,2019.0,1.0,jan,3.0,thursday
1,16896,2019-01-03,2,6.5,252.04,2019.0,1.0,jan,3.0,thursday
1,16897,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16901,2019-01-03,6,13.78,78.10000000000001,2019.0,1.0,jan,3.0,thursday
1,16902,2019-01-03,1,8.7,162.41,2019.0,1.0,jan,3.0,thursday
2,16903,2019-01-03,15,141.2,247.48999999999995,2019.0,1.0,jan,3.0,thursday
2,16905,2019-01-03,124,245.48,1359.0,2019.0,1.0,jan,3.0,thursday
1,16906,2019-01-03,3,38.28,81.99000000000001,2019.0,1.0,jan,3.0,thursday
1,16907,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16908,2019-01-03,1,8.7,214.0,2019.0,1.0,jan,3.0,thursday
1,16909,2019-01-03,199,1052.2,1747.57,2019.0,1.0,jan,3.0,thursday
1,16910,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16911,2019-01-03,2,33.3,54.94,2019.0,1.0,jan,3.0,thursday
1,16912,2019-01-03,5,6.5,414.0,2019.0,1.0,jan,3.0,thursday
1,16914,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16915,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16916,2019-01-03,2,6.5,169.5,2019.0,1.0,jan,3.0,thursday
1,16917,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16918,2019-01-03,2,13.0,289.48,2019.0,1.0,jan,3.0,thursday
1,16919,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16920,2019-01-03,3,13.0,257.5,2019.0,1.0,jan,3.0,thursday
1,16923,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16924,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16925,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16926,2019-01-03,4,13.0,504.08,2019.0,1.0,jan,3.0,thursday
1,16927,2019-01-03,4,26.0,89.92000000000002,2019.0,1.0,jan,3.0,thursday
1,16928,2019-01-03,2,6.5,313.92,2019.0,1.0,jan,3.0,thursday
1,16929,2019-01-03,2,6.5,252.04,2019.0,1.0,jan,3.0,thursday
1,16930,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16931,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16932,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16934,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16935,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16936,2019-01-03,6,39.0,252.70000000000002,2019.0,1.0,jan,3.0,thursday
1,16937,2019-01-03,4,26.0,276.85,2019.0,1.0,jan,3.0,thursday
1,16938,2019-01-03,1,6.5,88.0,2019.0,1.0,jan,3.0,thursday
1,16939,2019-01-03,3,13.0,340.03999999999996,2019.0,1.0,jan,3.0,thursday
1,16940,2019-01-03,3,13.0,28.66,2019.0,1.0,jan,3.0,thursday
1,16942,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16943,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16946,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16947,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16948,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16949,2019-01-03,3,13.0,257.5,2019.0,1.0,jan,3.0,thursday
1,16950,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16951,2019-01-03,1,6.5,88.0,2019.0,1.0,jan,3.0,thursday
1,16952,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16953,2019-01-03,4,6.5,621.34,2019.0,1.0,jan,3.0,thursday
1,16955,2019-01-03,5,6.5,414.0,2019.0,1.0,jan,3.0,thursday
1,16956,2019-01-03,1,6.5,24.03,2019.0,1.0,jan,3.0,thursday
1,16957,2019-01-03,1,6.5,129.26999999999998,2019.0,1.0,jan,3.0,thursday
1,16958,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16959,2019-01-03,3,13.0,381.30999999999995,2019.0,1.0,jan,3.0,thursday
1,16960,2019-01-03,1,6.5,160.21,2019.0,1.0,jan,3.0,thursday
1,16961,2019-01-03,4,19.5,62.379999999999995,2019.0,1.0,jan,3.0,thursday
1,16963,2019-01-03,2,6.5,252.04,2019.0,1.0,jan,3.0,thursday
1,16964,2019-01-03,3,19.5,418.75,2019.0,1.0,jan,3.0,thursday
1,16966,2019-01-03,3,6.5,251.0,2019.0,1.0,jan,3.0,thursday
1,16967,2019-01-03,1,0.0,51.58,2019.0,1.0,jan,3.0,thursday
1,16968,2019-01-03,1,6.5,34.55,2019.0,1.0,jan,3.0,thursday
1,16969,2019-01-03,2,13.0,258.53999999999996,2019.0,1.0,jan,3.0,thursday
1,16971,2019-01-03,5,13.0,564.9200000000001,2019.0,1.0,jan,3.0,thursday
1,16972,2019-01-03,2,6.5,313.92,2019.0,1.0,jan,3.0,thursday
1,16975,2019-01-03,2,13.0,248.21,2019.0,1.0,jan,3.0,thursday
1,16976,2019-01-03,2,13.0,258.53999999999996,2019.0,1.0,jan,3.0,thursday
1,16980,2019-01-03,3,6.5,251.0,2019.0,1.0,jan,3.0,thursday
1,16982,2019-01-04,2,13.0,258.53999999999996,2019.0,1.0,jan,4.0,friday
1,16983,2019-01-04,3,13.0,49.08,2019.0,1.0,jan,4.0,friday
2,16984,2019-01-04,4,19.5,338.68000000000006,2019.0,1.0,jan,4.0,friday
1,16987,2019-01-04,5,6.5,775.0500000000001,2019.0,1.0,jan,4.0,friday
1,16988,2019-01-04,24,27.56,121.52000000000001,2019.0,1.0,jan,4.0,friday
1,16989,2019-01-04,1,13.78,96.3,2019.0,1.0,jan,4.0,friday
1,16990,2019-01-04,104,26.0,386.88,2019.0,1.0,jan,4.0,friday
1,16991,2019-01-04,4,26.0,49.92,2019.0,1.0,jan,4.0,friday
2,16992,2019-01-04,87,136.5,1103.86,2019.0,1.0,jan,4.0,friday
1,16993,2019-01-04,1,6.5,83.86,2019.0,1.0,jan,4.0,friday
1,16994,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,16996,2019-01-04,1,11.1,30.9,2019.0,1.0,jan,4.0,friday
1,16997,2019-01-04,1,11.1,30.9,2019.0,1.0,jan,4.0,friday
1,16998,2019-01-04,1,6.5,26.09,2019.0,1.0,jan,4.0,friday
1,16999,2019-01-04,4,26.099999999999998,594.52,2019.0,1.0,jan,4.0,friday
1,17000,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17002,2019-01-04,2,13.0,101.7,2019.0,1.0,jan,4.0,friday
1,17003,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17004,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17005,2019-01-04,11,13.0,66.52,2019.0,1.0,jan,4.0,friday
1,17006,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17007,2019-01-04,3,11.1,25.92,2019.0,1.0,jan,4.0,friday
1,17009,2019-01-04,2,13.0,176.0,2019.0,1.0,jan,4.0,friday
1,17010,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17011,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17013,2019-01-04,82,101.48,579.9499999999999,2019.0,1.0,jan,4.0,friday
1,17014,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17015,2019-01-04,2,13.0,92.21000000000001,2019.0,1.0,jan,4.0,friday
1,17019,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17020,2019-01-04,2,6.5,313.92,2019.0,1.0,jan,4.0,friday
1,17021,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17022,2019-01-04,7,19.5,940.77,2019.0,1.0,jan,4.0,friday
1,17023,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17024,2019-01-04,2,6.5,313.92,2019.0,1.0,jan,4.0,friday
1,17025,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17026,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17027,2019-01-04,4,26.0,149.76,2019.0,1.0,jan,4.0,friday
1,17028,2019-01-04,4,55.12,112.02000000000001,2019.0,1.0,jan,4.0,friday
1,17029,2019-01-04,1,6.5,97.27,2019.0,1.0,jan,4.0,friday
1,17030,2019-01-04,30,6.5,54.2,2019.0,1.0,jan,4.0,friday
1,17031,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17032,2019-01-04,12,65.0,136.59,2019.0,1.0,jan,4.0,friday
1,17033,2019-01-04,8,19.5,159.74,2019.0,1.0,jan,4.0,friday
1,17034,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17035,2019-01-04,3,6.5,374.81,2019.0,1.0,jan,4.0,friday
1,17036,2019-01-04,3,19.5,180.41,2019.0,1.0,jan,4.0,friday
1,17038,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17039,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17040,2019-01-04,2,6.5,252.04,2019.0,1.0,jan,4.0,friday
1,17044,2019-01-04,2,6.5,313.92,2019.0,1.0,jan,4.0,friday
1,17046,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17049,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17050,2019-01-04,21,6.5,187.94,2019.0,1.0,jan,4.0,friday
1,17053,2019-01-04,78,289.1,634.79,2019.0,1.0,jan,4.0,friday
1,17054,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17055,2019-01-04,2,6.5,252.04,2019.0,1.0,jan,4.0,friday
1,17056,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17057,2019-01-04,3,13.0,401.92,2019.0,1.0,jan,4.0,friday
1,17060,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17061,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17062,2019-01-04,1,6.5,52.71,2019.0,1.0,jan,4.0,friday
1,17063,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17064,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
2,17065,2019-01-04,2,13.0,128.53,2019.0,1.0,jan,4.0,friday
1,17066,2019-01-04,2,6.5,252.04,2019.0,1.0,jan,4.0,friday
1,17067,2019-01-04,1,6.5,19.9,2019.0,1.0,jan,4.0,friday
1,17068,2019-01-04,2,13.0,217.26999999999998,2019.0,1.0,jan,4.0,friday
1,17069,2019-01-04,2,13.0,178.04,2019.0,1.0,jan,4.0,friday
1,17070,2019-01-04,6,39.0,70.73,2019.0,1.0,jan,4.0,friday
1,17072,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17073,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17074,2019-01-04,5,13.0,503.03999999999996,2019.0,1.0,jan,4.0,friday
1,17075,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17076,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17077,2019-01-04,1,6.5,160.21,2019.0,1.0,jan,4.0,friday
1,17079,2019-01-04,2,13.0,90.56,2019.0,1.0,jan,4.0,friday
1,17080,2019-01-04,1,6.5,20.52,2019.0,1.0,jan,4.0,friday
1,17081,2019-01-04,1,6.5,20.52,2019.0,1.0,jan,4.0,friday
1,17082,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17083,2019-01-04,1,6.5,211.8,2019.0,1.0,jan,4.0,friday
1,17084,2019-01-04,1,6.5,129.26999999999998,2019.0,1.0,jan,4.0,friday
1,17085,2019-01-04,2,6.5,252.04,2019.0,1.0,jan,4.0,friday
1,17087,2019-01-04,1,6.5,88.0,2019.0,1.0,jan,4.0,friday
