Customer ID,Predicted CLV (BG–NBD),Predicted CLV (Pareto–NBD),Predicted CLV (MBG–NBD),frequency,recency,T,monetary_value
12481,2460.6210350727615,3963.6271343381604,2323.2734426648017,3.0,113.0,264.0,3088.183333333333
15079,2440.3258288686693,5025.118075994253,3463.9664139351826,1.0,223.0,264.0,4297.98
13408,2434.891533618667,2276.825130812577,2141.4810862917097,10.0,330.0,362.0,639.842
15235,2425.3644072626644,2549.1723278399986,2302.5053368939575,5.0,337.0,349.0,1168.698
15061,2408.815154387399,2458.768573955505,2053.672583246587,9.0,274.0,339.0,760.8444444444444
16395,2393.205713611409,4314.935410054409,3243.799733128792,1.0,29.0,125.0,3839.99
17404,2370.6365558188804,2507.4995466414825,2152.2523553921424,4.0,171.0,215.0,1083.1025
17884,2322.4544665497756,2881.7636366517486,2378.8205069087776,3.0,306.0,332.0,1782.0533333333333
14978,2318.0732906109024,2570.8796058471917,2122.4144268457326,3.0,65.0,126.0,1214.9366666666667
17735,2302.4201596530384,4911.208024665502,3290.5854821755543,1.0,224.0,286.0,4450.76
16779,2271.731174343642,2194.916330682812,2039.6640318359464,6.0,258.0,279.0,788.0816666666666
15640,2262.6628542985736,3168.424658241495,1955.4472854222581,5.0,203.0,339.0,1799.83
17591,2251.028081631383,2806.956213428717,2229.157214138576,3.0,224.0,282.0,1643.5366666666669
15881,2244.3248044354905,2616.698242839864,2210.3256718085404,3.0,218.0,245.0,1387.1466666666668
17787,2236.133002224861,3515.9103426174534,2473.7142571855416,2.0,235.0,330.0,2830.695
14426,2233.0353881618726,2993.330303561845,2380.725402304313,2.0,173.0,207.0,1818.8000000000002
18041,2231.9122951803756,2352.9267116052947,2111.3080019267095,5.0,328.0,346.0,1076.9060000000002
13004,2209.9534729055413,2979.4330090154976,2322.1741899188587,2.0,139.0,190.0,1799.2150000000001
17019,2209.3915361814275,3596.8008988000975,2370.5257710614706,2.0,169.0,295.0,2947.41
18077,2166.93934673216,2535.851369682941,2002.338883416788,4.0,206.0,279.0,1279.6825000000001
14713,2165.3045946048096,3283.3349284799738,2324.5774972448835,2.0,162.0,254.0,2372.83
16713,2146.29500873339,3886.4593465516546,2231.3789486605456,2.0,100.0,277.0,3978.835
13668,2124.01604213487,2868.9878383682576,2315.877899788253,2.0,225.0,237.0,1810.53
17675,2111.7566152042295,2302.642724250289,2006.8724990796986,4.0,257.0,284.0,1104.845
13694,2072.477802953549,2019.1762738724674,1901.4841968159797,7.0,349.0,360.0,738.1999999999999
13777,2062.036348421186,1916.5359787472114,1838.5893797893805,9.0,333.0,351.0,569.8433333333334
16033,2046.4746694692885,2818.9012181362177,2002.3312603140178,3.0,216.0,324.0,1899.7333333333336
14680,2025.370804693115,2193.2786359556562,1798.213257575376,6.0,262.0,332.0,911.61
17239,2024.9489071557819,3749.40150202519,2725.1105319715252,1.0,137.0,171.0,2662.4700000000003
16327,2024.9069092945701,2993.820800063947,2270.817847196628,2.0,271.0,315.0,2231.475
15351,2021.2796596088547,2514.4066023709634,2785.760322088255,1.0,3.0,323.0,20691.84
17576,1997.8293239153795,2572.9729926308314,1798.1641681708797,4.0,152.0,255.0,1372.0625
17757,1983.989080484807,2054.643393280439,1796.0848981002498,6.0,288.0,335.0,831.3783333333334
13198,1982.9122084438204,2855.706150568407,2126.553270747427,2.0,165.0,233.0,1910.35
17062,1963.1023258336409,2218.792170363131,1883.3056153945204,4.0,280.0,319.0,1142.0775
17965,1949.8994564477034,2415.547214823088,1963.6983969451856,3.0,262.0,304.0,1442.1599999999999
17690,1945.4277751645764,2703.4535673123637,1919.5635437571593,3.0,240.0,351.0,1890.9800000000002
12476,1926.3344276596742,3809.246969458499,2686.3844202937303,1.0,194.0,227.0,3017.34
12433,1924.606993260374,3933.4913543015628,1907.5863300419403,2.0,91.0,356.0,6783.995
12437,1916.7685578535086,2228.452111341493,1917.2666910728042,2.0,112.0,129.0,1122.3999999999999
17068,1911.0617335987015,2107.210749589304,1818.6075503522327,4.0,260.0,292.0,1029.6625
14502,1896.5286943973344,1400.430844881831,1692.12380743382,2.0,5.0,35.0,758.975
17097,1890.4386222938892,2531.584879671721,1811.1008913940884,3.0,158.0,257.0,1549.4366666666665
17863,1882.5829004190834,3940.5930071007383,2727.4409219400436,1.0,291.0,311.0,3605.6
17375,1869.2562500540334,3674.143257244653,2605.685819055774,1.0,198.0,226.0,2890.42
14233,1828.1513006006446,2492.4040912640667,2146.5059918782463,1.0,41.0,61.0,1391.2199999999998
15023,1817.948327575638,2871.6573499770752,1986.6563286533221,2.0,206.0,310.0,2282.14
17517,1803.53610815633,1421.9304713012093,1788.5449582408392,1.0,1.0,10.0,860.03
13963,1791.7382826453318,2119.8395814121873,1814.1281398714284,3.0,282.0,287.0,1195.5933333333332
15179,1784.2788397740455,2619.7954875051896,1917.8249428856668,2.0,167.0,243.0,1805.175
13534,1777.7171571979616,1759.902960304658,1534.4470433352574,5.0,147.0,194.0,637.676
14800,1766.4130123893729,2657.5106060938915,1678.4614823714257,3.0,176.0,321.0,1979.8
16011,1758.4542768749654,2459.300225853059,1941.3067637383542,2.0,243.0,265.0,1649.67
17722,1743.6992940089408,1866.1456227205513,1563.4939492423844,5.0,216.0,274.0,789.0419999999999
15696,1738.710858413331,1607.663042857688,1467.1387725986328,4.0,74.0,114.0,577.965
14735,1738.572432020348,2248.4371031586925,1843.1426396674387,2.0,177.0,194.0,1304.6799999999998
16241,1733.8820567074276,3026.030102840122,1829.6872932380545,2.0,157.0,322.0,2841.05
17954,1729.3557466444745,2803.928346026194,1887.3445461303154,2.0,209.0,328.0,2339.595
17340,1727.6790316387257,3083.599339009823,1645.1189413440875,3.0,95.0,268.0,2857.816666666667
12916,1726.6862055764834,2025.3625677706536,2403.909395202182,1.0,1.0,87.0,2587.0699999999997
17284,1724.2588883421067,2177.4630559810885,2581.5705241289006,1.0,1.0,149.0,5035.46
12431,1718.452842199175,1989.3720265220284,1674.7803591215718,4.0,323.0,363.0,1099.63
14189,1696.1179131976603,2542.633826827729,1877.395420282126,2.0,234.0,300.0,1887.915
12735,1680.6635658356324,3064.655728885985,2236.0102740515504,1.0,114.0,155.0,2132.37
17406,1669.8144460899696,2407.276297829058,1588.3529538630307,3.0,153.0,278.0,1633.0933333333332
15044,1661.6989404739452,2601.1885307486627,1582.5043258344303,3.0,98.0,235.0,1901.8966666666665
15218,1649.6820944740166,1862.088546762966,2219.3431615631507,1.0,1.0,73.0,2072.98
12868,1649.1901504161108,2503.5868538630734,1873.529149370777,2.0,307.0,356.0,2000.1599999999999
17389,1638.3219368866673,1428.2107683942472,1360.0969737789883,6.0,137.0,165.0,414.385
14849,1636.107555930475,1929.0548767517362,1578.0142299134332,4.0,302.0,360.0,1077.435
16497,1631.5716267884952,2987.537349933118,2157.1026816695553,1.0,73.0,138.0,2156.45
12971,1629.9559937326308,1400.8680200550111,1411.0932153789945,14.0,324.0,336.0,279.82214285714286
12540,1624.0324005299615,1859.6004680118804,1591.8887563052242,3.0,212.0,233.0,957.2333333333332
17392,1623.8064005484036,2991.2655928490835,2214.4734571559197,1.0,189.0,192.0,2144.55
16553,1609.107584809009,3745.603295906128,2169.074569905446,1.0,56.0,270.0,5824.099999999999
14769,1596.105941403988,2398.352089135106,1670.3792396953897,2.0,86.0,188.0,1693.09
15527,1584.891277267011,2984.2061004832362,2140.4648472518297,1.0,132.0,175.0,2164.0
15535,1580.6487956978112,2511.564600599151,1679.3707123382173,2.0,139.0,256.0,1941.145
16904,1573.6303174369912,3482.032487520742,2229.460314293073,1.0,183.0,284.0,3304.8
14062,1569.4324952773586,2069.295379042131,1499.096809794226,3.0,149.0,243.0,1229.5733333333333
15579,1564.0935235968154,1525.5237161224004,1853.911228794051,1.0,1.0,39.0,1215.99
12947,1551.8079169862194,1839.837089206727,1485.6095511766912,4.0,286.0,351.0,1021.1000000000001
16109,1546.8509000617905,1196.3571920016836,1510.1771334132075,1.0,1.0,8.0,709.44
16029,1545.0988656367301,1461.328122852236,1405.9788356746787,8.0,358.0,363.0,482.6875
13615,1519.9997240220061,1566.6605042986055,1433.4083920243654,2.0,41.0,75.0,756.045
13520,1512.0365366990438,3422.7678648984656,2180.470291177162,1.0,233.0,333.0,3471.07
16985,1508.9077709113278,1972.9691044783833,1606.9611716358331,2.0,182.0,201.0,1163.555
17243,1494.6978878896307,1825.1736016817215,1394.4435353707622,4.0,237.0,324.0,1005.4975
15379,1491.5488173888207,1963.8995930143583,1320.3743321569616,5.0,104.0,198.0,877.118
16700,1486.9195600643675,2145.5567131217567,1628.5851374349745,2.0,213.0,265.0,1479.54
16525,1486.2046666309284,1575.1213017725042,1421.5758637256915,4.0,275.0,277.0,732.7175
16816,1468.0967705200574,1939.1561271106686,1550.4078289130903,2.0,158.0,193.0,1146.7
15727,1463.0045729906758,3147.1552503718,2002.0478622407659,1.0,75.0,203.0,3035.48
14051,1457.5491955530965,1763.551272691917,1448.219791919176,3.0,232.0,272.0,993.91
14243,1452.5964546052587,2118.9946169765276,1586.328381496127,2.0,204.0,265.0,1477.06
18223,1410.121706022083,1733.9233081213529,1262.5073098722394,4.0,107.0,194.0,831.1075
15078,1402.0840836978914,1581.9636897851206,1254.4599101535932,5.0,222.0,298.0,716.3860000000001
13854,1396.6467454480887,1287.9889877772966,1223.0897575247861,7.0,242.0,263.0,400.1742857142857
15460,1395.4041603844723,1762.4077746179246,2100.573683014676,1.0,1.0,174.0,5123.41
12782,1394.8482607795015,1651.2299157220111,1311.5978949321006,3.0,124.0,188.0,840.43
17188,1382.956023633677,1481.9233180091824,1274.0308855108626,4.0,196.0,237.0,662.3425
16422,1377.8327629093299,1281.2698036109377,1213.4493852238197,8.0,281.0,305.0,388.48625
18075,1377.4859735005416,1612.2127771479568,1329.7645063555944,3.0,177.0,222.0,835.5033333333334
17218,1372.8420517256309,2081.9959793879557,1296.9730523834592,3.0,147.0,289.0,1520.8233333333335
15532,1372.2088300504913,1719.8000249240667,2061.9498616184637,1.0,1.0,194.0,5974.48
16686,1348.0612165067673,1699.1993338923417,2029.1222538080592,1.0,1.0,181.0,5260.06
14099,1343.6797520552489,2777.5754479750353,1832.288085366409,1.0,60.0,178.0,2586.2799999999997
16719,1339.0639232541732,2171.917534023401,1253.6877937137467,3.0,137.0,300.0,1763.6533333333334
17685,1334.4509379045605,1636.5489117703785,1379.8148799788703,3.0,336.0,340.0,1012.2433333333332
14060,1333.4569232918504,1574.4967134498297,1274.0000150789615,4.0,280.0,344.0,863.55
13155,1323.0338689668167,2112.700010730897,1430.552148341218,2.0,183.0,297.0,1684.43
15046,1319.8743382049477,1629.3983298895043,1361.5046741078365,2.0,141.0,160.0,880.275
13819,1314.8291025871108,1921.5429208572389,1586.8441219796634,1.0,68.0,80.0,1077.42
15518,1312.708845138838,2397.875435101418,1734.7921694645745,1.0,65.0,134.0,1751.23
17621,1309.2672204364178,2435.554590817891,1768.196888918962,1.0,144.0,176.0,1739.56
13564,1305.9831658356777,3094.272123129404,1797.9171570073493,1.0,114.0,287.0,3553.44
13715,1300.3858809243695,1914.2094279685107,1158.3933648670463,4.0,196.0,348.0,1298.15
14442,1293.8628907148322,1210.288258992825,1178.67013910075,2.0,29.0,57.0,562.8599999999999
14215,1292.876885883996,1435.6842813935339,1223.287351289734,4.0,248.0,288.0,701.3525
14532,1285.8244383126562,2395.6489694338884,1731.1268501964698,1.0,132.0,171.0,1711.48
14709,1275.6381348398666,1702.658830162973,1348.6011056490154,2.0,156.0,196.0,1019.465
13491,1261.7336419087906,1326.6779310690133,1190.4559338213903,5.0,321.0,340.0,600.94
15513,1251.7702918805742,1468.4459932909074,1211.5405761779086,4.0,309.0,362.0,818.46
12347,1244.6359056657257,1831.4289292337185,1370.6350875197754,2.0,223.0,282.0,1309.425
12921,1243.2571404875575,2160.601936261981,1327.967008655034,2.0,189.0,353.0,2044.7849999999999
18178,1241.5656658542243,2454.041283359835,1750.4890126026382,1.0,235.0,247.0,1982.89
12709,1233.9707671431256,1525.2841930495765,1223.1844697725794,3.0,226.0,279.0,882.17
15916,1227.2716602405762,1767.4501835414012,1166.2477368121115,3.0,148.0,272.0,1190.4433333333334
17228,1218.4510814142952,1372.9927518649201,1184.9567976798705,4.0,313.0,338.0,721.02
13999,1216.563604832301,1814.3629589027503,1294.7008893950504,2.0,143.0,232.0,1264.81
16477,1213.0228997382562,1876.5469222573754,1350.348437823855,2.0,249.0,330.0,1482.76
17091,1212.500032770918,1810.797767277466,1333.3462364920922,2.0,218.0,287.0,1320.77
15596,1210.1112798655442,1735.456245457395,1318.6380670551853,2.0,202.0,255.0,1176.96
14135,1204.6174130295337,1541.0308332738016,1012.007753771655,7.0,235.0,348.0,662.4714285714286
14723,1201.4395344204268,2930.9387262977316,1658.9623386385417,1.0,137.0,328.0,3585.3900000000003
18016,1193.2772600370636,2412.20229786505,1677.3757420639456,1.0,203.0,243.0,1980.21
15615,1184.283434479283,2533.895087906183,1620.4447020324985,1.0,79.0,202.0,2382.91
14334,1177.1704285717794,2371.3927932743977,1608.2080962810064,1.0,114.0,193.0,1902.01
18239,1170.2797935424326,1735.3585560777674,1325.5711962816713,2.0,301.0,335.0,1325.7150000000001
17213,1168.1338706039828,1302.0611849364961,1090.4736314026256,4.0,221.0,271.0,624.8675
17858,1161.731061047945,1523.6217970460973,1150.5474835872271,3.0,230.0,312.0,964.4
14543,1159.3935676828287,2432.331175569439,1628.1856155071648,1.0,176.0,248.0,2092.5699999999997
12712,1153.0524971244577,1140.4743621029222,1063.2151628597894,6.0,318.0,328.0,442.49499999999995
15827,1147.2835639236544,1307.1997301575211,1113.4187695209152,4.0,309.0,343.0,696.3100000000001
16210,1141.0526677400458,1209.7111183897755,1085.173188681773,5.0,343.0,359.0,564.198
15034,1139.4290415590265,2069.924573284806,1635.9458209246775,1.0,14.0,173.0,3342.65
16326,1137.566423500339,1413.1348411796591,1156.8525113460546,2.0,106.0,145.0,765.895
16409,1123.8710078466218,1206.7966335635695,1447.2374902092556,1.0,1.0,59.0,1168.3400000000001
16570,1119.9898564951206,1512.8689495199458,1206.9929403919523,2.0,195.0,222.0,937.4399999999999
16705,1115.8440974603996,1235.7178043572037,1070.1780791598283,3.0,177.0,200.0,595.9133333333333
13764,1105.9852984312174,1398.3392821483922,1659.5613357258646,1.0,1.0,155.0,3415.99
14299,1095.1510758512238,1057.4992891055613,929.7894266306645,8.0,220.0,270.0,312.7925
13982,1090.1022181736016,2401.819906531566,1524.4811006787004,1.0,147.0,258.0,2246.2
14307,1063.3592755740867,2432.879036961919,1547.3719685036303,1.0,262.0,361.0,2560.12
14669,1046.7298470353114,1313.8425757530022,1554.9642227758516,1.0,1.0,135.0,2661.95
16255,1039.8684101413398,2410.3480188944577,1424.2660057705266,1.0,90.0,257.0,2734.66
16503,1033.6818142006305,1663.6546638045104,1086.5144277042086,2.0,89.0,214.0,1317.145
13008,1024.3214301206226,2160.8759460697165,1417.2494579116983,1.0,129.0,223.0,1865.55
13319,1022.0071646502804,1830.156971583149,923.9508675976854,4.0,119.0,286.0,1447.7625
16558,1019.2083414641603,1314.3612872036667,995.3795818062908,3.0,197.0,277.0,788.3033333333333
14810,1018.1683813578096,1460.238441012013,1154.309194310512,2.0,316.0,319.0,1065.835
12414,1015.7250994194206,858.7694740008019,1067.1117483840133,1.0,1.0,18.0,556.53
14505,1010.0942608212125,1691.5300614016855,974.2622394142343,3.0,85.0,234.0,1369.8100000000002
16919,999.2713173939047,2411.092533354136,1345.608926336657,1.0,82.0,296.0,3417.17
14092,999.2232984914181,1338.1698572797056,1000.1148067637004,3.0,260.0,348.0,898.2033333333334
12779,974.1534520532423,1411.127651410108,1108.0090571049432,2.0,323.0,330.0,1051.775
17677,973.3114603562097,1139.4614915538261,911.1186708654907,4.0,233.0,302.0,589.9925
15864,964.9183152549134,1196.4477458109795,1114.2954888011307,1.0,19.0,46.0,698.24
17341,954.5338061309968,1112.449661721347,1379.0906683131857,1.0,1.0,273.0,7452.43
16746,945.483931693177,1486.2800795364637,993.3218171223707,2.0,83.0,200.0,1132.585
17085,939.5390144099646,1735.3397408579922,1002.1159909360721,2.0,60.0,238.0,2020.625
