"product_category","tenure_segment","customer_location","i_arpu_w","treated_cust","coupon_budget","i_revenue","i_gross_profit","i_net_profit_after_coupons","i_roas_on_coupons","go_flag"
Android,Tenure_Q1,Illinois,0,1,2.238,0,0,-2.238,0,NO-GO
Android,Tenure_Q1,New Jersey,4,1,5.997,4,2,-3.997,0.3335000834,NO-GO
Android,Tenure_Q1,New York,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q1,Washington DC,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q2,California,0,3,5.419,0,0,-5.419,0,NO-GO
Android,Tenure_Q2,Illinois,0,1,1.999,0,0,-1.999,0,NO-GO
Android,Tenure_Q2,New Jersey,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q2,New York,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q2,Washington DC,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q3,California,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q3,Illinois,43.23,1,4.797,43.23,21.615,16.818,4.5059412133,GO
Android,Tenure_Q3,New Jersey,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q3,New York,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q3,Washington DC,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q4,California,0,1,4.797,0,0,-4.797,0,NO-GO
Android,Tenure_Q4,Illinois,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q4,New Jersey,0,0,0,0,0,0,,NO-GO
Android,Tenure_Q4,New York,-2.8,2,4.3,-5.6,-2.8,-7.1,-0.6511627907,NO-GO
Android,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
Apparel,Tenure_Q1,California,299.9426500565,86,"2,492.092","25,795.067904856","12,897.533952428","10,405.441952428",5.1753843568,GO
Apparel,Tenure_Q1,Illinois,284.3637109557,93,"2,963.771","26,445.8251188811","13,222.9125594406","10,259.1415594406",4.4615162776,GO
Apparel,Tenure_Q1,New Jersey,219.1321439394,38,663.586,"8,327.021469697","4,163.5107348485","3,499.9247348485",6.2742594552,GO
Apparel,Tenure_Q1,New York,314.9154747158,78,"2,689.961","24,563.4070278293","12,281.7035139147","9,591.7425139147",4.5657552336,GO
Apparel,Tenure_Q1,Washington DC,56.0569444444,19,322.669,"1,065.0819444444",532.5409722222,209.8719722222,1.6504249625,GO
Apparel,Tenure_Q2,California,328.6236259805,90,"2,523.123","29,576.1263382451","14,788.0631691225","12,264.9401691225",5.8610155625,GO
Apparel,Tenure_Q2,Illinois,315.730600263,91,"3,740.095","28,731.4846239316","14,365.7423119658","10,625.6473119658",3.8410100043,GO
Apparel,Tenure_Q2,New Jersey,289.523515873,21,683.355,"6,079.9938333333","3,039.9969166667","2,356.6419166667",4.4486349213,GO
Apparel,Tenure_Q2,New York,371.2944130592,58,"1,905.597","21,535.0759574315","10,767.5379787157","8,861.9409787157",5.6504801271,GO
Apparel,Tenure_Q2,Washington DC,-112.5661111111,12,661.223,"-1,350.7933333333",-675.3966666667,"-1,336.6196666667",-1.0214355318,NO-GO
Apparel,Tenure_Q3,California,363.2312313982,82,"3,634.512","29,784.960974655","14,892.4804873275","11,257.9684873275",4.0975185905,GO
Apparel,Tenure_Q3,Illinois,381.3123881962,78,"4,285.917","29,742.3662793074","14,871.1831396537","10,585.2661396537",3.4697786121,GO
Apparel,Tenure_Q3,New Jersey,"1,236.4022222222",19,"1,674.194","23,491.6422222222","11,745.8211111111","10,071.6271111111",7.0158064783,GO
Apparel,Tenure_Q3,New York,298.4166047619,46,"1,778.515","13,727.1638190476","6,863.5819095238","5,085.0669095238",3.8591644768,GO
Apparel,Tenure_Q3,Washington DC,115.235,16,550.901,"1,843.76",921.88,370.979,1.6734041144,GO
Apparel,Tenure_Q4,California,361.7116921575,85,"2,491.143","30,745.4938333888","15,372.7469166944","12,881.6039166944",6.1709612482,GO
Apparel,Tenure_Q4,Illinois,351.4234198477,90,"3,245.554","31,628.107786297","15,814.0538931485","12,568.4998931485",4.8725283551,GO
Apparel,Tenure_Q4,New Jersey,628.0639833333,32,887.999,"20,098.0474666667","10,049.0237333333","9,161.0247333333",11.316480912,GO
Apparel,Tenure_Q4,New York,216.2024172217,69,"1,916.889","14,917.966788295","7,458.9833941475","5,542.0943941475",3.8911921317,GO
Apparel,Tenure_Q4,Washington DC,170.2053571429,15,369.643,"2,553.0803571429","1,276.5401785714",906.8971785714,3.4534406943,GO
Backpacks,Tenure_Q1,California,0,2,0,0,0,0,,NO-GO
Backpacks,Tenure_Q1,Illinois,63.99,4,0,255.96,127.98,127.98,,GO
Backpacks,Tenure_Q1,New Jersey,0,1,0,0,0,0,,NO-GO
Backpacks,Tenure_Q1,New York,0,3,0,0,0,0,,NO-GO
Backpacks,Tenure_Q1,Washington DC,0,0,0,0,0,0,,NO-GO
Backpacks,Tenure_Q2,California,-191.4825,3,0,-574.4475,-287.22375,-287.22375,,NO-GO
Backpacks,Tenure_Q2,Illinois,-9.1,2,0,-18.2,-9.1,-9.1,,NO-GO
Backpacks,Tenure_Q2,New Jersey,0,1,0,0,0,0,,NO-GO
Backpacks,Tenure_Q2,New York,0,1,0,0,0,0,,NO-GO
Backpacks,Tenure_Q2,Washington DC,0,0,0,0,0,0,,NO-GO
Backpacks,Tenure_Q3,California,0,1,0,0,0,0,,NO-GO
Backpacks,Tenure_Q3,Illinois,122.08,2,0,244.16,122.08,122.08,,GO
Backpacks,Tenure_Q3,New Jersey,0,0,0,0,0,0,,NO-GO
Backpacks,Tenure_Q3,New York,0,0,0,0,0,0,,NO-GO
Backpacks,Tenure_Q3,Washington DC,0,1,0,0,0,0,,NO-GO
Backpacks,Tenure_Q4,California,0,1,0,0,0,0,,NO-GO
Backpacks,Tenure_Q4,Illinois,-24,2,0,-48,-24,-24,,NO-GO
Backpacks,Tenure_Q4,New Jersey,0,0,0,0,0,0,,NO-GO
Backpacks,Tenure_Q4,New York,0,1,0,0,0,0,,NO-GO
Backpacks,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
Bags,Tenure_Q1,California,-45.6899275362,29,382.437,"-1,325.0078985507",-662.5039492754,"-1,044.9409492754",-1.7323217923,NO-GO
Bags,Tenure_Q1,Illinois,137.0566933333,36,"1,085.578","4,934.04096","2,467.02048","1,381.44248",2.272540969,GO
Bags,Tenure_Q1,New Jersey,-395.1916666667,13,200.955,"-5,137.4916666667","-2,568.7458333333","-2,769.7008333333",-12.7826918133,NO-GO
Bags,Tenure_Q1,New York,91.2179365079,23,480.9,"2,098.0125396825","1,049.0062698413",568.1062698413,2.1813397169,GO
Bags,Tenure_Q1,Washington DC,105.8866666667,4,75.137,423.5466666667,211.7733333333,136.6363333333,2.8184959918,GO
Bags,Tenure_Q2,California,62.6376666667,29,448.193,"1,816.4923333333",908.2461666667,460.0531666667,2.0264621863,GO
Bags,Tenure_Q2,Illinois,64.1099611993,31,905.232,"1,987.4087971781",993.7043985891,88.4723985891,1.0977345019,GO
Bags,Tenure_Q2,New Jersey,2.62625,8,275.421,21.01,10.505,-264.916,0.0381416087,NO-GO
Bags,Tenure_Q2,New York,-11.1313333333,21,371.202,-233.758,-116.879,-488.081,-0.3148662992,NO-GO
Bags,Tenure_Q2,Washington DC,70.7083333333,3,49.596,212.125,106.0625,56.4665,2.1385293169,GO
Bags,Tenure_Q3,California,37.0107258065,29,565.67,"1,073.3110483871",536.6555241935,-29.0144758065,0.9487077699,NO-GO
Bags,Tenure_Q3,Illinois,69.6065833333,31,884,"2,157.8040833333","1,078.9020416667",194.9020416667,1.2204774227,GO
Bags,Tenure_Q3,New Jersey,-13.03,4,36.371,-52.12,-26.06,-62.431,-0.7165049078,NO-GO
Bags,Tenure_Q3,New York,139.225625,17,415.638,"2,366.835625","1,183.4178125",767.7798125,2.8472319964,GO
Bags,Tenure_Q3,Washington DC,-6.19,7,69.961,-43.33,-21.665,-91.626,-0.3096725318,NO-GO
Bags,Tenure_Q4,California,101.4442333333,26,801.035,"2,637.5500666667","1,318.7750333333",517.7400333333,1.6463388408,GO
Bags,Tenure_Q4,Illinois,30.210436756,34,739.681,"1,027.1548497024",513.5774248512,-226.1035751488,0.6943228565,NO-GO
Bags,Tenure_Q4,New Jersey,-8.5466666667,11,394.163,-94.0133333333,-47.0066666667,-441.1696666667,-0.1192569233,NO-GO
Bags,Tenure_Q4,New York,63.6905952381,26,712.439,"1,655.9554761905",827.9777380952,115.5387380952,1.1621735167,GO
Bags,Tenure_Q4,Washington DC,0,4,63.564,0,0,-63.564,0,NO-GO
Bottles,Tenure_Q1,California,2.7226388889,9,84.274,24.50375,12.251875,-72.022125,0.1453814344,NO-GO
Bottles,Tenure_Q1,Illinois,6.734,11,24.737,74.074,37.037,12.3,1.4972308687,GO
Bottles,Tenure_Q1,New Jersey,0,2,1.037,0,0,-1.037,0,NO-GO
Bottles,Tenure_Q1,New York,115.7066666667,7,39.766,809.9466666667,404.9733333333,365.2073333333,10.1839092022,GO
Bottles,Tenure_Q1,Washington DC,0,0,0,0,0,0,,NO-GO
Bottles,Tenure_Q2,California,-17.255,5,4.889,-86.275,-43.1375,-48.0265,-8.8233790141,NO-GO
Bottles,Tenure_Q2,Illinois,0,2,20.315,0,0,-20.315,0,NO-GO
Bottles,Tenure_Q2,New Jersey,0,0,0,0,0,0,,NO-GO
Bottles,Tenure_Q2,New York,-0.05,6,6.566,-0.3,-0.15,-6.716,-0.0228449589,NO-GO
Bottles,Tenure_Q2,Washington DC,0,2,49.377,0,0,-49.377,0,NO-GO
Bottles,Tenure_Q3,California,-27.516875,7,21.652,-192.618125,-96.3090625,-117.9610625,-4.4480446379,NO-GO
Bottles,Tenure_Q3,Illinois,62.374,8,113.511,498.992,249.496,135.985,2.1979896222,GO
Bottles,Tenure_Q3,New Jersey,0,0,0,0,0,0,,NO-GO
Bottles,Tenure_Q3,New York,73.805,2,11.409,147.61,73.805,62.396,6.4690156894,GO
Bottles,Tenure_Q3,Washington DC,0,1,2.99,0,0,-2.99,0,NO-GO
Bottles,Tenure_Q4,California,25.6625,6,43.658,153.975,76.9875,33.3295,1.7634225113,GO
Bottles,Tenure_Q4,Illinois,10.4079166667,4,48.295,41.6316666667,20.8158333333,-27.4791666667,0.4310142527,NO-GO
Bottles,Tenure_Q4,New Jersey,2.44,3,9.427,7.32,3.66,-5.767,0.3882465259,NO-GO
Bottles,Tenure_Q4,New York,19.6422222222,3,91.895,58.9266666667,29.4633333333,-62.4316666667,0.3206195477,NO-GO
Bottles,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
Drinkware,Tenure_Q1,California,105.076109831,42,733.809,"4,413.1966129032","2,206.5983064516","1,472.7893064516",3.0070472104,GO
Drinkware,Tenure_Q1,Illinois,120.610328725,53,"1,179.338","6,392.347422427","3,196.1737112135","2,016.8357112135",2.7101422249,GO
Drinkware,Tenure_Q1,New Jersey,192.3151851852,17,304.657,"3,269.3581481481","1,634.6790740741","1,330.0220740741",5.3656376649,GO
Drinkware,Tenure_Q1,New York,124.5588820346,34,633.062,"4,235.0019891775","2,117.5009945887","1,484.4389945887",3.3448556296,GO
Drinkware,Tenure_Q1,Washington DC,-1.7925,8,70.43,-14.34,-7.17,-77.6,-0.1018032089,NO-GO
Drinkware,Tenure_Q2,California,123.6071958874,49,931.175,"6,056.7525984848","3,028.3762992424","2,097.2012992424",3.2522096268,GO
Drinkware,Tenure_Q2,Illinois,137.6445646259,52,"1,205.418","7,157.5173605442","3,578.7586802721","2,373.3406802721",2.9688943423,GO
Drinkware,Tenure_Q2,New Jersey,-143.73,7,88.368,"-1,006.11",-503.055,-591.423,-5.6927281369,NO-GO
Drinkware,Tenure_Q2,New York,119.1977098765,33,775.85,"3,933.5244259259","1,966.762212963","1,190.912212963",2.5349773964,GO
Drinkware,Tenure_Q2,Washington DC,-100.2,6,108.749,-601.2,-300.6,-409.349,-2.7641633486,NO-GO
Drinkware,Tenure_Q3,California,48.5351896235,44,"1,037.448","2,135.5483434343","1,067.7741717172",30.3261717172,1.0292315101,GO
Drinkware,Tenure_Q3,Illinois,370.6472009804,37,"1,608.795","13,713.9464362745","6,856.9732181373","5,248.1782181373",4.2621795929,GO
Drinkware,Tenure_Q3,New Jersey,79.9057142857,12,186.67,958.8685714286,479.4342857143,292.7642857143,2.5683520958,GO
Drinkware,Tenure_Q3,New York,115.1786666667,24,404.167,"2,764.288","1,382.144",977.977,3.4197349116,GO
Drinkware,Tenure_Q3,Washington DC,96.2416666667,9,37.786,866.175,433.0875,395.3015,11.4615863018,GO
Drinkware,Tenure_Q4,California,128.9322957875,51,880.524,"6,575.5470851648","3,287.7735425824","2,407.2495425824",3.7338829408,GO
Drinkware,Tenure_Q4,Illinois,141.789519243,48,923.152,"6,805.8969236617","3,402.9484618309","2,479.7964618309",3.6862276871,GO
Drinkware,Tenure_Q4,New Jersey,108.2974074074,17,422.615,"1,841.0559259259",920.527962963,497.912962963,2.1781715343,GO
Drinkware,Tenure_Q4,New York,107.1270229885,37,504.408,"3,963.6998505747","1,981.8499252874","1,477.4419252874",3.9290612466,GO
Drinkware,Tenure_Q4,Washington DC,169.3613333333,9,117.354,"1,524.252",762.126,644.772,6.4942481722,GO
Fun,Tenure_Q1,California,-2.74,3,0,-8.22,-4.11,-4.11,,NO-GO
Fun,Tenure_Q1,Illinois,87.48,2,0,174.96,87.48,87.48,,GO
Fun,Tenure_Q1,New Jersey,0,1,0,0,0,0,,NO-GO
Fun,Tenure_Q1,New York,-1.8,4,0,-7.2,-3.6,-3.6,,NO-GO
Fun,Tenure_Q1,Washington DC,11.39,2,0,22.78,11.39,11.39,,GO
Fun,Tenure_Q2,California,-1.2,1,0,-1.2,-0.6,-0.6,,NO-GO
Fun,Tenure_Q2,Illinois,9,5,0,45,22.5,22.5,,GO
Fun,Tenure_Q2,New Jersey,0,1,0,0,0,0,,NO-GO
Fun,Tenure_Q2,New York,45.245,2,0,90.49,45.245,45.245,,GO
Fun,Tenure_Q2,Washington DC,0,0,0,0,0,0,,NO-GO
Fun,Tenure_Q3,California,0,3,0,0,0,0,,NO-GO
Fun,Tenure_Q3,Illinois,22.8222222222,6,0,136.9333333333,68.4666666667,68.4666666667,,GO
Fun,Tenure_Q3,New Jersey,0,1,0,0,0,0,,NO-GO
Fun,Tenure_Q3,New York,0,0,0,0,0,0,,NO-GO
Fun,Tenure_Q3,Washington DC,0,1,0,0,0,0,,NO-GO
Fun,Tenure_Q4,California,0.01,3,0,0.03,0.015,0.015,,GO
Fun,Tenure_Q4,Illinois,-18.17,6,0,-109.02,-54.51,-54.51,,NO-GO
Fun,Tenure_Q4,New Jersey,-40.65,2,0,-81.3,-40.65,-40.65,,NO-GO
Fun,Tenure_Q4,New York,5.39,3,0,16.17,8.085,8.085,,GO
Fun,Tenure_Q4,Washington DC,0,1,0,0,0,0,,NO-GO
Gift Cards,Tenure_Q1,California,0,1,5,0,0,-5,0,NO-GO
Gift Cards,Tenure_Q1,Illinois,0,7,350.579,0,0,-350.579,0,NO-GO
Gift Cards,Tenure_Q1,New Jersey,0,0,0,0,0,0,,NO-GO
Gift Cards,Tenure_Q1,New York,100,6,97.816,600,300,202.184,3.0669829067,GO
Gift Cards,Tenure_Q1,Washington DC,0,0,0,0,0,0,,NO-GO
Gift Cards,Tenure_Q2,California,0,1,10.316,0,0,-10.316,0,NO-GO
Gift Cards,Tenure_Q2,Illinois,0,0,0,0,0,0,,NO-GO
Gift Cards,Tenure_Q2,New Jersey,0,2,78.446,0,0,-78.446,0,NO-GO
Gift Cards,Tenure_Q2,New York,0,2,70,0,0,-70,0,NO-GO
Gift Cards,Tenure_Q2,Washington DC,0,1,75,0,0,-75,0,NO-GO
Gift Cards,Tenure_Q3,California,0,2,55,0,0,-55,0,NO-GO
Gift Cards,Tenure_Q3,Illinois,0,4,112.5,0,0,-112.5,0,NO-GO
Gift Cards,Tenure_Q3,New Jersey,0,1,105,0,0,-105,0,NO-GO
Gift Cards,Tenure_Q3,New York,-25,1,2.5,-25,-12.5,-15,-5,NO-GO
Gift Cards,Tenure_Q3,Washington DC,0,0,0,0,0,0,,NO-GO
Gift Cards,Tenure_Q4,California,0,2,15,0,0,-15,0,NO-GO
Gift Cards,Tenure_Q4,Illinois,-49.76,4,35.288,-199.04,-99.52,-134.808,-2.8202221718,NO-GO
Gift Cards,Tenure_Q4,New Jersey,0,0,0,0,0,0,,NO-GO
Gift Cards,Tenure_Q4,New York,0,0,0,0,0,0,,NO-GO
Gift Cards,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
Google,Tenure_Q1,California,0,3,0,0,0,0,,NO-GO
Google,Tenure_Q1,Illinois,0,3,0,0,0,0,,NO-GO
Google,Tenure_Q1,New Jersey,0,2,0,0,0,0,,NO-GO
Google,Tenure_Q1,New York,0,1,0,0,0,0,,NO-GO
Google,Tenure_Q1,Washington DC,0,1,0,0,0,0,,NO-GO
Google,Tenure_Q2,California,107.35,2,0,214.7,107.35,107.35,,GO
Google,Tenure_Q2,Illinois,303.4716666667,3,0,910.415,455.2075,455.2075,,GO
Google,Tenure_Q2,New Jersey,0,0,0,0,0,0,,NO-GO
Google,Tenure_Q2,New York,-86.87,1,0,-86.87,-43.435,-43.435,,NO-GO
Google,Tenure_Q2,Washington DC,0,0,0,0,0,0,,NO-GO
Google,Tenure_Q3,California,64.9,1,0,64.9,32.45,32.45,,GO
Google,Tenure_Q3,Illinois,0,2,0,0,0,0,,NO-GO
Google,Tenure_Q3,New Jersey,0,0,0,0,0,0,,NO-GO
Google,Tenure_Q3,New York,-531.08,1,0,-531.08,-265.54,-265.54,,NO-GO
Google,Tenure_Q3,Washington DC,0,1,0,0,0,0,,NO-GO
Google,Tenure_Q4,California,188.275,3,0,564.825,282.4125,282.4125,,GO
Google,Tenure_Q4,Illinois,-5,1,0,-5,-2.5,-2.5,,NO-GO
Google,Tenure_Q4,New Jersey,0,0,0,0,0,0,,NO-GO
Google,Tenure_Q4,New York,0,1,0,0,0,0,,NO-GO
Google,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
Headgear,Tenure_Q1,California,-1.796547619,7,24.578,-12.5758333333,-6.2879166667,-30.8659166667,-0.2558351642,NO-GO
Headgear,Tenure_Q1,Illinois,-18.2533333333,16,55.423,-292.0533333333,-146.0266666667,-201.4496666667,-2.634766553,NO-GO
Headgear,Tenure_Q1,New Jersey,7.5711111111,9,32.846,68.14,34.07,1.224,1.0372648115,GO
Headgear,Tenure_Q1,New York,5.1853333333,17,133.216,88.1506666667,44.0753333333,-89.1406666667,0.3308561534,NO-GO
Headgear,Tenure_Q1,Washington DC,-20.62,4,10.17,-82.48,-41.24,-51.41,-4.0550639135,NO-GO
Headgear,Tenure_Q2,California,112.9814166667,16,161.639,"1,807.7026666667",903.8513333333,742.2123333333,5.5917899352,GO
Headgear,Tenure_Q2,Illinois,-8.8297857143,20,179.494,-176.5957142857,-88.2978571429,-267.7918571429,-0.4919265109,NO-GO
Headgear,Tenure_Q2,New Jersey,10.895,2,16.443,21.79,10.895,-5.548,0.6625919844,NO-GO
Headgear,Tenure_Q2,New York,-80.5786666667,11,37.388,-886.3653333333,-443.1826666667,-480.5706666667,-11.853607218,NO-GO
Headgear,Tenure_Q2,Washington DC,-44.72,2,23.79,-89.44,-44.72,-68.51,-1.8797814208,NO-GO
Headgear,Tenure_Q3,California,-30.3358974359,17,74.68,-515.7102564103,-257.8551282051,-332.5351282051,-3.4528003241,NO-GO
Headgear,Tenure_Q3,Illinois,869.026529304,18,"3,186.706","15,642.4775274725","7,821.2387637363","4,634.5327637363",2.4543333347,GO
Headgear,Tenure_Q3,New Jersey,-56.0333333333,2,2.902,-112.0666666667,-56.0333333333,-58.9353333333,-19.3085228578,NO-GO
Headgear,Tenure_Q3,New York,43.8805555556,11,81.188,482.6861111111,241.3430555556,160.1550555556,2.9726444247,GO
Headgear,Tenure_Q3,Washington DC,0,3,6.02,0,0,-6.02,0,NO-GO
Headgear,Tenure_Q4,California,252.4003846154,20,"1,289.935","5,048.0076923077","2,524.0038461538","1,234.0688461538",1.9566907217,GO
Headgear,Tenure_Q4,Illinois,31.4801875,8,36.8,251.8415,125.92075,89.12075,3.4217595109,GO
Headgear,Tenure_Q4,New Jersey,-22.33,6,37.841,-133.98,-66.99,-104.831,-1.7703020533,NO-GO
Headgear,Tenure_Q4,New York,49.4865555556,13,34.563,643.3252222222,321.6626111111,287.0996111111,9.3065593586,GO
Headgear,Tenure_Q4,Washington DC,164.2,2,47.775,328.4,164.2,116.425,3.4369440084,GO
Housewares,Tenure_Q1,California,0,0,0,0,0,0,,NO-GO
Housewares,Tenure_Q1,Illinois,26.5191666667,6,79.32,159.115,79.5575,0.2375,1.0029942007,GO
Housewares,Tenure_Q1,New Jersey,0,0,0,0,0,0,,NO-GO
Housewares,Tenure_Q1,New York,-23.83,6,12.3,-142.98,-71.49,-83.79,-5.812195122,NO-GO
Housewares,Tenure_Q1,Washington DC,0,0,0,0,0,0,,NO-GO
Housewares,Tenure_Q2,California,654.66,4,30.358,"2,618.64","1,309.32","1,278.962",43.1293234073,GO
Housewares,Tenure_Q2,Illinois,-8.6966666667,2,4.48,-17.3933333333,-8.6966666667,-13.1766666667,-1.9412202381,NO-GO
Housewares,Tenure_Q2,New Jersey,0,0,0,0,0,0,,NO-GO
Housewares,Tenure_Q2,New York,0,3,12.8,0,0,-12.8,0,NO-GO
Housewares,Tenure_Q2,Washington DC,0,0,0,0,0,0,,NO-GO
Housewares,Tenure_Q3,California,-54.16,1,1.032,-54.16,-27.08,-28.112,-26.2403100775,NO-GO
Housewares,Tenure_Q3,Illinois,-27.795,2,1.45,-55.59,-27.795,-29.245,-19.1689655172,NO-GO
Housewares,Tenure_Q3,New Jersey,0,0,0,0,0,0,,NO-GO
Housewares,Tenure_Q3,New York,0,1,0.2,0,0,-0.2,0,NO-GO
Housewares,Tenure_Q3,Washington DC,0,0,0,0,0,0,,NO-GO
Housewares,Tenure_Q4,California,8.735,6,28.92,52.41,26.205,-2.715,0.906120332,NO-GO
Housewares,Tenure_Q4,Illinois,26.3333333333,4,14.38,105.3333333333,52.6666666667,38.2866666667,3.6624942049,GO
Housewares,Tenure_Q4,New Jersey,0,0,0,0,0,0,,NO-GO
Housewares,Tenure_Q4,New York,0,1,0.84,0,0,-0.84,0,NO-GO
Housewares,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
Lifestyle,Tenure_Q1,California,157.3174829932,41,253.082,"6,450.0168027211","3,225.0084013605","2,971.9264013605",12.7429386577,GO
Lifestyle,Tenure_Q1,Illinois,102.2782092971,45,480.203,"4,602.5194183673","2,301.2597091837","1,821.0567091837",4.7922643323,GO
Lifestyle,Tenure_Q1,New Jersey,109.0535185185,13,106.44,"1,417.6957407407",708.8478703704,602.4078703704,6.6596004356,GO
Lifestyle,Tenure_Q1,New York,140.0440740741,36,445.767,"5,041.5866666667","2,520.7933333333","2,075.0263333333",5.6549572609,GO
Lifestyle,Tenure_Q1,Washington DC,-2.4966666667,4,28.524,-9.9866666667,-4.9933333333,-33.5173333333,-0.1750572617,NO-GO
Lifestyle,Tenure_Q2,California,74.6159579912,42,344.828,"3,133.8702356322","1,566.9351178161","1,222.1071178161",4.5441063887,GO
Lifestyle,Tenure_Q2,Illinois,74.5862777778,44,456.796,"3,281.7962222222","1,640.8981111111","1,184.1021111111",3.5921901924,GO
Lifestyle,Tenure_Q2,New Jersey,109.105,11,234.206,"1,200.155",600.0775,365.8715,2.5621781679,GO
Lifestyle,Tenure_Q2,New York,48.2222954545,32,273.02,"1,543.1134545455",771.5567272727,498.5367272727,2.8260080847,GO
Lifestyle,Tenure_Q2,Washington DC,38.9527777778,9,83.365,350.575,175.2875,91.9225,2.1026509926,GO
Lifestyle,Tenure_Q3,California,60.8829587814,43,337.427,"2,617.9672275986","1,308.9836137993",971.5566137993,3.879309047,GO
Lifestyle,Tenure_Q3,Illinois,54.4770661848,37,275.075,"2,015.6514488379","1,007.8257244189",732.7507244189,3.663821592,GO
Lifestyle,Tenure_Q3,New Jersey,57.4633333333,9,45.229,517.17,258.585,213.356,5.7172389396,GO
Lifestyle,Tenure_Q3,New York,48.05825,20,228.269,961.165,480.5825,252.3135,2.1053340576,GO
Lifestyle,Tenure_Q3,Washington DC,34.3575,8,35.875,274.86,137.43,101.555,3.8308013937,GO
Lifestyle,Tenure_Q4,California,8.985037037,38,189.3,341.4314074074,170.7157037037,-18.5842962963,0.9018262214,NO-GO
Lifestyle,Tenure_Q4,Illinois,61.114512987,43,253.926,"2,627.9240584416","1,313.9620292208","1,060.0360292208",5.1745864119,GO
Lifestyle,Tenure_Q4,New Jersey,-35.4360416667,13,574.054,-460.6685416667,-230.3342708333,-804.3882708333,-0.40124147,NO-GO
Lifestyle,Tenure_Q4,New York,3.5201269841,31,129.01,109.1239365079,54.561968254,-74.448031746,0.4229282091,NO-GO
Lifestyle,Tenure_Q4,Washington DC,132.5166666667,12,86.017,"1,590.2",795.1,709.083,9.2435216294,GO
More Bags,Tenure_Q1,California,26.81,1,0,26.81,13.405,13.405,,GO
More Bags,Tenure_Q1,Illinois,0,2,0,0,0,0,,NO-GO
More Bags,Tenure_Q1,New Jersey,0,0,0,0,0,0,,NO-GO
More Bags,Tenure_Q1,New York,0,2,0,0,0,0,,NO-GO
More Bags,Tenure_Q1,Washington DC,0,0,0,0,0,0,,NO-GO
More Bags,Tenure_Q2,California,0,1,0,0,0,0,,NO-GO
