"customer_id","frequency","recency","T","monetary_value","expected_purchases_180d","expected_avg_order_value","predicted_clv_180d","profit_margin_5pct","segment_name"
"12,472",2,292,354,"6,092.92",1.1765938061,"10,729.9079742963","141,766.4641965848","7,088.3232098292",Mid-Low
"12,474",5,240,300,"1,341.106",2.2177856866,"1,621.5558738605","39,842.6130411771","1,992.1306520589",Mid-Low
"12,476",1,194,227,"3,148.84",1.1306507836,"23,199.0036219753","284,146.2583549434","14,207.3129177472",Mid-High
"12,481",3,113,264,"2,610.3571",1.2406205327,"3,667.0273037849","49,883.0848380251","2,494.1542419013",Mid-Low
"12,494",3,99,263,101.79,1.1186390082,143.3766885626,"1,758.0684104265",87.9034205213,Low
"12,501",2,110,151,"4,702.38",1.7197121849,"8,281.2747547681","149,488.2777120314","7,474.4138856016",Mid-Low
"12,524",1,1,140,421.38,0.4235757721,"3,109.9260515566","13,750.0184809479",687.5009240474,Low
"12,539",3,88,141,"5,263.7466666667",2.0958514612,"7,394.1023256207","161,843.4892139355","8,092.1744606968",Mid-Low
"12,540",3,212,233,"1,056.7166666667",1.8748142362,"1,484.7113239774","30,216.7064015436","1,510.8353200772",Mid-Low
"12,553",2,54,123,831.02,1.5995592493,"1,464.109696048","24,217.4701911889","1,210.8735095594",Mid-Low
"12,557",2,196,332,124.07,1.0915798061,219.2255110944,"2,673.1642242428",133.6582112121,Low
"12,559",1,60,80,286.18,1.5613678653,"2,114.111892038","33,163.5472353934","1,658.1773617697",Mid-Low
"12,567",2,310,320,"4,175.635",1.2881443615,"7,353.7176149373","105,498.9164797487","5,274.9458239874",Mid-Low
"12,578",3,108,164,"2,059.7133333333",2.0100334966,"2,893.5673284933","61,431.3185559594","3,071.565927798",Mid-Low
"12,583",1,213,364,"1,685.62",0.7904348794,"12,421.672301777","110,505.4539432832","5,525.2726971642",Mid-Low
"12,585",1,10,170,"1,024.17",0.5065509866,"7,549.7693741618","40,503.9356691375","2,025.1967834569",Low
"12,600",3,315,330,283.1933333333,1.5761984293,398.1842905212,"7,007.4533051219",350.3726652561,Mid-Low
"12,621",2,76,263,774.485,0.8241039321,"1,364.5559406249","12,326.5231594018",616.3261579701,Low
"12,625",2,63,78,"2,047.645",2.1133034224,"3,606.4920731882","76,452.0145361012","3,822.6007268051",Mid-Low
"12,626",4,88,115,"1,273.6",2.83416152,"1,624.8806966306","47,395.6752577085","2,369.7837628854",Mid-Low
"12,637",1,40,96,210.53,1.3170720546,"1,556.912623047","20,845.5774463153","1,042.2788723158",Mid-Low
"12,647",3,121,309,626.2733333333,1.0129920139,880.0904962873,"9,900.8705274391",495.043526372,Low
"12,652",2,42,129,764.705,1.4054996236,"1,347.3341182488","19,649.1004197109",982.4550209855,Mid-Low
"12,662",1,344,356,"1,497.15",0.9102328525,"11,033.4985248209","112,827.8291762722","5,641.3914588136",Mid-Low
"12,665",1,28,131,115.53,0.9605008988,857.1911352196,"8,552.526194038",427.6263097019,Low
"12,668",1,153,184,"5,341.35",1.2341821676,"39,347.912666991","517,467.2344682288","25,873.3617234114",Mid-High
"12,681",6,258,286,"2,272.35",2.6899450994,"2,654.8996330651","78,813.9687540632","3,940.6984377032",Mid-Low
"12,682",5,309,329,"2,260.15",2.1998110589,"2,732.6480970489","67,100.6741896795","3,355.033709484",Mid-Low
"12,683",4,171,263,"2,447.4175",1.885647831,"3,122.2075218666","64,534.1533512489","3,226.7076675624",Mid-Low
"12,691",3,121,186,186.02,1.897024204,261.6900840146,"5,294.2635265209",264.713176326,Mid-Low
"12,708",2,179,302,"1,306.495",1.1577905451,"2,301.3843375939","29,535.8846158324","1,476.7942307916",Mid-Low
"12,709",3,226,279,959.93,1.6673324844,"1,348.7602475461","24,768.3322323151","1,238.4166116158",Mid-Low
"12,712",6,318,328,495.135,2.532095475,578.6202201621,"16,350.2256957411",817.5112847871,Mid-Low
"12,720",2,271,305,"2,804.575",1.302270576,"4,939.3871663588","71,359.8805525867","3,567.9940276293",Mid-Low
"12,721",1,85,263,"2,080.8",0.748481724,"15,332.3663813521","125,793.3416756115","6,289.6670837806",Mid-Low
"12,725",1,1,326,"3,469.24",0.0903464601,"25,558.90640829","25,756.5124141545","1,287.8256207077",Low
"12,726",1,143,187,"1,320.52",1.2052376328,"9,732.532141716","125,148.1617930654","6,257.4080896533",Mid-Low
"12,731",1,217,251,"11,311.2",1.0792930573,"83,318.7792365332","982,012.3008342524","49,100.6150417126",Mid-High
"12,735",1,114,155,"2,318.2",1.2876415129,"17,080.9335519861","231,318.5153287726","11,565.9257664386",Mid-Low
"12,744",1,1,69,"9,028.6",0.8403479366,"66,506.3132563767","556,454.6133575684","27,822.7306678784",Mid-High
"12,747",2,211,305,649.8,1.2198536056,"1,144.9953145539","15,494.9878863022",774.7493943151,Mid-Low
"12,748",33,250,357,"2,248.5418969697",0.8705339102,"2,309.038678771","22,587.4254479446","1,129.3712723972",Low
"12,753",1,88,240,165.66,0.8415652873,"1,226.4231161121","11,230.5801764774",561.5290088239,Low
"12,763",1,1,305,102.12,0.1054238067,758.4199230958,887.0094449712,44.3504722486,Low
"12,766",2,128,270,"1,159.2",1.1132585143,"2,042.0092530437","24,971.338170878","1,248.5669085439",Low
"12,775",1,10,23,249.1,1.626290979,"1,840.999547105","28,306.4205397992","1,415.32102699",Mid-Low
"12,779",2,323,330,"1,173.695",1.2680428355,"2,067.5338251647","29,271.9563047067","1,463.5978152353",Mid-Low
"12,782",3,124,188,922.4233333333,1.8970299469,"1,296.0766302432","26,242.8214425313","1,312.1410721266",Mid-Low
"12,793",1,182,326,"1,449.9",0.8315670766,"10,685.4791532435","99,111.7023847579","4,955.5851192379",Mid-Low
"12,797",1,51,263,54.96,0.5689050287,411.0634455595,"2,563.3971433692",128.1698571685,Low
"12,826",2,203,256,"3,833.775",1.3930462888,"6,751.7286376853","102,873.6101995945","5,143.6805099797",Mid-Low
"12,829",2,124,213,204.135,1.3893363733,360.2137737273,"5,394.1138245502",269.7056912275,Mid-Low
"12,836",1,1,26,"2,986.98",1.2770663212,"22,006.8255165043","266,899.5515361248","13,344.9775768062",Mid-High
"12,839",2,96,281,"1,179.815",0.8820114731,"2,078.3106710688","20,201.1313311544","1,010.0565665577",Low
"12,841",4,299,333,"2,334.405",1.8567031091,"2,978.0482740815","61,781.6791999417","3,089.0839599971",Mid-Low
"12,853",1,16,44,634.1,1.5047358906,"4,676.7129451424","68,374.6177786986","3,418.7308889349",Mid-Low
"12,854",1,3,71,"4,632.15",0.9136765592,"34,124.3076231257","310,960.3423128398","15,548.017115642",Mid-High
"12,867",1,1,213,"3,909.21",0.2200003158,"28,799.5007556525","68,290.5560464543","3,414.5278023227",Low
"12,868",2,307,356,"2,102.91",1.1847259453,"3,703.8094569939","49,296.606098777","2,464.8303049388",Mid-Low
"12,872",1,142,257,"1,800.34",0.9492254238,"13,266.6412394987","137,781.2365354917","6,889.0618267746",Mid-Low
"12,877",1,77,199,222.96,0.9565697019,"1,648.4656556122","16,905.4678183613",845.2733909181,Low
"12,916",1,1,87,"2,717.03",0.7045095659,"20,018.5116676726","142,449.4757162578","7,122.4737858129",Mid-Low
"12,921",2,189,353,"2,223.49",1.0007811325,"3,916.1414960656","43,999.5513769403","2,199.977568847",Low
"12,931",1,4,189,8.39,0.3346502908,68.0526067372,243.1759034416,12.1587951721,Low
"12,944",1,1,179,"1,026.87",0.2962210902,"7,569.6561953948","23,842.4273830297","1,192.1213691515",Low
"12,947",4,286,351,"1,066.095",1.7545208127,"1,360.1863954547","26,779.7480148015","1,338.9874007401",Mid-Low
"12,951",1,47,127,784.57,1.1591211246,"5,784.9981269676","69,499.3316209146","3,474.9665810457",Mid-Low
"12,957",1,15,167,29.4,0.5971170627,222.8015378872,"1,407.1120845754",70.3556042288,Low
"12,963",1,1,265,200.22,0.1433941855,"1,480.9744278944","2,329.2266966085",116.4613348304,Low
"12,967",2,143,334,185.095,0.9072624665,326.6858086922,"3,312.4921936835",165.6246096842,Low
"12,971",14,324,336,305.0685714286,4.9789083687,325.2043799813,"18,104.790949468",905.2395474734,Mid-Low
"12,980",2,70,200,166.09,1.139605163,293.2194759459,"3,583.8377625951",179.1918881298,Low
"12,989",1,129,246,20.59,0.9547922403,157.9115767529,"1,643.8266415254",82.1913320763,Low
"12,997",1,18,58,331.89,1.3960193799,"2,450.7884100232","33,726.5820504836","1,686.3291025242",Mid-Low
"13,001",1,46,111,67.65,1.2564735873,504.5315053546,"6,508.2372066921",325.4118603346,Mid-Low
"13,004",2,139,190,"2,019.05",1.5704626096,"3,556.138493347","59,658.0342940407","2,982.901714702",Mid-Low
"13,008",1,129,223,"1,949.55",1.0362484322,"14,365.6459047485","161,034.6896767811","8,051.7344838391",Mid-Low
"13,021",1,56,257,565.91,0.6190155946,"4,174.4602266692","28,272.3331069338","1,413.6166553467",Low
"13,047",2,351,364,"1,160.58",1.1946635049,"2,044.4393261397","27,488.9006860507","1,374.4450343025",Mid-Low
"13,050",8,275,279,"1,081.43125",3.4654207269,"1,212.5252695799","46,279.2766684383","2,313.9638334219",Mid-Low
"13,065",1,1,350,662.54,0.0761726207,"4,886.1874621299","4,175.5867870776",208.7793393539,Low
"13,069",4,319,322,"1,662.705",1.9281774279,"2,121.2247657329","45,575.4082947648","2,278.7704147382",Mid-Low
"13,078",7,228,279,354.42,2.9676650625,404.4789933194,"13,220.5843332763",661.0292166638,Mid-Low
"13,081",5,203,325,"2,950.024",1.8420921593,"3,566.6817628797","73,265.6935757837","3,663.2846787892",Mid-Low
"13,089",19,304,324,"1,599.8347368421",6.614587224,"1,676.1191958737","123,601.4518983146","6,180.0725949157",Mid-Low
"13,090",4,257,349,196.755,1.6960698974,251.2524238188,"4,779.7058124434",238.9852906222,Mid-Low
"13,093",6,334,353,"1,986.7533333333",2.4156175112,"2,321.243615423","62,950.5683656529","3,147.5284182826",Mid-Low
"13,094",2,149,302,82.49,1.0597921463,146.0063521576,"1,715.2336112905",85.7616805645,Low
"13,097",1,55,213,"2,209.61",0.7748106609,"16,281.1150639527","135,966.5627888692","6,798.3281394435",Mid-Low
"13,098",1,2,60,474.99,0.9677433676,"3,504.7899353717","33,498.0782105106","1,674.9039105255",Low
"13,102",7,251,258,951.9914285714,3.2408331042,"1,086.2192078181","38,527.3967699992","1,926.3698385",Mid-Low
"13,107",1,21,139,93.39,0.8255974357,694.1192011091,"5,978.5527819633",298.9276390982,Low
"13,113",5,264,271,"2,009.95426",2.4609250354,"2,430.1701515002","65,713.2397596456","3,285.6619879823",Mid-Low
"13,115",1,116,268,125,0.8456928024,926.942319322,"8,605.8272796842",430.2913639842,Low
"13,117",2,267,342,523.445,1.1839982927,922.4939478521,"12,230.5014587327",611.5250729366,Low
"13,124",1,1,205,"4,471.28",0.2356566939,"32,939.4213521067","83,413.8664595109","4,170.6933229755",Low
"13,126",2,141,277,730.56,1.1365978321,"1,287.2074183474","16,104.3150729719",805.2157536486,Low
"13,138",1,1,340,289.48,0.0817266021,"2,138.4180068784","1,956.0413596739",97.8020679837,Low
"13,141",2,20,41,390.065,2.1114884676,687.6221003535,"14,058.770478602",702.9385239301,Mid-Low
"13,148",4,210,246,"4,580.3625",2.157300142,"5,843.0016531969","137,429.4300073009","6,871.471500365",Mid-Low
"13,155",2,183,297,"2,034.72",1.1877952782,"3,583.7321494446","47,121.473925784","2,356.0736962892",Mid-Low
"13,162",1,15,146,203.98,0.6993690385,"1,508.6686678337","11,047.5726382355",552.3786319118,Low
"13,174",3,256,304,"7,293.7733333333",1.6074672266,"10,245.572678125","182,659.4821860514","9,132.9741093026",Mid-Low
"13,198",2,165,233,"2,165.57",1.41691462,"3,814.1488629338","58,666.2301803656","2,933.3115090183",Mid-Low
"13,199",5,259,277,329.046,2.4147652735,398.0105426249,"10,579.2869992826",528.9643499641,Mid-Low
"13,209",2,123,233,114.25,1.2762038588,201.9332518169,"2,797.5300074534",139.8765003727,Mid-Low
"13,225",1,75,233,477.15,0.8086773695,"3,520.6993923581","30,906.5903818682","1,545.3295190934",Low
"13,230",2,243,254,"4,937.58",1.4532315342,"8,695.4437346127","138,126.1758090256","6,906.3087904513",Mid-Low
"13,233",1,1,148,255.7,0.3930889075,"1,889.6117767856","7,785.1768964702",389.2588448235,Low
"13,246",1,16,125,213.12,0.8357817971,"1,575.989240452","13,636.4351439721",681.8217571986,Low
"13,267",5,149,279,"1,275.80226",1.7735469511,"1,542.6059240658","30,132.660635595","1,506.6330317798",Mid-Low
"13,269",1,93,320,"1,959.26",0.6122349408,"14,437.1648062938","98,441.1184350141","4,922.0559217507",Low
"13,280",2,106,152,"3,080.05",1.6972651614,"5,424.4773012341","96,688.7284231614","4,834.4364211581",Mid-Low
"13,284",1,36,128,125,1.0618825134,926.942319322,"10,207.5733453876",510.3786672694,Low
"13,295",1,126,335,799.42,0.6844720054,"5,894.375643749","45,101.4991312859","2,255.0749565643",Low
"13,310",2,30,99,489.89,1.5372712422,863.4061922455,"13,520.6679330476",676.0333966524,Mid-Low
"13,319",4,119,286,"1,610.1075",1.2318982555,"2,054.1311607301","27,926.3826579991","1,396.3191329",Mid-Low
"13,324",1,190,224,"1,890.94",1.1360796645,"13,933.9545742057","171,304.1624865975","8,565.2081243299",Mid-Low
"13,329",2,103,279,18.11,0.936161567,32.6381594603,336.5241711027,16.8262085551,Low
"13,369",1,87,263,536.99,0.7570830662,"3,961.4502747959","32,874.942844528","1,643.7471422264",Low
"13,370",2,67,334,"1,601.6",0.4665949055,"2,821.0413817989","14,710.9628742034",735.5481437102,Low
"13,396",1,43,77,204.5,1.4867288661,"1,512.4987222934","22,538.330710298","1,126.9165355149",Mid-Low
"13,408",10,330,362,769.951,3.5283798996,842.8803282224,"33,456.7444006887","1,672.8372200344",Mid-Low
"13,418",2,141,347,920.92,0.8495615792,"1,622.4166317964","15,452.5757984037",772.6287899202,Low
"13,426",1,56,207,655.27,0.8062755867,"4,832.6403545877","41,902.7069313358","2,095.1353465668",Low
"13,448",2,138,362,618.81,0.7819392129,"1,090.4243252453","9,592.0392033902",479.6019601695,Low
"13,455",1,152,270,237.63,0.9298129733,"1,756.5173843115","17,940.5659380714",897.0282969036,Low
"13,458",4,104,208,552.5775,1.8405375166,705.1411878495,"13,962.384762617",698.1192381308,Mid-Low
"13,468",6,334,353,"1,422.5466666667",2.4156175112,"1,662.0939421294","45,074.8717794897","2,253.7435889745",Mid-Low
"13,473",1,12,137,125,0.6973477898,926.942319322,"6,736.5120916131",336.8256045807,Low
"13,488",4,274,285,"2,168.41",2.051102248,"2,766.3043135808","62,600.1863681281","3,130.0093184064",Mid-Low
"13,491",5,321,340,698.038,2.1608903042,844.109033686,"20,415.1820496772","1,020.7591024839",Mid-Low
"13,495",2,80,289,199.94,0.732351378,352.8267036999,"2,854.0404533601",142.702022668,Low
"13,496",1,18,211,64.79,0.4652097048,483.4662058263,"2,422.3889665773",121.1194483289,Low
"13,506",2,289,318,702.925,1.2780433635,"1,238.5443241382","17,620.2448991511",881.0122449576,Mid-Low
"13,520",1,233,333,"3,641.02",0.8824538284,"26,824.1501680689","264,486.4779330329","13,224.3238966516",Mid-High
"13,534",5,147,194,704.232,2.7069431454,851.5973642017,"24,664.9742522065","1,233.2487126103",Mid-Low
"13,564",1,114,287,"3,889",0.78042325,"28,650.6442159789","246,830.6966196638","12,341.5348309832",Mid-High
"13,576",3,332,349,450.9966666667,1.5251294995,633.8886967284,"10,843.4352318132",542.1717615907,Mid-Low
"13,584",1,1,3,"2,734.66",1.5781517003,"20,148.3652448346","288,871.7468291812","14,443.5873414591",Mid-High
"13,593",1,1,147,"1,724.75",0.3967621683,"12,709.8838998684","52,827.2834032603","2,641.364170163",Low
"13,599",4,161,279,222.66,1.6964010461,284.2969570685,"5,311.7856147162",265.5892807358,Mid-Low
"13,615",2,41,75,853.175,1.9655405769,"1,503.1229347745","29,564.3506271777","1,478.2175313589",Mid-Low
"13,629",1,142,163,"1,072.58",1.3062011793,"7,906.3327133799","109,027.6789288216","5,451.3839464411",Mid-Low
"13,649",1,1,269,705.59,0.1389351582,"5,203.2717784559","7,938.6486139808",396.932430699,Low
"13,659",1,1,86,896.56,0.7114272177,"6,609.8592787759","47,461.5620429963","2,373.0781021498",Low
"13,668",2,225,237,"2,008.125",1.5015009534,"3,536.9004146701","57,727.8817183939","2,886.3940859197",Mid-Low
"13,672",1,5,139,184.56,0.54156536,"1,365.6308647431","7,715.745172902",385.7872586451,Low
"13,680",2,15,166,"1,587.85",0.6370761726,"2,796.8286969653","18,836.9194017815",941.8459700891,Low
"13,694",7,349,360,844.0414285714,2.6975622262,963.0642967289,"29,212.78500793","1,460.6392503965",Mid-Low
"13,700",1,1,117,65.08,0.5268348827,485.6021977365,"2,636.1678755327",131.8083937766,Low
"13,715",4,196,348,"1,478.5725",1.4366991387,"1,886.3445295396","30,390.1181600019","1,519.5059080001",Mid-Low
"13,725",1,1,9,58.83,1.4966363518,439.5678893268,"6,064.9111483663",303.2455574183,Mid-Low
"13,742",1,1,82,255.5,0.7398106222,"1,888.1386789165","14,055.8381911044",702.7919095552,Low
"13,756",2,85,286,867.215,0.7826091326,"1,527.8462871427","13,195.8159111182",659.7907955559,Low
"13,758",2,215,360,317.8,1.0429979121,560.3690334808,"6,572.0941287834",328.6047064392,Low
"13,764",1,1,155,"3,748.48",0.3684195033,"27,615.6456531419","107,004.400345596","5,350.2200172798",Low
"13,767",8,225,362,618.9925,2.1303961336,694.079344467,"16,634.5825464576",831.7291273229,Mid-Low
"13,769",3,197,284,658.4866666667,1.5710376599,925.3388501457,"16,034.3748337991",801.71874169,Mid-Low
"13,777",9,333,351,598.1566666667,3.3297769002,661.8009738645,"24,728.1754337876","1,236.4087716894",Mid-Low
"13,784",2,109,132,121.94,1.8512958693,215.4747460983,"4,146.0090132348",207.3004506617,Mid-Low
"13,798",6,254,335,"1,811.8366666667",2.3095086562,"2,116.8924964118","54,653.2352493669","2,732.6617624683",Mid-Low
"13,802",1,199,224,"1,103.27",1.1459860937,"8,132.3795813949","100,851.3528252388","5,042.5676412619",Mid-Low
"13,815",1,1,71,658,0.8240208552,"4,852.7481405011","39,881.7888274299","1,994.0894413715",Low
"13,819",1,68,80,"1,201.35",1.595697174,"8,854.7867764066","141,956.8503774618","7,097.8425188731",Mid-Low
"13,838",1,1,324,"2,322.85",0.091665438,"17,115.183077443","17,490.5349181813",874.5267459091,Low
"13,842",3,266,278,691.4166666667,1.7320576804,971.5938675057,"18,529.3710364104",926.4685518205,Mid-Low
"13,854",7,242,263,436.0942857143,3.1737763725,497.6572183811,"17,313.062452037",865.6531226019,Mid-Low
"13,859",1,1,109,624.76,0.5689622355,"4,607.9192746549","26,882.1507302763","1,344.1075365138",Low
"13,862",1,14,132,369,0.7605012487,"2,724.1217196366","21,532.0050264925","1,076.6002513246",Low
"13,869",1,152,186,"8,128.5",1.2244978813,"59,876.6362964456","781,917.3487750804","39,095.867438754",Mid-High
"13,890",1,143,201,25.99,1.1494348652,197.6852192189,"2,437.9758739077",121.8987936954,Low
"13,911",1,1,5,"2,084.16",1.5509804067,"15,357.1144255532","217,542.2209823217","10,877.1110491161",Mid-Low
"13,929",1,22,109,11.99,1.0316986761,94.5683683812,"1,000.4018306393",50.020091532,Low
"13,939",1,6,25,167.54,1.4981716129,"1,240.2702360818","17,620.5132071031",881.0256603552,Mid-Low
"13,941",1,23,348,28.03,0.2108899472,212.7108174838,503.0266509289,25.1513325464,Low
"13,963",3,282,287,"1,522.4533333333",1.7107068634,"2,138.906817505","40,392.621553827","2,019.6310776913",Mid-Low
"13,969",1,166,254,"1,411.87",1.0051751517,"10,405.3695934322","114,326.9665435934","5,716.3483271797",Mid-Low
"13,982",1,147,258,"2,486.14",0.9568268987,"18,317.8938326781","191,824.6587771243","9,591.2329388562",Mid-Low
"13,983",2,169,278,"3,856.01065",1.2268973093,"6,790.8838948142","91,737.7494248316","4,586.8874712416",Mid-Low
"13,984",1,163,267,66.46,0.9599336837,495.7665730334,"5,222.9355973073",261.1467798654,Low
"13,999",2,143,232,"1,375.75",1.3585436124,"2,423.3370276412","35,726.0715156013","1,786.3035757801",Mid-Low
"14,030",1,1,266,26.49,0.1422636864,201.3679638917,314.3034118697,15.7151705935,Low
"14,031",4,239,336,470.0675,1.7088330898,599.891064768,"11,462.3860960548",573.1193048027,Mid-Low
"14,032",4,107,277,330.345,1.1625005412,421.6604221519,"5,395.6392388046",269.7819619402,Low
"14,040",2,90,129,"3,469.825",1.798170565,"6,110.8408816716","114,016.706229177","5,700.8353114588",Mid-Low
"14,044",1,1,15,"6,650.64",1.4165264554,"48,991.4742122284","647,420.0716040063","32,371.0035802003",Mid-High
"14,045",1,203,361,150.72,0.7829976832,"1,116.3827052896","9,831.460254312",491.5730127156,Low
"14,047",2,196,348,58.01,1.0366607027,102.8989685411,"1,196.1708028185",59.8085401409,Low
"14,049",1,1,64,"6,685.89",0.8825986185,"49,251.1077116592","430,897.6542206795","21,544.882711034",Mid-High
"14,051",3,232,272,"1,056.46",1.7116831398,"1,484.3507979792","27,925.8895814006","1,396.29447907",Mid-Low
"14,057",1,6,220,693.47,0.288564742,"5,114.0020475878","15,946.5898591954",797.3294929598,Low
"14,060",4,280,344,964.345,1.7749620776,"1,230.3936427757","24,466.3562192684","1,223.3178109634",Mid-Low
"14,062",3,149,243,"1,287.2266666667",1.625112298,"1,808.4964454975","32,011.5755871653","1,600.5787793583",Mid-Low
"14,083",1,157,331,"2,055.57",0.7718693914,"15,146.5350851639","130,565.7901211393","6,528.289506057",Mid-Low
"14,085",5,284,297,"2,375.95",2.3366319397,"2,872.6462684588","74,304.3414023697","3,715.2170701185",Mid-Low
"14,092",3,260,348,"1,046.4566666667",1.4358130289,"1,470.299648359","23,672.7811742957","1,183.6390587148",Mid-Low
"14,099",1,60,178,"2,707.27",0.9630537387,"19,946.62449166","204,169.552178796","10,208.4776089398",Mid-Low
"14,107",1,68,245,17.99,0.7286322323,138.7613044545,"1,101.9656633301",55.0982831665,Low
"14,113",3,152,178,132.9066666667,2.084150391,187.0846131557,"4,144.1757701525",207.2087885076,Mid-Low
"14,133",1,31,44,107.41,1.6850179782,797.3833617337,"13,054.6618284963",652.7330914248,Mid-Low
"14,135",7,235,348,777.5757142857,2.293648454,887.2367920199,"22,819.8054677451","1,140.9902733873",Mid-Low
"14,146",1,141,186,"4,608.23",1.2057106993,"33,948.12511798","436,520.1795069251","21,826.0089753463",Mid-High
"14,156",5,323,336,"1,801.418",2.1830969049,"2,178.0570679712","53,167.3804538568","2,658.3690226928",Mid-Low
"14,175",2,35,122,517.895,1.3742705323,912.720827792,"12,963.2172647278",648.1608632364,Mid-Low
"14,176",2,173,286,183.285,1.2049712557,323.4985389069,"4,301.9036983961",215.0951849198,Low
"14,180",9,327,342,"1,125.9212555556",3.3862178864,"1,245.6279859235","47,231.6283518591","2,361.581417593",Mid-Low
"14,189",2,234,300,"2,251.955",1.275394813,"3,966.2661559775","56,043.1864540001","2,802.1593227",Mid-Low
"14,210",1,164,330,"2,673.19",0.7888226105,"19,695.6086147636","173,465.837106012","8,673.2918553006",Mid-Low
"14,215",4,248,288,795.4125,1.9929001002,"1,014.9025942062","22,334.0235155681","1,116.7011757784",Mid-Low
"14,217",4,248,270,169.415,2.0920248711,216.377398185,"4,972.4087579615",248.6204378981,Mid-Low
"14,224",1,1,83,64.93,0.7326066041,484.4973743347,"3,574.3555520313",178.7177776016,Low
"14,229",2,98,139,172.55,1.7576659745,304.5950355113,"5,585.3814767509",279.2690738375,Mid-Low
"14,233",1,41,61,"1,511.94",1.6066131991,"11,142.4341122416","176,967.8116902866","8,848.3905845143",Mid-Low
"14,243",2,204,265,"1,668.2",1.3583881059,"2,938.3188225202","43,777.9524851879","2,188.8976242594",Mid-Low
"14,290",1,184,233,38.91,1.098945779,292.8473415634,"3,493.5294800264",174.6764740013,Low
"14,298",7,187,219,"2,391.9028571429",3.4028048741,"2,728.9442097816","100,308.6843070066","5,015.4342153503",Mid-Low
"14,299",8,220,270,338.38625,3.339507868,379.4881323903,"13,920.9461957417",696.0473097871,Mid-Low
"14,307",1,262,361,"3,163.47",0.8495495078,"23,306.7607311007","222,697.3561758448","11,134.8678087922",Mid-High
"14,309",2,181,197,420.665,1.624184748,741.5063298741,"12,901.4296148594",645.071480743,Mid-Low
"14,312",1,134,153,"1,145.46",1.3384939074,"8,443.1295768838","118,741.1003816377","5,937.0550190819",Mid-Low
"14,320",2,46,137,630.915,1.3820367623,"1,111.7402925115","16,012.3802963067",800.6190148153,Mid-Low
"14,329",1,1,121,97.46,0.5070511498,724.0967427455,"3,792.2521038412",189.6126051921,Low
"14,334",1,114,193,"2,180.92",1.1159666666,"16,069.7991746288","191,802.350963758","9,590.1175481879",Mid-Low
"14,341",1,8,66,204,1.1187722209,"1,508.8159776206","16,762.881790973",838.1440895486,Low
"14,344",2,108,300,26.14,0.8701780493,46.7783674032,450.971922816,22.5485961408,Low
"14,388",1,81,347,172.99,0.4970077342,"1,280.412153015","7,134.3853630229",356.7192681511,Low
"14,395",1,193,335,"1,596.86",0.8272815884,"11,767.9114674658","108,830.4009227628","5,441.5200461381",Mid-Low
"14,401",1,172,212,595.17,1.1550118968,"4,389.9744449201","54,631.0404469116","2,731.5520223456",Mid-Low
"14,404",1,188,304,"1,124.67",0.8968848067,"8,290.0010533897","82,462.2365108389","4,123.1118255419",Mid-Low
"14,409",1,217,290,"1,924.99",0.9705438348,"14,184.7494864217","152,102.9705571266","7,605.1485278563",Mid-Low
