"CustomerID","frequency","recency","T","monetary_value","predicted_purchases_6m","predicted_avg_value","predicted_LTV_6m","Gender","Location","Tenure_Months","Marketing_Spend","ROI_pct","ROI_ratio","Coupon_Count","Coupon_Usage_Quartile"
"12,481",3,113,151,"3,574.8666666667",2.0172266901,"2,257.2429553561","4,553.3707355555",F,California,49,"1,898.158",139.8836522331,2.3988365223,12,Q4
"12,483",0,0,53,0,0.7661756189,"1,389.0011985875","1,064.2188529248",F,New York,39,99.338,971.3109312899,10.7131093129,5,Q2
"12,484",0,0,36,0,0.8748897023,"1,389.0011985875","1,215.2228451081",M,California,44,"1,033.04",17.6356041497,1.1763560415,9,Q3
"12,489",0,0,37,0,0.8676117655,"1,389.0011985875","1,205.1137821575",M,California,2,116.338,935.8728722838,10.3587287228,6,Q2
"12,490",0,0,10,0,1.1225435646,"1,389.0011985875","1,559.2143566762",F,New York,26,543.438,186.9166964173,2.8691669642,9,Q3
"12,494",3,99,150,101.79,1.8840049124,877.7114926497,"1,653.6127638355",F,California,28,96.085,"1,620.989502873",17.2098950287,7,Q3
"12,500",0,0,27,0,0.9466223549,"1,389.0011985875","1,314.8595855955",F,Washington DC,46,13.152,"9,897.4116909635",99.9741169096,1,Q1
"12,501",1,1,38,"9,002.18",1.29122787,"2,760.0704697265","3,563.8799137672",M,Chicago,8,"2,004.246",77.8164912774,1.7781649128,10,Q4
"12,503",0,0,44,0,0.8199893717,"1,389.0011985875","1,138.9662201367",F,Chicago,36,1.063,"107,046.3988839762","1,071.4639888398",1,Q1
"12,515",0,0,58,0,0.7393186428,"1,389.0011985875","1,026.9144809555",F,New York,28,127.114,707.868905829,8.0786890583,3,Q1
"12,523",0,0,18,0,1.0318787752,"1,389.0011985875","1,433.2808555108",F,Chicago,35,99.554,"1,339.7019261012",14.397019261,4,Q1
"12,524",1,1,27,421.38,1.5293207672,"1,214.7407843647","1,857.7283083164",F,Washington DC,20,109.55,"1,595.7812033924",16.9578120339,5,Q2
"12,530",0,0,38,0,0.8604588021,"1,389.0011985875","1,195.1783075143",M,California,29,246.736,384.3955918529,4.8439559185,6,Q2
"12,539",1,1,28,"1,655.36",1.5053386409,"1,436.9701715015","2,163.1267250284",M,Chicago,13,"3,804.8",-43.1474262766,0.5685257372,10,Q4
"12,540",1,98,120,"1,523.08",0.9462531765,"1,413.1476595236","1,337.1954616777",F,Chicago,25,979.145,36.5676648175,1.3656766482,13,Q4
"12,551",0,0,75,0,0.6609263401,"1,389.0011985875",918.027478553,M,Chicago,41,504.078,82.1201239794,1.8212012398,4,Q1
"12,553",1,1,10,"1,596.05",2.0308487036,"1,426.2889408891","2,896.5770465797",F,Chicago,8,294.34,884.0922221172,9.8409222212,11,Q4
"12,557",2,196,219,124.07,1.1803172779,"1,002.923636507","1,183.7680966143",M,New York,50,55.524,"2,031.99354624",21.3199354624,1,Q1
"12,567",1,34,207,"1,474.15",0.3386923553,"1,404.335779337",475.6377927494,F,Washington DC,23,"3,201.252",-85.1421321174,0.1485786788,14,Q4
"12,577",0,0,89,0,0.6081205944,"1,389.0011985875",844.6802345201,F,New Jersey,10,"1,779.66",-52.5369882719,0.4746301173,7,Q3
"12,578",2,41,51,"2,461.57",2.5759887703,"1,716.3666303796","4,421.3411655718",F,Chicago,8,"1,135.02",289.5386130264,3.8953861303,9,Q3
"12,583",1,213,251,"1,685.62",0.5843754649,"1,442.4197422034",842.9147074771,M,Chicago,33,390.128,116.061063927,2.1606106393,12,Q4
"12,585",1,10,57,"1,024.17",1.0883765705,"1,323.2981777359","1,440.2467324145",F,New Jersey,4,370.155,289.0928752589,3.8909287526,8,Q3
"12,586",0,0,189,0,0.3888325667,"1,389.0011985875",540.0889012507,M,California,3,5.697,"9,380.2334781589",94.8023347816,1,Q1
"12,600",1,140,217,429.86,0.5845392861,"1,216.2679608205",710.9564055486,M,New York,39,232.136,206.2671905903,3.0626719059,5,Q2
"12,601",0,0,23,0,0.982620813,"1,389.0011985875","1,364.8614869977",F,California,10,114.466,"1,092.3728329789",11.9237283298,5,Q2
"12,605",0,0,143,0,0.4657692238,"1,389.0011985875",646.9540100703,F,New York,37,28.319,"2,184.522794132",22.8452279413,2,Q1
"12,621",2,76,150,774.485,1.1686066707,"1,201.4408663935","1,404.0118109375",M,California,44,514.457,172.9114019126,2.7291140191,10,Q4
"12,626",1,1,2,"2,771.15",2.3476878665,"1,637.9145367856","3,845.312084384",F,California,30,"1,254.133",206.6111875203,3.0661118752,15,Q4
"12,643",0,0,22,0,0.9920739694,"1,389.0011985875","1,377.9919326149",M,New York,48,12.158,"11,234.0346489131",113.3403464891,1,Q1
"12,647",3,121,196,626.2733333333,1.4683541319,"1,086.0401100231","1,594.6914829662",M,New York,28,921.423,73.0683391847,1.7306833918,11,Q4
"12,649",0,0,144,0,0.4637688199,"1,389.0011985875",644.1754466999,M,Chicago,33,1.438,"44,696.6235535409",447.9662355354,2,Q1
"12,651",0,0,31,0,0.9132778488,"1,389.0011985875","1,268.5440266715",M,New York,44,487.094,160.4310516392,2.6043105164,5,Q2
"12,652",1,1,16,"1,476.13",1.8310695149,"1,404.6923606321","2,572.0893593242",M,New York,21,543.415,373.3195365097,4.7331953651,11,Q4
"12,662",0,0,243,0,0.3259185768,"1,389.0011985875",452.7012938697,M,Chicago,21,549.814,-17.6628289076,0.8233717109,10,Q4
"12,665",0,0,18,0,1.0318787752,"1,389.0011985875","1,433.2808555108",F,Chicago,10,24.24,"5,812.8748164636",59.1287481646,2,Q1
"12,666",0,0,92,0,0.5979102593,"1,389.0011985875",830.4980667826,M,California,13,11.394,"7,188.9070281076",72.8890702811,2,Q1
"12,668",0,0,71,0,0.6777931762,"1,389.0011985875",941.4555341147,F,California,32,"1,514.901",-37.8536594725,0.6214634053,12,Q4
"12,672",0,0,10,0,1.1225435646,"1,389.0011985875","1,559.2143566762",F,California,43,51.03,"2,955.4857077723",30.5548570777,3,Q1
"12,673",0,0,0,0,1.2628819396,"1,389.0011985875","1,754.1445277588",M,California,4,530.949,230.3791000188,3.3037910002,5,Q2
"12,678",0,0,59,0,0.7341789266,"1,389.0011985875","1,019.7754089991",M,New York,27,20.298,"4,924.0191595188",50.2401915952,4,Q1
"12,681",3,148,173,"3,499.1366666667",1.9680250001,"2,227.1624452788","4,383.1113716063",M,Chicago,27,"3,201.065",36.9266594588,1.3692665946,26,Q4
"12,682",2,169,216,"3,281.39",1.1235489994,"1,966.5890197856","2,209.5591254186",F,Chicago,33,"2,283.405",-3.2340243882,0.9676597561,16,Q4
"12,683",2,99,150,"2,599.73",1.3402166129,"1,758.535308041","2,356.8182341239",M,Chicago,15,"1,879.162",25.4185766913,1.2541857669,11,Q4
"12,686",0,0,221,0,0.3488915074,"1,389.0011985875",484.6107219438,M,Chicago,30,95.858,405.5506289968,5.05550629,3,Q1
"12,691",0,0,73,0,0.6692504337,"1,389.0011985875",929.5896545442,F,California,7,296.574,213.442734206,3.1344273421,5,Q2
"12,705",0,0,73,0,0.6692504337,"1,389.0011985875",929.5896545442,F,New Jersey,45,493.314,88.4377201021,1.884377201,5,Q2
"12,708",2,179,189,"1,306.495",1.3356457465,"1,363.8189657176","1,821.57900049",F,California,25,649.279,180.5541224173,2.8055412242,9,Q3
"12,709",1,91,166,"1,129.49",0.6679629149,"1,342.2654211703",896.583523296,M,Washington DC,36,702.1,27.7002596918,1.2770025969,15,Q4
"12,712",4,197,215,168.1075,2.2893715068,818.005242734,"1,872.7178951453",M,Chicago,37,936.449,99.9807672543,1.9998076725,12,Q4
"12,720",1,118,192,"1,771.67",0.6277623384,"1,457.9166212153",915.225147331,F,Chicago,20,"1,675.313",-45.3699011868,0.5463009881,14,Q4
"12,721",1,85,150,"2,080.8",0.7270809603,"1,513.5883261421","1,100.5012536183",F,California,5,194.475,465.8831487946,5.6588314879,6,Q2
"12,724",0,0,19,0,1.0216158285,"1,389.0011985875","1,419.0256102324",M,California,19,105.808,"1,241.1326272422",13.4113262724,4,Q1
"12,725",1,1,213,"3,469.24",0.1981919621,"1,763.6346561281",349.538212843,F,New Jersey,48,962.558,-63.6865297631,0.3631347024,7,Q3
"12,726",0,0,74,0,0.6650615955,"1,389.0011985875",923.7713532767,M,Chicago,25,456.635,102.299725881,2.0229972588,11,Q4
"12,728",0,0,21,0,1.0017200248,"1,389.0011985875","1,391.3903150385",F,California,5,109.104,"1,175.2880875481",12.7528808755,5,Q2
"12,731",0,0,138,0,0.4760404316,"1,389.0011985875",661.220730114,F,California,28,"2,283.065",-71.0380243176,0.2896197568,10,Q4
"12,734",0,0,58,0,0.7393186428,"1,389.0011985875","1,026.9144809555",F,California,27,7.995,"12,744.4587986931",128.4445879869,2,Q1
"12,735",0,0,42,0,0.8330326979,"1,389.0011985875","1,157.0834157903",M,Washington DC,5,502.294,130.3597924304,2.3035979243,11,Q4
"12,736",0,0,24,0,0.973354634,"1,389.0011985875","1,351.9907533312",F,New York,3,28.37,"4,665.5648689857",47.6556486899,2,Q1
"12,738",0,0,222,0,0.3477765081,"1,389.0011985875",483.0619865869,M,New York,42,177.857,171.6013351101,2.7160133511,2,Q1
"12,747",1,73,192,260.2,0.5137922446,"1,185.7136262109",609.2104654971,F,Chicago,9,490.25,24.2652657822,1.2426526578,8,Q3
"12,748",32,240,244,"2,580.949375",16.5968748098,"2,432.489349401","40,371.721208139",F,Chicago,28,"11,937.033",238.2056597158,3.3820565972,31,Q4
"12,753",1,88,127,165.66,0.8692420935,"1,168.6877698275","1,015.8726036716",F,New York,13,395.894,156.6021722157,2.5660217222,5,Q2
"12,755",0,0,150,0,0.4521237585,"1,389.0011985875",628.0004424294,F,Chicago,37,4.998,"12,465.034862534",125.6503486253,1,Q1
"12,763",1,1,192,102.12,0.235106646,"1,157.2447519029",272.0759322111,F,California,48,324.207,-16.0795626834,0.8392043732,4,Q1
"12,766",2,128,157,"1,159.2",1.4265910233,"1,318.8621375754","1,881.4768863938",F,Chicago,22,525.503,258.0335195791,3.5803351958,13,Q4
"12,779",1,215,217,894.59,0.6849617517,"1,299.9619129786",890.424189079,F,California,28,681.449,30.666299177,1.3066629918,7,Q3
"12,782",1,24,75,61.98,0.9925628362,"1,150.0158765567","1,141.4630201025",F,Chicago,19,709.305,60.9269665521,1.6092696655,11,Q4
"12,785",0,0,132,0,0.4889913538,"1,389.0011985875",679.2095765477,F,New Jersey,36,70.021,870.0083925503,9.7000839255,4,Q1
"12,791",0,0,249,0,0.3201736924,"1,389.0011985875",444.7216424628,F,Washington DC,26,14.03,"3,069.7907516948",31.6979075169,2,Q1
"12,793",1,182,213,"1,449.9",0.6599839886,"1,399.9685589298",923.956833421,F,Chicago,39,463.194,99.4751299501,1.9947512995,7,Q3
"12,797",1,51,150,54.96,0.6043926367,"1,148.7516337832",694.2970288363,M,California,34,41.007,"1,593.1183184244",16.9311831842,6,Q2
"12,808",0,0,189,0,0.3888325667,"1,389.0011985875",540.0889012507,M,California,32,167.397,222.6395343111,3.2263953431,4,Q1
"12,826",0,0,143,0,0.4657692238,"1,389.0011985875",646.9540100703,M,California,33,"1,782.082",-63.696731684,0.3630326832,14,Q4
"12,829",1,62,100,165.27,0.9734907752,"1,168.6175341179","1,137.6383891885",M,New Jersey,15,246.651,361.2340469686,4.6123404697,7,Q3
"12,838",0,0,247,0,0.3220658086,"1,389.0011985875",447.3497941543,F,California,31,427.155,4.7277438294,1.0472774383,11,Q4
"12,839",2,96,168,"1,179.815",1.1459043472,"1,325.1541706529","1,518.4999249257",F,California,45,"1,020.717",48.76796653,1.4876796653,7,Q3
"12,841",2,177,220,"1,426.95",1.1233254064,"1,400.5837896008","1,573.311354694",F,California,19,"2,577.405",-38.9575423849,0.6104245762,18,Q4
"12,855",0,0,235,0,0.3339102312,"1,389.0011985875",463.8017113378,F,New York,33,89.033,420.9323636604,5.2093236366,1,Q1
"12,865",0,0,96,0,0.5848303797,"1,389.0011985875",812.330098325,M,New Jersey,34,71.4,"1,037.7172245448",11.3771722454,1,Q1
"12,867",1,1,100,"3,909.21",0.5764780826,"1,842.8695411817","1,062.3738995128",M,Chicago,32,"1,008.573",5.3343584959,1.053343585,6,Q2
"12,868",1,228,243,"1,108.75",0.6203999028,"1,338.5303221499",830.4240818175,F,California,8,941.996,-11.8442029672,0.8815579703,11,Q4
"12,870",0,0,156,0,0.4410578679,"1,389.0011985875",612.6299072093,F,California,28,3.415,"17,839.382348734",179.3938234873,1,Q1
"12,872",1,142,144,"1,800.34",0.8960206574,"1,463.0798463317","1,310.9497656716",M,New Jersey,20,630.481,107.9285126231,2.0792851262,12,Q4
"12,875",0,0,126,0,0.5026805221,"1,389.0011985875",698.2238476988,F,New Jersey,24,0.24,"290,826.6032078327","2,909.2660320783",1,Q1
"12,877",1,77,86,222.96,1.1651952415,"1,179.0070163979","1,373.7733651491",F,New Jersey,23,388.829,253.3104179856,3.5331041799,6,Q2
"12,913",0,0,175,0,0.4093766767,"1,389.0011985875",568.6246946754,F,New York,21,20.628,"2,656.5672613699",27.5656726137,3,Q1
"12,915",0,0,230,0,0.3391091834,"1,389.0011985875",471.0230622294,F,Washington DC,3,112.39,319.0969501107,4.1909695011,5,Q2
"12,921",2,189,240,"2,223.49",1.0430147008,"1,643.7007446122","1,714.4040403792",M,New York,49,"1,029.46",66.534303458,1.6653430346,12,Q4
"12,924",0,0,4,0,1.2024837423,"1,389.0011985875","1,670.2513593841",M,California,45,4.605,"36,170.3878259311",362.7038782593,2,Q1
"12,928",0,0,90,0,0.6046776607,"1,389.0011985875",839.8979954358,F,Chicago,21,86.493,871.0589243474,9.7105892435,5,Q2
"12,931",1,4,76,8.39,0.7999814936,"1,140.3647696857",912.270711724,F,New York,44,5.814,"15,590.9307142073",156.9093071421,2,Q1
"12,939",0,0,32,0,0.9053212842,"1,389.0011985875","1,257.492348797",F,Chicago,19,38.448,"3,170.631369114",32.7063136911,3,Q1
"12,942",0,0,151,0,0.4502404306,"1,389.0011985875",625.384497702,F,New Jersey,4,70.845,782.7503672835,8.8275036728,5,Q2
"12,944",1,1,66,"1,026.87",0.8731282899,"1,323.7844249565","1,155.8336311325",F,California,43,101.777,"1,035.6530759724",11.3565307597,4,Q1
"12,947",3,199,238,"1,386.46",1.5545302458,"1,387.9918159159","2,157.6752587683",M,California,48,754.181,186.0951494095,2.8609514941,10,Q4
"12,951",0,0,14,0,1.0751993197,"1,389.0011985875","1,493.4531437475",F,New York,18,101.853,"1,366.2829212174",14.6628292122,6,Q2
"12,957",1,15,54,29.4,1.1835917095,"1,144.1484934282","1,354.2046712965",F,Chicago,44,90.903,"1,389.7249499978",14.8972495,7,Q3
"12,963",1,1,152,200.22,0.3358365443,"1,174.9117342512",394.5782967221,M,New York,9,59.291,565.4944202697,6.6549442027,5,Q2
"12,967",2,143,221,185.095,0.9983578145,"1,021.5494584112","1,019.8718846982",F,New York,34,211.648,381.8717326402,4.8187173264,6,Q2
"12,971",11,207,223,283.19,5.9488723516,606.8926924141,"3,610.3271582806",F,Washington DC,43,733.163,392.4317182237,4.9243171822,16,Q4
"12,980",2,70,87,166.09,2.0133715347,"1,015.7488235028","2,045.0797676881",M,California,23,247.515,726.2447801903,8.2624478019,5,Q2
"12,989",1,129,133,20.59,0.9357656492,"1,142.5618867566","1,069.1701657215",F,California,5,17.18,"6,123.3420589146",62.2334205891,2,Q1
"13,000",0,0,138,0,0.4760404316,"1,389.0011985875",661.220730114,M,New Jersey,32,84.634,681.2708014675,7.8127080147,6,Q2
"13,004",1,50,77,"1,143.02",1.1403623357,"1,344.7020600202","1,533.4475820506",F,California,37,"1,316.707",16.4608057868,1.1646080579,11,Q4
"13,008",0,0,110,0,0.5433231639,"1,389.0011985875",754.6765259332,F,Chicago,48,607.265,24.274661957,1.2427466196,6,Q2
"13,011",0,0,222,0,0.3477765081,"1,389.0011985875",483.0619865869,F,New York,18,21.336,"2,164.0700533692",22.6407005337,3,Q1
"13,013",0,0,218,0,0.3522802853,"1,389.0011985875",489.3177384897,M,Chicago,13,912.028,-46.3483863994,0.536516136,6,Q2
"13,021",1,56,144,565.91,0.6548747357,"1,240.7694179916",812.5485446183,M,Chicago,29,277.497,192.8134518998,2.928134519,4,Q1
"13,027",0,0,64,0,0.7095482665,"1,389.0011985875",985.5633926105,F,New York,15,16.775,"5,775.1916101965",58.751916102,4,Q1
"13,029",0,0,59,0,0.7341789266,"1,389.0011985875","1,019.7754089991",F,New York,35,0.999,"101,979.6205204328","1,020.7962052043",1,Q1
"13,030",0,0,178,0,0.404791219,"1,389.0011985875",562.2554883825,M,California,39,607.821,-7.4965346076,0.9250346539,7,Q3
"13,033",0,0,74,0,0.6650615955,"1,389.0011985875",923.7713532767,M,California,50,182.1,407.2879479828,5.0728794798,3,Q1
"13,034",0,0,193,0,0.3833407434,"1,389.0011985875",532.4607520686,F,Chicago,40,34.166,"1,458.4521221935",15.5845212219,4,Q1
"13,047",1,212,251,11.06,0.5833502696,"1,140.8456141594",665.5125966092,M,California,43,727.563,-8.5285265181,0.9147147348,11,Q4
"13,048",0,0,3,0,1.2170005625,"1,389.0011985875","1,690.415240042",M,Chicago,45,916.899,84.3622078377,1.8436220784,5,Q2
"13,050",5,104,166,947.838,2.465251978,"1,158.0917340293","2,854.9879379713",F,Chicago,10,"2,245.462",27.1447897124,1.2714478971,16,Q4
"13,064",0,0,3,0,1.2170005625,"1,389.0011985875","1,690.415240042",M,New Jersey,15,53.985,"3,031.2683894451",31.3126838945,3,Q1
"13,065",1,1,237,662.54,0.1649900682,"1,258.171665742",207.5858289076,F,Chicago,32,143.523,44.6359321555,1.4463593216,4,Q1
"13,069",2,178,209,"1,533.44",1.1952202627,"1,433.086268496","1,712.8537462611",F,New York,38,"2,042.897",-16.1556482651,0.8384435173,13,Q4
"13,077",0,0,155,0,0.4428638278,"1,389.0011985875",615.1383876167,F,New York,45,151.996,304.7069578256,4.0470695783,4,Q1
"13,078",6,153,166,362.495,4.0288239548,805.3572859283,"3,244.6427257149",F,California,28,"1,157.561",180.2999345792,2.8029993458,11,Q4
"13,081",5,203,212,"4,263.678",2.918065823,"2,893.6373131078","8,443.8241475805",F,New York,5,"2,795.738",202.0248731312,3.0202487313,19,Q4
"13,082",0,0,47,0,0.8012000714,"1,389.0011985875","1,112.8678595184",M,Chicago,45,102.799,982.5668143838,10.8256681438,2,Q1
"13,089",11,197,211,"1,053.0709090909",6.2099877282,"1,151.4073514351","7,150.2255225558",F,New Jersey,25,"6,316.709",13.1954237967,1.131954238,25,Q4
"13,090",3,227,236,187.4766666667,1.6689590399,911.7468635747,"1,521.668170071",M,New Jersey,4,187.073,713.4087602546,8.1340876025,8,Q3
"13,092",0,0,94,0,0.59129625,"1,389.0011985875",821.3111999309,F,Washington DC,2,84.279,874.5146476951,9.745146477,5,Q2
"13,093",4,228,240,"1,655.395",2.1517489322,"1,513.5900824903","3,256.8658438235",M,California,35,"2,666.543",22.1381332993,1.221381333,24,Q4
"13,094",2,149,189,82.49,1.2401496298,990.2327446631,"1,228.036771709",M,Washington DC,10,78.772,"1,458.9762500749",15.5897625007,5,Q2
"13,097",1,55,100,"2,209.61",0.9413823323,"1,536.7859203957","1,446.7031140526",M,California,33,530.919,172.4903637,2.724903637,12,Q4
"13,102",4,125,145,"1,158.2825",2.8943512679,"1,281.09709196","3,707.9449923538",F,New York,10,"1,591.864",132.9310162397,2.3293101624,18,Q4
"13,104",0,0,65,0,0.704825195,"1,389.0011985875",979.0030406166,F,New York,20,11.9,"8,126.9163077026",82.269163077,1,Q1
"13,107",1,21,26,93.39,1.7935871767,"1,155.6725525563","2,072.7994707557",F,California,20,519.047,299.3471633119,3.9934716331,9,Q3
"13,108",0,0,234,0,0.3349371033,"1,389.0011985875",465.2280378894,F,Chicago,45,46.098,909.2152325251,10.0921523253,5,Q2
"13,113",2,141,158,"8,339.39",1.4709475386,"3,510.3728328369","5,163.5742780112",M,New Jersey,44,"2,514.913",105.3182069523,2.0531820695,16,Q4
"13,115",1,116,155,125,0.7837422331,"1,161.3652468685",910.2109920563,F,Chicago,26,36.112,"2,420.5222420699",25.2052224207,2,Q1
"13,117",1,85,229,410.43,0.43649492,"1,212.7687817479",529.3674123534,M,New Jersey,30,200.112,164.5355662596,2.6453556626,7,Q3
"13,124",1,1,92,244,0.6324286334,"1,182.7961428873",748.034148186,M,New York,4,"1,263.552",-40.7991006159,0.5920089938,5,Q2
"13,126",2,141,164,730.56,1.4157234575,"1,188.0342424338","1,681.9279453025",F,Washington DC,37,404.738,315.5596818936,4.1555968189,12,Q4
"13,136",0,0,143,0,0.4657692238,"1,389.0011985875",646.9540100703,F,California,48,21.898,"2,854.397707874",29.5439770787,3,Q1
"13,138",1,1,227,289.48,0.1778314459,"1,190.9867071809",211.794888127,F,California,21,146.899,44.1772157244,1.4417721572,3,Q1
"13,140",0,0,155,0,0.4428638278,"1,389.0011985875",615.1383876167,M,New York,34,41.353,"1,387.5302580627",14.8753025806,4,Q1
"13,144",0,0,23,0,0.982620813,"1,389.0011985875","1,364.8614869977",M,California,38,6.398,"21,232.6271803323",213.3262718033,1,Q1
"13,145",0,0,222,0,0.3477765081,"1,389.0011985875",483.0619865869,F,California,4,1.65,"29,176.4840355668",292.7648403557,1,Q1
"13,148",1,74,133,345.13,0.7851297392,"1,201.008802672",942.9477280344,M,New York,16,"3,504.131",-73.0903973614,0.2690960264,14,Q4
"13,155",2,183,184,"1,374.57",1.3831196165,"1,384.596562213","1,915.0626660858",F,California,8,"1,695.774",12.9314794357,1.1293147944,8,Q3
"13,162",1,15,33,"3,417.77",1.5668340412,"1,754.365343371","2,748.7993407031",F,New York,14,673.552,308.1049927404,4.0810499274,5,Q2
"13,165",0,0,57,0,0.7445332751,"1,389.0011985875","1,034.1576114421",F,Chicago,31,80.944,"1,177.6210854938",12.7762108549,3,Q1
"13,173",0,0,170,0,0.4172577546,"1,389.0011985875",579.5715212037,F,California,8,"1,081.053",-46.3882417232,0.5361175828,4,Q1
"13,174",2,2,191,"6,779.71",0.1925458918,"3,034.3331456998",584.2483814572,M,Chicago,25,"5,724.868",-89.7945527922,0.1020544721,18,Q4
"13,178",0,0,107,0,0.551703046,"1,389.0011985875",766.3161921778,F,California,9,359.418,113.2102989215,2.1321029892,7,Q3
"13,183",0,0,33,0,0.8975080713,"1,389.0011985875","1,246.6397867768",F,New York,42,372.404,234.7546714796,3.3475467148,6,Q2
"13,187",0,0,39,0,0.8534275271,"1,389.0011985875","1,185.4118580915",F,Chicago,50,212.828,456.9811575974,5.569811576,6,Q2
"13,198",1,21,120,15.95,0.6058204377,"1,141.7262619034",691.6811036829,M,California,50,697.82,-0.8797249029,0.991202751,12,Q4
"13,199",3,153,164,489.3533333333,2.113600052,"1,031.6544842502","2,180.5049715966",M,California,47,492.996,342.296686301,4.422966863,8,Q3
"13,209",1,39,120,55.17,0.7123869937,"1,148.7894530114",818.3826647743,F,California,18,85.425,858.0130696802,9.5801306968,6,Q2
"13,211",0,0,111,0,0.5405873372,"1,389.0011985875",750.8764593134,F,Chicago,33,8.748,"8,483.4071709351",85.8340717094,1,Q1
"13,221",0,0,94,0,0.59129625,"1,389.0011985875",821.3111999309,F,New York,35,695.463,18.0955996122,1.1809559961,7,Q3
"13,225",1,75,120,477.15,0.8722615943,"1,224.7844908435","1,068.3324726042",F,New York,50,50.49,"2,015.9288425514",21.1592884255,6,Q2
"13,230",0,0,141,0,0.4698231442,"1,389.0011985875",652.5849104795,M,California,30,"1,405.302",-53.5626569606,0.4643734304,12,Q4
"13,233",1,1,35,255.7,1.3508964257,"1,184.9032141766","1,600.6815168742",M,Chicago,30,259.1,517.7852245751,6.1778522458,4,Q1
"13,238",0,0,101,0,0.5692814725,"1,389.0011985875",790.732647688,M,California,19,95.458,728.3566046722,8.2835660467,3,Q1
