"customer_id","frequency","recency","T","monetary_value","predicted_purchases_6m","predicted_avg_value","predicted_LTV_6m","gender","location","tenure_months","frequency_segment","value_segment"
"12,481",3,113,264,"2,968.9473333333",0.6942630161,"1,814.5807757351","1,259.7963222449",F,California,49,Freq_Seg2,Value_Seg3
"12,483",0,0,166,0,0.3738423348,"1,265.5940519673",473.1326352864,F,New York,39,Freq_Seg1,Value_Seg2
"12,484",0,0,149,0,0.4004136276,"1,265.5940519673",506.7611054404,M,California,44,Freq_Seg1,Value_Seg2
"12,489",0,0,150,0,0.398744808,"1,265.5940519673",504.6490572055,M,California,2,Freq_Seg1,Value_Seg2
"12,490",0,0,123,0,0.4494147136,"1,265.5940519673",568.7765883443,F,New York,26,Freq_Seg1,Value_Seg2
"12,494",3,99,263,74.213,0.5808160947,881.6147637986,512.0560441645,F,California,28,Freq_Seg2,Value_Seg1
"12,500",0,0,140,0,0.4160975091,"1,265.5940519673",526.6105325295,F,Washington DC,46,Freq_Seg1,Value_Seg2
"12,501",2,110,151,"3,867.567",1.3032213851,"1,891.9591929715","2,465.641680029",M,Illinois,8,Freq_Seg2,Value_Seg3
"12,502",0,0,15,0,0.9336770224,"1,265.5940519673","1,181.6560860614",F,California,23,Freq_Seg1,Value_Seg2
"12,503",0,0,157,0,0.3874472499,"1,265.5940519673",490.3509348826,F,Illinois,36,Freq_Seg1,Value_Seg2
"12,510",0,0,104,0,0.4937478049,"1,265.5940519673",624.8842850441,F,California,25,Freq_Seg1,Value_Seg2
"12,515",0,0,171,0,0.3666945996,"1,265.5940519673",464.0865042055,F,New York,28,Freq_Seg1,Value_Seg2
"12,523",0,0,131,0,0.4330838579,"1,265.5940519673",548.108354613,F,Illinois,35,Freq_Seg1,Value_Seg2
"12,524",1,1,140,349.104,0.347718067,"1,140.1877617572",396.4638845318,F,Washington DC,20,Freq_Seg1,Value_Seg1
"12,527",0,0,107,0,0.4861626467,"1,265.5940519673",615.2845539922,F,Illinois,25,Freq_Seg1,Value_Seg2
"12,528",0,0,34,0,0.7819264327,"1,265.5940519673",989.6014423375,F,New York,43,Freq_Seg1,Value_Seg2
"12,530",0,0,151,0,0.3970900606,"1,265.5940519673",502.554818849,M,California,29,Freq_Seg1,Value_Seg2
"12,539",3,88,141,"4,277.6013333333",1.7764275829,"2,236.3568569891","3,972.7260059832",M,Illinois,13,Freq_Seg2,Value_Seg3
"12,540",3,212,233,813.567,1.5646346622,"1,119.9068049183","1,752.2450054247",F,Illinois,25,Freq_Seg2,Value_Seg1
"12,551",0,0,188,0,0.3443357215,"1,265.5940519673",435.7892409988,M,Illinois,41,Freq_Seg1,Value_Seg2
"12,553",2,54,123,697.249,1.1683898909,"1,128.7780528295","1,318.8528659984",F,Illinois,8,Freq_Seg2,Value_Seg1
"12,557",2,196,332,103.606,0.6273627894,985.872154564,618.499504897,M,New York,50,Freq_Seg2,Value_Seg1
"12,559",1,60,80,204.226,1.0583873225,"1,120.3636376719","1,185.7786707106",F,California,25,Freq_Seg1,Value_Seg1
"12,567",2,310,320,"3,044.338",0.8687408877,"1,693.7857457596","1,471.4609324013",F,Washington DC,23,Freq_Seg2,Value_Seg3
"12,574",0,0,45,0,0.7154060941,"1,265.5940519673",905.4136973959,F,California,48,Freq_Seg1,Value_Seg2
"12,577",0,0,202,0,0.3278941841,"1,265.5940519673",414.9809290839,F,New Jersey,10,Freq_Seg1,Value_Seg2
"12,578",3,108,164,"1,681.5333333333",1.6524672232,"1,399.650296119","2,312.8762382887",F,Illinois,8,Freq_Seg2,Value_Seg3
"12,583",1,213,364,"1,377.66",0.3397726395,"1,280.9283971372",435.2244225304,M,Illinois,33,Freq_Seg1,Value_Seg3
"12,585",1,10,170,849.162,0.306831017,"1,208.6123109765",370.8397445667,F,New Jersey,4,Freq_Seg1,Value_Seg2
"12,586",0,0,302,0,0.2447285749,"1,265.5940519673",309.7270287426,M,California,3,Freq_Seg1,Value_Seg2
"12,591",0,0,59,0,0.6459750161,"1,265.5940519673",817.5421381492,F,California,25,Freq_Seg1,Value_Seg2
"12,594",0,0,92,0,0.5266766947,"1,265.5940519673",666.558892179,F,California,13,Freq_Seg1,Value_Seg2
"12,600",3,315,330,207.7333333333,1.23631647,924.6480506423,"1,143.1576139571",M,New York,39,Freq_Seg2,Value_Seg1
"12,601",0,0,136,0,0.4234766324,"1,265.5940519673",535.9495071683,F,California,10,Freq_Seg1,Value_Seg2
"12,605",0,0,256,0,0.2770013047,"1,265.5940519673",350.5712035727,F,New York,37,Freq_Seg1,Value_Seg2
"12,609",0,0,65,0,0.6202993812,"1,265.5940519673",785.0472072954,F,Illinois,3,Freq_Seg1,Value_Seg2
"12,621",2,76,263,571.208,0.410875983,"1,098.436581064",451.3212100451,M,California,44,Freq_Seg2,Value_Seg1
"12,625",2,63,78,"1,863.466",1.9876392613,"1,409.5179722045","2,801.6132610667",M,New Jersey,26,Freq_Seg2,Value_Seg3
"12,626",4,88,115,"1,000.3185",2.9747145985,"1,162.6560362265","3,458.5698840158",F,California,30,Freq_Seg2,Value_Seg1
"12,637",1,40,96,177.62,0.8179257861,"1,116.7230528667",913.3965808503,F,California,13,Freq_Seg1,Value_Seg1
"12,643",0,0,135,0,0.4253632207,"1,265.5940519673",538.3371620361,M,New York,48,Freq_Seg1,Value_Seg2
"12,645",0,0,51,0,0.6838394815,"1,265.5940519673",865.4631802726,F,New Jersey,50,Freq_Seg1,Value_Seg2
"12,647",3,121,309,461.4383333333,0.5105267686,"1,006.416570583",513.8025996682,M,New York,28,Freq_Seg2,Value_Seg1
"12,649",0,0,257,0,0.2762086776,"1,265.5940519673",349.5680594274,M,Illinois,33,Freq_Seg1,Value_Seg2
"12,651",0,0,144,0,0.4089753214,"1,265.5940519673",517.5967342254,M,New York,44,Freq_Seg1,Value_Seg2
"12,652",2,42,129,630.9215,0.9571216266,"1,112.8112327588","1,065.0956971553",M,New York,21,Freq_Seg2,Value_Seg1
"12,662",1,344,356,"1,112.691",0.4331440015,"1,244.6718341343",539.122138828,M,Illinois,21,Freq_Seg1,Value_Seg2
"12,664",0,0,90,0,0.5326076543,"1,265.5940519673",674.0650793453,M,Illinois,14,Freq_Seg1,Value_Seg2
"12,665",1,28,131,92.49,0.5371996202,"1,105.0744403557",593.6455696676,F,Illinois,10,Freq_Seg1,Value_Seg1
"12,666",0,0,205,0,0.3245754979,"1,265.5940519673",410.780819535,M,California,13,Freq_Seg1,Value_Seg2
"12,668",1,153,184,"4,361.64",0.6654294062,"1,689.2360062137","1,124.0673125871",F,California,32,Freq_Seg1,Value_Seg3
"12,672",0,0,123,0,0.4494147136,"1,265.5940519673",568.7765883443,F,California,43,Freq_Seg1,Value_Seg2
"12,673",0,0,113,0,0.4716845969,"1,265.5940519673",596.9612202948,M,California,4,Freq_Seg1,Value_Seg2
"12,676",0,0,21,0,0.8794492048,"1,265.5940519673","1,113.0256826604",F,California,38,Freq_Seg1,Value_Seg2
"12,678",0,0,172,0,0.3652981787,"1,265.5940519673",462.3192021705,M,New York,27,Freq_Seg1,Value_Seg2
"12,681",6,258,286,"1,921.4876666667",2.6108501237,"1,585.3298696976","4,139.058686335",M,Illinois,27,Freq_Seg2,Value_Seg3
"12,682",5,309,329,"1,876.293",2.0159653729,"1,535.6196775875","3,095.7560959708",F,Illinois,33,Freq_Seg2,Value_Seg3
"12,683",4,171,263,"1,997.824",1.40827495,"1,549.7299150632","2,182.4458187216",M,Illinois,15,Freq_Seg2,Value_Seg3
"12,686",0,0,334,0,0.2264054777,"1,265.5940519673",286.5374258509,M,Illinois,30,Freq_Seg1,Value_Seg2
"12,691",3,121,186,169.418,1.49109655,912.2991095583,"1,360.3260547895",F,California,7,Freq_Seg2,Value_Seg1
"12,693",0,0,78,0,0.571287976,"1,265.5940519673",723.0186644186,F,Illinois,4,Freq_Seg1,Value_Seg2
"12,705",0,0,186,0,0.3468218276,"1,265.5940519673",438.9356420935,F,New Jersey,45,Freq_Seg1,Value_Seg2
"12,708",2,179,302,"1,040.4575",0.6819096955,"1,211.397605296",826.0637722133,F,California,25,Freq_Seg2,Value_Seg2
"12,709",3,226,279,764.2686666667,1.2832509908,"1,104.0180689762","1,416.732280908",M,Washington DC,36,Freq_Seg2,Value_Seg1
"12,712",6,318,328,375.3311666667,2.458738864,831.6076169004,"2,044.7059672515",M,Illinois,37,Freq_Seg2,Value_Seg1
"12,720",2,271,305,"2,204.8035",0.8671504121,"1,491.6871244546","1,293.5171047082",F,Illinois,20,Freq_Seg2,Value_Seg3
"12,721",1,85,263,"1,889.034",0.3303781593,"1,350.9013511395",446.3083018239,F,California,5,Freq_Seg1,Value_Seg3
"12,724",0,0,132,0,0.4311270679,"1,265.5940519673",545.6318527884,M,California,19,Freq_Seg1,Value_Seg2
"12,725",1,1,326,"2,809.272",0.0872784946,"1,476.820485169",128.8946687216,F,New Jersey,48,Freq_Seg1,Value_Seg3
"12,726",1,143,187,"1,086.206",0.6384379726,"1,241.0478061494",792.3320452827,M,Illinois,25,Freq_Seg1,Value_Seg2
"12,727",0,0,81,0,0.5610864617,"1,265.5940519673",710.1076886271,M,Illinois,6,Freq_Seg1,Value_Seg2
"12,728",0,0,134,0,0.4272669956,"1,265.5940519673",540.7465682491,F,California,5,Freq_Seg1,Value_Seg2
"12,731",1,217,251,"9,199.03",0.5418555359,"2,351.1516842915","1,273.9845558626",F,California,28,Freq_Seg1,Value_Seg3
"12,734",0,0,171,0,0.3666945996,"1,265.5940519673",464.0865042055,F,California,27,Freq_Seg1,Value_Seg2
"12,735",1,114,155,"1,891.726",0.7147571753,"1,351.2697061833",965.8297183005,M,Washington DC,5,Freq_Seg1,Value_Seg3
"12,736",0,0,137,0,0.4216069958,"1,265.5940519673",533.5833061534,F,New York,3,Freq_Seg1,Value_Seg2
"12,738",0,0,335,0,0.2258772587,"1,265.5940519673",285.8689151476,M,New York,42,Freq_Seg1,Value_Seg2
"12,744",1,1,69,"8,154.954",0.7641865031,"2,208.2873972473","1,687.5434240126",M,New York,16,Freq_Seg1,Value_Seg3
"12,747",2,211,305,477.17,0.7538264974,"1,075.799095469",810.9658640078,F,Illinois,9,Freq_Seg2,Value_Seg1
"12,748",33,250,357,"2,081.9106969697",0.0373629539,"1,950.9083687487",72.8916994565,F,Illinois,28,Freq_Seg2,Value_Seg3
"12,753",1,88,240,137.628,0.3822596442,"1,111.2508185011",424.7863424718,F,New York,13,Freq_Seg1,Value_Seg1
"12,754",0,0,10,0,0.9845857133,"1,265.5940519673","1,246.0858224257",F,California,11,Freq_Seg1,Value_Seg2
"12,755",0,0,263,0,0.2715473572,"1,265.5940519673",343.6687200429,F,Illinois,37,Freq_Seg1,Value_Seg2
"12,763",1,1,305,83.184,0.0988911107,"1,103.8010703565",109.1561137849,F,California,48,Freq_Seg1,Value_Seg1
"12,764",0,0,55,0,0.6643494779,"1,265.5940519673",840.7967477097,F,Illinois,25,Freq_Seg1,Value_Seg2
"12,766",2,128,270,"1,002.0375",0.628511436,"1,202.1488739686",755.5643150424,F,Illinois,22,Freq_Seg2,Value_Seg2
"12,775",1,10,23,176.32,1.5923296018,"1,116.5451696732","1,777.9079253775",M,California,21,Freq_Seg1,Value_Seg1
"12,778",0,0,30,0,0.8094406809,"1,265.5940519673","1,024.4233112134",F,Illinois,42,Freq_Seg1,Value_Seg2
"12,779",2,323,330,858.1625,0.8521022205,"1,167.514276891",994.841507785,F,California,28,Freq_Seg2,Value_Seg1
"12,782",3,124,188,838.3803333333,1.4947278072,"1,127.9040834169","1,685.9095973489",F,Illinois,19,Freq_Seg2,Value_Seg1
"12,785",0,0,245,0,0.286033126,"1,265.5940519673",362.0018229486,F,New Jersey,36,Freq_Seg1,Value_Seg2
"12,791",0,0,362,0,0.2124966228,"1,265.5940519673",268.934461866,F,Washington DC,26,Freq_Seg1,Value_Seg2
"12,793",1,182,326,"1,194.304",0.3637665278,"1,255.8392041902",456.832266743,F,Illinois,39,Freq_Seg1,Value_Seg2
"12,797",1,51,263,45.672,0.2568625065,"1,098.6681823909",282.2066631431,M,California,34,Freq_Seg1,Value_Seg1
"12,808",0,0,302,0,0.2447285749,"1,265.5940519673",309.7270287426,M,California,32,Freq_Seg1,Value_Seg2
"12,820",0,0,111,0,0.4764117961,"1,265.5940519673",602.9439354323,M,California,24,Freq_Seg1,Value_Seg2
"12,826",2,203,256,"2,959.355",0.935424497,"1,673.3280431466","1,565.2720430081",M,California,33,Freq_Seg2,Value_Seg3
"12,829",2,124,213,179.358,0.8958532418,"1,004.107706243",899.5331437252,M,New Jersey,15,Freq_Seg2,Value_Seg1
"12,836",1,1,26,"2,225.133",1.4088096481,"1,396.8908614925","1,967.9533229847",M,Illinois,6,Freq_Seg1,Value_Seg3
"12,838",0,0,360,0,0.2134328717,"1,265.5940519673",270.1193729548,F,California,31,Freq_Seg1,Value_Seg2
"12,839",2,96,281,804.6925,0.4480706785,"1,154.6426042186",517.3614951018,F,California,45,Freq_Seg2,Value_Seg1
"12,841",4,299,333,"1,840.03075",1.5666979304,"1,488.4995305373","2,332.0291339283",F,California,19,Freq_Seg2,Value_Seg3
"12,842",0,0,8,0,1.0066378043,"1,265.5940519673","1,273.9948175452",F,New Jersey,27,Freq_Seg1,Value_Seg2
"12,853",1,16,44,451.667,1.2351603799,"1,154.2217878933","1,425.6490219948",M,New York,11,Freq_Seg1,Value_Seg1
"12,854",1,3,71,"4,189.335",0.765086413,"1,665.6589572449","1,274.3730369183",M,New York,42,Freq_Seg1,Value_Seg3
"12,855",0,0,348,0,0.2192293714,"1,265.5940519673",277.4553884409,F,New York,33,Freq_Seg1,Value_Seg2
"12,865",0,0,209,0,0.3202548396,"1,265.5940519673",405.3126200605,M,New Jersey,34,Freq_Seg1,Value_Seg2
"12,867",1,1,213,"2,827.658",0.1854268631,"1,479.3363008583",274.3086898042,M,Illinois,32,Freq_Seg1,Value_Seg3
"12,868",2,307,356,"1,702.878",0.7574424041,"1,370.8601047813","1,038.3475733871",F,California,8,Freq_Seg2,Value_Seg3
"12,870",0,0,269,0,0.2670420241,"1,265.5940519673",337.9667972715,F,California,28,Freq_Seg1,Value_Seg2
"12,872",1,142,257,"1,418.512",0.4396447472,"1,286.5183080769",565.6110162651,M,New Jersey,20,Freq_Seg1,Value_Seg3
"12,875",0,0,239,0,0.2912147468,"1,265.5940519673",368.5596514216,F,New Jersey,24,Freq_Seg1,Value_Seg2
"12,877",1,77,199,187.564,0.4605159368,"1,118.0837224639",514.8953729132,F,New Jersey,23,Freq_Seg1,Value_Seg1
"12,908",0,0,32,0,0.7954350797,"1,265.5940519673","1,006.6979056433",M,Washington DC,32,Freq_Seg1,Value_Seg2
"12,913",0,0,288,0,0.2537191739,"1,265.5940519673",321.1054773344,F,New York,21,Freq_Seg1,Value_Seg2
"12,915",0,0,343,0,0.2217391316,"1,265.5940519673",280.631726055,F,Washington DC,3,Freq_Seg1,Value_Seg2
"12,916",1,1,87,"2,458.323",0.6124726379,"1,428.7990014132",875.1002934499,F,New York,2,Freq_Seg1,Value_Seg3
"12,921",2,189,353,"1,788.236",0.5484976655,"1,391.4080800192",763.1840836918,M,New York,49,Freq_Seg2,Value_Seg3
"12,924",0,0,117,0,0.4625116868,"1,265.5940519673",585.3520398151,M,California,45,Freq_Seg1,Value_Seg2
"12,928",0,0,203,0,0.3267803534,"1,265.5940519673",413.5712715943,F,Illinois,21,Freq_Seg1,Value_Seg2
"12,929",0,0,25,0,0.8468244804,"1,265.5940519673","1,071.736025429",F,Illinois,26,Freq_Seg1,Value_Seg2
"12,931",1,4,189,7.673,0.237257437,"1,093.4686566443",259.4335709144,F,New York,44,Freq_Seg1,Value_Seg1
"12,935",0,0,76,0,0.5783035682,"1,265.5940519673",731.8975561911,F,New York,23,Freq_Seg1,Value_Seg2
"12,939",0,0,145,0,0.4072333334,"1,265.5940519673",515.3920845155,F,Illinois,19,Freq_Seg1,Value_Seg2
"12,942",0,0,264,0,0.2707858519,"1,265.5940519673",342.7049635304,F,New Jersey,4,Freq_Seg1,Value_Seg2
"12,944",1,1,179,932.281,0.2441364747,"1,219.9857518705",297.8430206046,F,California,43,Freq_Seg1,Value_Seg2
"12,947",4,286,351,898.3155,1.4028663449,"1,123.0746034795","1,575.5235640465",M,California,48,Freq_Seg2,Value_Seg1
"12,951",1,47,127,709.713,0.6485848101,"1,189.5310544741",771.5117730239,F,New York,18,Freq_Seg1,Value_Seg2
"12,956",0,0,0,0,1.1064879659,"1,265.5940519673","1,400.3645882055",F,Illinois,48,Freq_Seg1,Value_Seg2
"12,957",1,15,167,25.92,0.3382552217,"1,095.9654525152",370.7160371049,F,Illinois,44,Freq_Seg1,Value_Seg1
"12,963",1,1,265,186.973,0.1276739622,"1,118.0028540275",142.7398541152,M,New York,9,Freq_Seg1,Value_Seg1
"12,967",2,143,334,135.265,0.4688700106,993.4933306466,465.8192284649,F,New York,34,Freq_Seg2,Value_Seg1
"12,970",0,0,88,0,0.5386771808,"1,265.5940519673",681.7466359486,F,California,2,Freq_Seg1,Value_Seg2
"12,971",14,324,336,249.2182142857,5.5646995927,564.9270709782,"3,143.6494417571",F,Washington DC,43,Freq_Seg2,Value_Seg1
"12,980",2,70,200,138.295,0.6530277374,994.2227334556,649.2550221197,M,California,23,Freq_Seg2,Value_Seg1
"12,989",1,129,246,18.31,0.4443558416,"1,094.924151667",486.5359428891,F,California,5,Freq_Seg1,Value_Seg1
"12,990",0,0,17,0,0.9148335832,"1,265.5940519673","1,157.8079414476",F,California,47,Freq_Seg1,Value_Seg2
"12,997",1,18,58,269.412,1.0500353967,"1,129.2832483279","1,185.7873836113",F,California,45,Freq_Seg1,Value_Seg1
"13,000",0,0,251,0,0.2810342954,"1,265.5940519673",355.6753326183,M,New Jersey,32,Freq_Seg1,Value_Seg2
"13,001",1,46,111,63.885,0.7402951644,"1,101.1603259321",815.1836645524,F,Illinois,45,Freq_Seg1,Value_Seg1
"13,002",0,0,65,0,0.6202993812,"1,265.5940519673",785.0472072954,F,Washington DC,44,Freq_Seg1,Value_Seg2
"13,004",2,139,190,"1,659.207",1.1151156575,"1,360.3473159787","1,516.9445916769",F,California,37,Freq_Seg2,Value_Seg3
"13,008",1,129,223,"1,389.885",0.5017649126,"1,282.6011833224",643.5642706227,F,Illinois,48,Freq_Seg1,Value_Seg3
"13,011",0,0,335,0,0.2258772587,"1,265.5940519673",285.8689151476,F,New York,18,Freq_Seg1,Value_Seg2
"13,013",0,0,331,0,0.228005156,"1,265.5940519673",288.5619692466,M,Illinois,13,Freq_Seg1,Value_Seg2
"13,021",1,56,257,415.838,0.2781379456,"1,149.3191902467",319.6692784398,M,Illinois,29,Freq_Seg1,Value_Seg1
"13,027",0,0,177,0,0.3584747225,"1,265.5940519673",453.6834766358,F,New York,15,Freq_Seg1,Value_Seg2
"13,029",0,0,172,0,0.3652981787,"1,265.5940519673",462.3192021705,F,New York,35,Freq_Seg1,Value_Seg2
"13,030",0,0,291,0,0.2517370296,"1,265.5940519673",318.5968873577,M,California,39,Freq_Seg1,Value_Seg2
"13,033",0,0,187,0,0.3455742465,"1,265.5940519673",437.3567109294,M,California,50,Freq_Seg1,Value_Seg2
"13,034",0,0,306,0,0.2422764941,"1,265.5940519673",306.6236898295,F,Illinois,40,Freq_Seg1,Value_Seg2
"13,047",2,351,364,843.453,0.7844350313,"1,163.9733030894",913.0614344973,M,California,43,Freq_Seg2,Value_Seg1
"13,048",0,0,116,0,0.4647706203,"1,265.5940519673",588.2109325891,M,Illinois,45,Freq_Seg1,Value_Seg2
"13,049",0,0,65,0,0.6202993812,"1,265.5940519673",785.0472072954,M,New York,3,Freq_Seg1,Value_Seg2
"13,050",8,275,279,889.652375,3.7202515774,"1,055.3970703506","3,926.3426157414",F,Illinois,10,Freq_Seg2,Value_Seg1
"13,064",0,0,116,0,0.4647706203,"1,265.5940519673",588.2109325891,M,New Jersey,15,Freq_Seg1,Value_Seg2
"13,065",1,1,350,602.786,0.0761873161,"1,174.8998881406",89.5124691359,F,Illinois,32,Freq_Seg1,Value_Seg2
"13,068",0,0,81,0,0.5610864617,"1,265.5940519673",710.1076886271,F,California,47,Freq_Seg1,Value_Seg2
"13,069",4,319,322,"1,276.29675",1.6928305101,"1,269.7471467036","2,149.4667100542",F,New York,38,Freq_Seg2,Value_Seg3
"13,077",0,0,268,0,0.2677824161,"1,265.5940519673",338.9038330587,F,New York,45,Freq_Seg1,Value_Seg2
"13,078",7,228,279,273.6832857143,2.8013163692,743.8561137293,"2,083.7763077157",F,California,28,Freq_Seg2,Value_Seg1
"13,081",5,203,325,"2,636.0816",1.2485078727,"1,871.5665344063","2,336.6655524447",F,New York,5,Freq_Seg2,Value_Seg3
"13,082",0,0,160,0,0.3828019411,"1,265.5940519673",484.4718597715,M,Illinois,45,Freq_Seg1,Value_Seg2
"13,089",19,304,324,"1,255.2034210526",7.5287825177,"1,257.7933293352","9,469.6524288224",F,New Jersey,25,,
"13,090",4,257,349,166.225,1.2822208872,838.992852056,"1,075.7741590949",M,New Jersey,4,Freq_Seg2,Value_Seg1
"13,092",0,0,207,0,0.3224005297,"1,265.5940519673",408.0281927979,F,Washington DC,2,Freq_Seg1,Value_Seg2
"13,093",6,334,353,"1,558.883",2.2916196111,"1,408.5669053827","3,227.8995438696",M,California,35,Freq_Seg2,Value_Seg3
"13,094",2,149,302,74.841,0.5876224,978.9476424185,575.2515631059,M,Washington DC,10,Freq_Seg2,Value_Seg1
"13,097",1,55,213,"2,037.755",0.3631633233,"1,371.2513253114",497.9881883222,M,California,33,Freq_Seg1,Value_Seg3
"13,098",1,2,60,390.792,0.8704107753,"1,145.8920652737",997.3968009419,F,California,5,Freq_Seg1,Value_Seg1
"13,102",7,251,258,759.0501428571,3.4288882111,999.1555942374,"3,425.9928381831",F,New York,10,Freq_Seg2,Value_Seg1
"13,104",0,0,178,0,0.3571409135,"1,265.5940519673",451.9954158578,F,New York,20,Freq_Seg1,Value_Seg2
"13,107",1,21,139,68.973,0.4648154829,"1,101.8565333849",512.1599766323,F,California,20,Freq_Seg1,Value_Seg1
"13,108",0,0,347,0,0.2197267412,"1,265.5940519673",278.084856754,F,Illinois,45,Freq_Seg1,Value_Seg2
"13,110",0,0,21,0,0.8794492048,"1,265.5940519673","1,113.0256826604",F,New York,36,Freq_Seg1,Value_Seg2
"13,113",5,264,271,"3,401.3214",2.3771108238,"2,209.9236847014","5,253.2335107573",M,New Jersey,44,,
"13,115",1,116,268,101.2,0.3769718812,"1,106.2662577523",417.0312722572,F,Illinois,26,Freq_Seg1,Value_Seg1
"13,117",2,267,342,477.15,0.7408004884,"1,075.794280929",796.9489287253,M,New Jersey,30,Freq_Seg2,Value_Seg1
