"customers_per_order","transaction_id","transaction_date","total_quantity","total_delivery_charges","total_revenue","transaction_year","transaction_month","transaction_month_str","transaction_day_of_month","transaction_day_of_week"
1,"16,721",2019-01-01,1,6.5,160.21,"2,019",1,jan,1,tuesday
1,"16,722",2019-01-01,3,13,412.25,"2,019",1,jan,1,tuesday
1,"16,723",2019-01-01,2,13,258.54,"2,019",1,jan,1,tuesday
1,"16,724",2019-01-01,1,6.5,129.27,"2,019",1,jan,1,tuesday
1,"16,725",2019-01-01,1,6.5,129.27,"2,019",1,jan,1,tuesday
1,"16,726",2019-01-01,2,13,90.56,"2,019",1,jan,1,tuesday
1,"16,727",2019-01-01,1,6.5,129.27,"2,019",1,jan,1,tuesday
1,"16,731",2019-01-01,2,6.5,252.04,"2,019",1,jan,1,tuesday
1,"16,732",2019-01-01,1,6.5,160.21,"2,019",1,jan,1,tuesday
1,"16,733",2019-01-01,1,6.5,129.27,"2,019",1,jan,1,tuesday
1,"16,736",2019-01-01,1,6.5,160.21,"2,019",1,jan,1,tuesday
1,"16,737",2019-01-02,2,6.5,45.68,"2,019",1,jan,2,wednesday
1,"16,738",2019-01-02,2,6.5,13.08,"2,019",1,jan,2,wednesday
1,"16,739",2019-01-02,1,6.5,129.27,"2,019",1,jan,2,wednesday
1,"16,740",2019-01-02,4,17.4,544.57,"2,019",1,jan,2,wednesday
1,"16,741",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,742",2019-01-02,37,39,356.89,"2,019",1,jan,2,wednesday
1,"16,743",2019-01-02,3,8.7,330.57,"2,019",1,jan,2,wednesday
1,"16,744",2019-01-02,1,8.7,214,"2,019",1,jan,2,wednesday
1,"16,745",2019-01-02,1,6.5,129.27,"2,019",1,jan,2,wednesday
2,"16,747",2019-01-02,2,13,45.99,"2,019",1,jan,2,wednesday
1,"16,748",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,749",2019-01-02,3,19.5,48.35,"2,019",1,jan,2,wednesday
1,"16,750",2019-01-02,1,6.5,68.39,"2,019",1,jan,2,wednesday
1,"16,751",2019-01-02,4,17.4,735.42,"2,019",1,jan,2,wednesday
1,"16,752",2019-01-02,1,6.5,32.28,"2,019",1,jan,2,wednesday
1,"16,753",2019-01-02,3,6.5,251,"2,019",1,jan,2,wednesday
1,"16,754",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,755",2019-01-02,1,6.5,129.27,"2,019",1,jan,2,wednesday
1,"16,756",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,758",2019-01-02,1,6.5,34.55,"2,019",1,jan,2,wednesday
1,"16,759",2019-01-02,2,6.5,252.04,"2,019",1,jan,2,wednesday
1,"16,760",2019-01-02,2,6.5,252.04,"2,019",1,jan,2,wednesday
1,"16,761",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,762",2019-01-02,1,6.5,129.27,"2,019",1,jan,2,wednesday
1,"16,763",2019-01-02,4,80,100.59,"2,019",1,jan,2,wednesday
1,"16,764",2019-01-02,2,6.5,252.04,"2,019",1,jan,2,wednesday
1,"16,767",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,768",2019-01-02,67,19.5,272.53,"2,019",1,jan,2,wednesday
1,"16,769",2019-01-02,8,19.5,35.18,"2,019",1,jan,2,wednesday
1,"16,770",2019-01-02,2,6.5,313.92,"2,019",1,jan,2,wednesday
1,"16,772",2019-01-02,3,6.5,374.81,"2,019",1,jan,2,wednesday
3,"16,774",2019-01-02,10,65,504.41,"2,019",1,jan,2,wednesday
1,"16,776",2019-01-02,2,6.5,169.5,"2,019",1,jan,2,wednesday
1,"16,777",2019-01-02,2,13,176,"2,019",1,jan,2,wednesday
1,"16,778",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
3,"16,779",2019-01-02,5,32.5,253.02,"2,019",1,jan,2,wednesday
1,"16,781",2019-01-02,1,6.5,129.27,"2,019",1,jan,2,wednesday
1,"16,782",2019-01-02,1,6.5,13.92,"2,019",1,jan,2,wednesday
1,"16,783",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,784",2019-01-02,2,13,53.21,"2,019",1,jan,2,wednesday
1,"16,785",2019-01-02,2,6.5,313.92,"2,019",1,jan,2,wednesday
1,"16,787",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,788",2019-01-02,1,6.5,129.27,"2,019",1,jan,2,wednesday
1,"16,789",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,790",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,791",2019-01-02,2,6.5,313.92,"2,019",1,jan,2,wednesday
1,"16,792",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,793",2019-01-02,2,13,51.15,"2,019",1,jan,2,wednesday
1,"16,794",2019-01-02,1,6.5,37.85,"2,019",1,jan,2,wednesday
1,"16,795",2019-01-02,2,13,26.39,"2,019",1,jan,2,wednesday
1,"16,796",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,797",2019-01-02,2,6.5,313.92,"2,019",1,jan,2,wednesday
1,"16,798",2019-01-02,3,13,412.25,"2,019",1,jan,2,wednesday
1,"16,799",2019-01-02,2,6.5,252.04,"2,019",1,jan,2,wednesday
1,"16,800",2019-01-02,2,6.5,21.34,"2,019",1,jan,2,wednesday
1,"16,801",2019-01-02,6,13,30.27,"2,019",1,jan,2,wednesday
1,"16,802",2019-01-02,6,13,574.21,"2,019",1,jan,2,wednesday
1,"16,803",2019-01-02,5,13,750.61,"2,019",1,jan,2,wednesday
1,"16,804",2019-01-02,4,13,483.42,"2,019",1,jan,2,wednesday
1,"16,805",2019-01-02,1,6.5,52.71,"2,019",1,jan,2,wednesday
1,"16,806",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,808",2019-01-02,1,6.5,160.21,"2,019",1,jan,2,wednesday
1,"16,809",2019-01-02,1,6.5,129.27,"2,019",1,jan,2,wednesday
1,"16,811",2019-01-02,2,6.5,252.04,"2,019",1,jan,2,wednesday
1,"16,812",2019-01-02,5,89.8,125.26,"2,019",1,jan,2,wednesday
1,"16,813",2019-01-02,1,6.5,52.71,"2,019",1,jan,2,wednesday
1,"16,814",2019-01-02,1,6.5,88,"2,019",1,jan,2,wednesday
1,"16,815",2019-01-02,2,6.5,252.04,"2,019",1,jan,2,wednesday
1,"16,816",2019-01-02,2,6.5,313.92,"2,019",1,jan,2,wednesday
1,"16,817",2019-01-02,4,13,411.21,"2,019",1,jan,2,wednesday
1,"16,818",2019-01-02,1,6.5,129.27,"2,019",1,jan,2,wednesday
1,"16,819",2019-01-03,2,13,248.21,"2,019",1,jan,3,thursday
1,"16,820",2019-01-03,2,13,103.77,"2,019",1,jan,3,thursday
1,"16,822",2019-01-03,3,6.5,312.89,"2,019",1,jan,3,thursday
1,"16,823",2019-01-03,4,6.5,621.34,"2,019",1,jan,3,thursday
1,"16,825",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,826",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,829",2019-01-03,2,13,106.24,"2,019",1,jan,3,thursday
1,"16,830",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,832",2019-01-03,1,6.5,68.39,"2,019",1,jan,3,thursday
1,"16,833",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,834",2019-01-03,5,32.5,78.67,"2,019",1,jan,3,thursday
1,"16,835",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,836",2019-01-03,4,13,483.42,"2,019",1,jan,3,thursday
1,"16,837",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,838",2019-01-03,1,6.5,24.65,"2,019",1,jan,3,thursday
1,"16,840",2019-01-03,11,97.88,156.37,"2,019",1,jan,3,thursday
1,"16,842",2019-01-03,2,6.5,313.92,"2,019",1,jan,3,thursday
1,"16,843",2019-01-03,3,19.5,30.33,"2,019",1,jan,3,thursday
1,"16,844",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,846",2019-01-03,5,13,325.34,"2,019",1,jan,3,thursday
1,"16,847",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
2,"16,848",2019-01-03,5,32.5,57.2,"2,019",1,jan,3,thursday
1,"16,849",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,851",2019-01-03,2,6.5,313.92,"2,019",1,jan,3,thursday
1,"16,852",2019-01-03,5,19.5,29.36,"2,019",1,jan,3,thursday
1,"16,853",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,854",2019-01-03,4,6.5,621.34,"2,019",1,jan,3,thursday
1,"16,856",2019-01-03,1,6.5,88,"2,019",1,jan,3,thursday
1,"16,857",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,858",2019-01-03,2,13,41.04,"2,019",1,jan,3,thursday
1,"16,859",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,860",2019-01-03,1,8.7,162.41,"2,019",1,jan,3,thursday
1,"16,861",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,863",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,865",2019-01-03,8,107.88,336.22,"2,019",1,jan,3,thursday
1,"16,866",2019-01-03,1,6.5,34.34,"2,019",1,jan,3,thursday
1,"16,867",2019-01-03,10,18.47,175.17,"2,019",1,jan,3,thursday
1,"16,868",2019-01-03,4,19.5,37.62,"2,019",1,jan,3,thursday
1,"16,869",2019-01-03,3,13,329.71,"2,019",1,jan,3,thursday
1,"16,870",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,871",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,872",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,874",2019-01-03,2,6.5,252.04,"2,019",1,jan,3,thursday
1,"16,875",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,876",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
2,"16,877",2019-01-03,16,115.12,253.68,"2,019",1,jan,3,thursday
1,"16,879",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,880",2019-01-03,2,6.5,252.04,"2,019",1,jan,3,thursday
1,"16,881",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,882",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,883",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,885",2019-01-03,65,373.7,"1,058.65","2,019",1,jan,3,thursday
1,"16,886",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
2,"16,887",2019-01-03,7,247.1,405.91,"2,019",1,jan,3,thursday
1,"16,888",2019-01-03,1,28.78,182.49,"2,019",1,jan,3,thursday
1,"16,890",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,891",2019-01-03,5,32.5,48.99,"2,019",1,jan,3,thursday
1,"16,893",2019-01-03,8,41.56,93.08,"2,019",1,jan,3,thursday
1,"16,894",2019-01-03,128,55.41,220.16,"2,019",1,jan,3,thursday
1,"16,896",2019-01-03,2,6.5,252.04,"2,019",1,jan,3,thursday
1,"16,897",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,901",2019-01-03,6,13.78,78.1,"2,019",1,jan,3,thursday
1,"16,902",2019-01-03,1,8.7,162.41,"2,019",1,jan,3,thursday
2,"16,903",2019-01-03,15,141.2,247.49,"2,019",1,jan,3,thursday
2,"16,905",2019-01-03,124,245.48,"1,359","2,019",1,jan,3,thursday
1,"16,906",2019-01-03,3,38.28,81.99,"2,019",1,jan,3,thursday
1,"16,907",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,908",2019-01-03,1,8.7,214,"2,019",1,jan,3,thursday
1,"16,909",2019-01-03,199,"1,052.2","1,747.57","2,019",1,jan,3,thursday
1,"16,910",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,911",2019-01-03,2,33.3,54.94,"2,019",1,jan,3,thursday
1,"16,912",2019-01-03,5,6.5,414,"2,019",1,jan,3,thursday
1,"16,914",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,915",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,916",2019-01-03,2,6.5,169.5,"2,019",1,jan,3,thursday
1,"16,917",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,918",2019-01-03,2,13,289.48,"2,019",1,jan,3,thursday
1,"16,919",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,920",2019-01-03,3,13,257.5,"2,019",1,jan,3,thursday
1,"16,923",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,924",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,925",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,926",2019-01-03,4,13,504.08,"2,019",1,jan,3,thursday
1,"16,927",2019-01-03,4,26,89.92,"2,019",1,jan,3,thursday
1,"16,928",2019-01-03,2,6.5,313.92,"2,019",1,jan,3,thursday
1,"16,929",2019-01-03,2,6.5,252.04,"2,019",1,jan,3,thursday
1,"16,930",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,931",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,932",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,934",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,935",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,936",2019-01-03,6,39,252.7,"2,019",1,jan,3,thursday
1,"16,937",2019-01-03,4,26,276.85,"2,019",1,jan,3,thursday
1,"16,938",2019-01-03,1,6.5,88,"2,019",1,jan,3,thursday
1,"16,939",2019-01-03,3,13,340.04,"2,019",1,jan,3,thursday
1,"16,940",2019-01-03,3,13,28.66,"2,019",1,jan,3,thursday
1,"16,942",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,943",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,946",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,947",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,948",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,949",2019-01-03,3,13,257.5,"2,019",1,jan,3,thursday
1,"16,950",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,951",2019-01-03,1,6.5,88,"2,019",1,jan,3,thursday
1,"16,952",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,953",2019-01-03,4,6.5,621.34,"2,019",1,jan,3,thursday
1,"16,955",2019-01-03,5,6.5,414,"2,019",1,jan,3,thursday
1,"16,956",2019-01-03,1,6.5,24.03,"2,019",1,jan,3,thursday
1,"16,957",2019-01-03,1,6.5,129.27,"2,019",1,jan,3,thursday
1,"16,958",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,959",2019-01-03,3,13,381.31,"2,019",1,jan,3,thursday
1,"16,960",2019-01-03,1,6.5,160.21,"2,019",1,jan,3,thursday
1,"16,961",2019-01-03,4,19.5,62.38,"2,019",1,jan,3,thursday
1,"16,963",2019-01-03,2,6.5,252.04,"2,019",1,jan,3,thursday
1,"16,964",2019-01-03,3,19.5,418.75,"2,019",1,jan,3,thursday
1,"16,966",2019-01-03,3,6.5,251,"2,019",1,jan,3,thursday
1,"16,967",2019-01-03,1,0,51.58,"2,019",1,jan,3,thursday
1,"16,968",2019-01-03,1,6.5,34.55,"2,019",1,jan,3,thursday
1,"16,969",2019-01-03,2,13,258.54,"2,019",1,jan,3,thursday
1,"16,971",2019-01-03,5,13,564.92,"2,019",1,jan,3,thursday
1,"16,972",2019-01-03,2,6.5,313.92,"2,019",1,jan,3,thursday
1,"16,975",2019-01-03,2,13,248.21,"2,019",1,jan,3,thursday
1,"16,976",2019-01-03,2,13,258.54,"2,019",1,jan,3,thursday
1,"16,980",2019-01-03,3,6.5,251,"2,019",1,jan,3,thursday
1,"16,982",2019-01-04,2,13,258.54,"2,019",1,jan,4,friday
1,"16,983",2019-01-04,3,13,49.08,"2,019",1,jan,4,friday
2,"16,984",2019-01-04,4,19.5,338.68,"2,019",1,jan,4,friday
1,"16,987",2019-01-04,5,6.5,775.05,"2,019",1,jan,4,friday
1,"16,988",2019-01-04,24,27.56,121.52,"2,019",1,jan,4,friday
1,"16,989",2019-01-04,1,13.78,96.3,"2,019",1,jan,4,friday
1,"16,990",2019-01-04,104,26,386.88,"2,019",1,jan,4,friday
1,"16,991",2019-01-04,4,26,49.92,"2,019",1,jan,4,friday
2,"16,992",2019-01-04,87,136.5,"1,103.86","2,019",1,jan,4,friday
1,"16,993",2019-01-04,1,6.5,83.86,"2,019",1,jan,4,friday
1,"16,994",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"16,996",2019-01-04,1,11.1,30.9,"2,019",1,jan,4,friday
1,"16,997",2019-01-04,1,11.1,30.9,"2,019",1,jan,4,friday
1,"16,998",2019-01-04,1,6.5,26.09,"2,019",1,jan,4,friday
1,"16,999",2019-01-04,4,26.1,594.52,"2,019",1,jan,4,friday
1,"17,000",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,002",2019-01-04,2,13,101.7,"2,019",1,jan,4,friday
1,"17,003",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,004",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,005",2019-01-04,11,13,66.52,"2,019",1,jan,4,friday
1,"17,006",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,007",2019-01-04,3,11.1,25.92,"2,019",1,jan,4,friday
1,"17,009",2019-01-04,2,13,176,"2,019",1,jan,4,friday
1,"17,010",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,011",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,013",2019-01-04,82,101.48,579.95,"2,019",1,jan,4,friday
1,"17,014",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,015",2019-01-04,2,13,92.21,"2,019",1,jan,4,friday
1,"17,019",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,020",2019-01-04,2,6.5,313.92,"2,019",1,jan,4,friday
1,"17,021",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,022",2019-01-04,7,19.5,940.77,"2,019",1,jan,4,friday
1,"17,023",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,024",2019-01-04,2,6.5,313.92,"2,019",1,jan,4,friday
1,"17,025",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,026",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,027",2019-01-04,4,26,149.76,"2,019",1,jan,4,friday
1,"17,028",2019-01-04,4,55.12,112.02,"2,019",1,jan,4,friday
1,"17,029",2019-01-04,1,6.5,97.27,"2,019",1,jan,4,friday
1,"17,030",2019-01-04,30,6.5,54.2,"2,019",1,jan,4,friday
1,"17,031",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,032",2019-01-04,12,65,136.59,"2,019",1,jan,4,friday
1,"17,033",2019-01-04,8,19.5,159.74,"2,019",1,jan,4,friday
1,"17,034",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,035",2019-01-04,3,6.5,374.81,"2,019",1,jan,4,friday
1,"17,036",2019-01-04,3,19.5,180.41,"2,019",1,jan,4,friday
1,"17,038",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,039",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,040",2019-01-04,2,6.5,252.04,"2,019",1,jan,4,friday
1,"17,044",2019-01-04,2,6.5,313.92,"2,019",1,jan,4,friday
1,"17,046",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,049",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,050",2019-01-04,21,6.5,187.94,"2,019",1,jan,4,friday
1,"17,053",2019-01-04,78,289.1,634.79,"2,019",1,jan,4,friday
1,"17,054",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,055",2019-01-04,2,6.5,252.04,"2,019",1,jan,4,friday
1,"17,056",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,057",2019-01-04,3,13,401.92,"2,019",1,jan,4,friday
1,"17,060",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,061",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,062",2019-01-04,1,6.5,52.71,"2,019",1,jan,4,friday
1,"17,063",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,064",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
2,"17,065",2019-01-04,2,13,128.53,"2,019",1,jan,4,friday
1,"17,066",2019-01-04,2,6.5,252.04,"2,019",1,jan,4,friday
1,"17,067",2019-01-04,1,6.5,19.9,"2,019",1,jan,4,friday
1,"17,068",2019-01-04,2,13,217.27,"2,019",1,jan,4,friday
1,"17,069",2019-01-04,2,13,178.04,"2,019",1,jan,4,friday
1,"17,070",2019-01-04,6,39,70.73,"2,019",1,jan,4,friday
1,"17,072",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,073",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,074",2019-01-04,5,13,503.04,"2,019",1,jan,4,friday
1,"17,075",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,076",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,077",2019-01-04,1,6.5,160.21,"2,019",1,jan,4,friday
1,"17,079",2019-01-04,2,13,90.56,"2,019",1,jan,4,friday
1,"17,080",2019-01-04,1,6.5,20.52,"2,019",1,jan,4,friday
1,"17,081",2019-01-04,1,6.5,20.52,"2,019",1,jan,4,friday
1,"17,082",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,083",2019-01-04,1,6.5,211.8,"2,019",1,jan,4,friday
1,"17,084",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,085",2019-01-04,2,6.5,252.04,"2,019",1,jan,4,friday
1,"17,087",2019-01-04,1,6.5,88,"2,019",1,jan,4,friday
1,"17,088",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,090",2019-01-04,3,13,261.01,"2,019",1,jan,4,friday
1,"17,093",2019-01-04,3,19.5,43.19,"2,019",1,jan,4,friday
1,"17,094",2019-01-04,5,13,626.85,"2,019",1,jan,4,friday
1,"17,095",2019-01-04,2,6.5,252.04,"2,019",1,jan,4,friday
1,"17,096",2019-01-04,1,6.5,129.27,"2,019",1,jan,4,friday
1,"17,097",2019-01-05,1,6.5,129.27,"2,019",1,jan,5,saturday
1,"17,098",2019-01-05,1,6.5,129.27,"2,019",1,jan,5,saturday
1,"17,099",2019-01-05,1,6.5,129.27,"2,019",1,jan,5,saturday
1,"17,100",2019-01-05,2,13,112.02,"2,019",1,jan,5,saturday
1,"17,101",2019-01-05,10,139.57,335.47,"2,019",1,jan,5,saturday
1,"17,102",2019-01-05,4,26,46.59,"2,019",1,jan,5,saturday
1,"17,104",2019-01-05,1,6.5,129.27,"2,019",1,jan,5,saturday
1,"17,105",2019-01-05,1,6.5,20.52,"2,019",1,jan,5,saturday
1,"17,106",2019-01-05,1,6.5,108.62,"2,019",1,jan,5,saturday
1,"17,107",2019-01-05,1,6.5,129.27,"2,019",1,jan,5,saturday
1,"17,108",2019-01-05,8,39,396.29,"2,019",1,jan,5,saturday
1,"17,109",2019-01-05,3,13,329.71,"2,019",1,jan,5,saturday
1,"17,110",2019-01-05,1,6.5,89.02,"2,019",1,jan,5,saturday
1,"17,111",2019-01-05,1,0,103.16,"2,019",1,jan,5,saturday
1,"17,112",2019-01-05,1,6.5,160.21,"2,019",1,jan,5,saturday
1,"17,114",2019-01-05,1,6.5,160.21,"2,019",1,jan,5,saturday
1,"17,115",2019-01-05,2,6.5,252.04,"2,019",1,jan,5,saturday
1,"17,116",2019-01-05,2,13,121.1,"2,019",1,jan,5,saturday
1,"17,117",2019-01-05,3,19.5,56.6,"2,019",1,jan,5,saturday
1,"17,118",2019-01-05,4,26,53.31,"2,019",1,jan,5,saturday
1,"17,119",2019-01-05,1,6.5,88,"2,019",1,jan,5,saturday
2,"17,121",2019-01-05,"1,135",52,"2,053.63","2,019",1,jan,5,saturday
1,"17,124",2019-01-05,1,6.5,27.12,"2,019",1,jan,5,saturday
1,"17,125",2019-01-05,4,6.5,36.18,"2,019",1,jan,5,saturday
